AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,3.0,3.0,3.0,3.0
Institutional_Ownership,,,,
Net_Insider_Purchases,0.0,0.0,0.0,0.0
No_of_Employees,6.0,6.0,6.0,6.0
No_of_Institutions,,,,
