AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,1.8,1.8,2.1,2.0
Institutional_Ownership,7.1,6.8,7.0,
Net_Insider_Purchases,18.0,31.0,66.0,42.0
No_of_Employees,36.0,36.0,41.0,41.0
No_of_Institutions,13.0,16.0,12.0,
