AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,2.5,3.3,4.7,2.0,3.7,5.1,5.1,1.1,1.1
Institutional_Ownership,56.4,51.1,54.1,55.5,55.1,57.2,54.5,54.8,55.3
Net_Insider_Purchases,3.0,1.0,8.0,1.0,-1.0,28.0,26.0,6.0,5.0
No_of_Employees,259.0,242.0,247.0,243.0,249.0,243.0,244.0,242.0,242.0
No_of_Institutions,65.0,65.0,66.0,62.0,74.0,87.0,86.0,83.0,86.0
