AAII_KEY_STATISTICS_DATA,12/31/2020,06/30/2020
Insider_Ownership,100.0,100.0
Institutional_Ownership,2.9,2.1
Net_Insider_Purchases,,
No_of_Employees,171.0,176.0
No_of_Institutions,8.0,5.0
