AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5
Institutional_Ownership,55.2,55.6,61.2,61.0,53.2,51.6,51.7,54.0
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No_of_Employees,2736.0,2814.0,2814.0,2761.0,2761.0,2761.0,2908.0,2908.0
No_of_Institutions,104.0,105.0,112.0,117.0,118.0,112.0,106.0,101.0
