AAII_KEY_STATISTICS_DATA,03/31/2022,12/31/2021,06/30/2021,03/31/2021,09/30/2020,06/30/2020
Insider_Ownership,2.0,5.0,3.3,4.4,4.3,3.8
Institutional_Ownership,58.5,60.5,60.0,59.9,63.0,73.7
Net_Insider_Purchases,23.0,48.0,4.0,17.0,19.0,9.0
No_of_Employees,19.0,19.0,17.0,17.0,15.0,15.0
No_of_Institutions,183.0,180.0,149.0,147.0,131.0,130.0
