AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,2.3,5.2,5.1,5.0,4.2,4.9,5.1,5.5,6.0
Institutional_Ownership,75.7,96.1,95.1,,,,93.1,94.9,91.1
Net_Insider_Purchases,163.0,269.0,523.0,357.0,-159.0,-647.0,-657.0,-5683.0,-5283.0
No_of_Employees,3468.0,3355.0,2604.0,2604.0,2604.0,2604.0,2604.0,2353.0,2353.0
No_of_Institutions,234.0,267.0,261.0,245.0,266.0,258.0,241.0,202.0,195.0
