AAII_KEY_STATISTICS_DATA,03/31/2023,09/30/2021,06/30/2021
Insider_Ownership,0.2,0.0,0.0
Institutional_Ownership,0.0,78.1,60.7
Net_Insider_Purchases,0.0,0.0,0.0
No_of_Employees,93.0,,
No_of_Institutions,2.0,86.0,64.0
