AAII_KEY_STATISTICS_DATA,06/30/2021,12/31/2020,06/30/2020
Insider_Ownership,,,
Institutional_Ownership,6.7,7.0,54.4
Net_Insider_Purchases,-50.0,-648.0,-1030.0
No_of_Employees,,,
No_of_Institutions,19.0,18.0,17.0
