AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022
Insider_Ownership,24.2,24.2
Institutional_Ownership,59.5,51.3
Net_Insider_Purchases,0.0,0.0
No_of_Employees,,
No_of_Institutions,37.0,34.0
