AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022
Insider_Ownership,,
Institutional_Ownership,2.9,2.9
Net_Insider_Purchases,,
No_of_Employees,98.0,95.0
No_of_Institutions,1.0,2.0
