AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022
Insider_Ownership,1.8,1.0
Institutional_Ownership,90.9,49.7
Net_Insider_Purchases,377.0,273.0
No_of_Employees,7500.0,5100.0
No_of_Institutions,267.0,250.0
