AAII_KEY_STATISTICS_DATA,09/30/2022,09/30/2021
Insider_Ownership,0.3,0.3
Institutional_Ownership,0.5,0.4
Net_Insider_Purchases,0.0,0.0
No_of_Employees,52420.0,54492.0
No_of_Institutions,155.0,152.0
