AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021,06/30/2021,03/31/2021,09/30/2020,06/30/2020
Insider_Ownership,,,,,,
Institutional_Ownership,35.1,35.6,33.3,29.7,29.2,25.6
Net_Insider_Purchases,,,,,,
No_of_Employees,287.0,287.0,252.0,252.0,231.0,231.0
No_of_Institutions,28.0,26.0,26.0,19.0,19.0,21.0
