AAII_KEY_STATISTICS_DATA,03/31/2022,09/30/2021,06/30/2021,12/31/2020,06/30/2020
Insider_Ownership,6.7,,0.8,0.3,0.4
Institutional_Ownership,18.6,92.8,30.8,41.6,41.9
Net_Insider_Purchases,125.0,0.0,300.0,-822.0,199.0
No_of_Employees,300.0,300.0,300.0,300.0,299.0
No_of_Institutions,41.0,61.0,72.0,117.0,108.0
