AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.1,1.1,0.9,0.7,0.6,0.5,0.5,0.4,0.4
Institutional_Ownership,99.2,,,,,,,,
Net_Insider_Purchases,49.0,88.0,75.0,44.0,56.0,23.0,15.0,24.0,34.0
No_of_Employees,3950.0,4050.0,4050.0,3900.0,3900.0,3900.0,3900.0,4000.0,4000.0
No_of_Institutions,449.0,433.0,459.0,455.0,461.0,449.0,419.0,413.0,429.0
