AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020,09/30/2020
Insider_Ownership,0.0,0.0,0.4
Institutional_Ownership,2.5,2.9,25.5
Net_Insider_Purchases,-15.0,-15.0,-55459.0
No_of_Employees,24000.0,24000.0,38000.0
No_of_Institutions,24.0,32.0,165.0
