AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020
Insider_Ownership,0.0,0.0
Institutional_Ownership,71.8,10.7
Net_Insider_Purchases,833.0,833.0
No_of_Employees,0.0,0.0
No_of_Institutions,36.0,1.0
