AAII_KEY_STATISTICS_DATA,04/04/2021,01/03/2021,09/27/2020,06/28/2020
Insider_Ownership,1.1,1.1,3.7,3.7
Institutional_Ownership,43.0,53.5,56.0,59.4
Net_Insider_Purchases,7.0,7.0,190.0,190.0
No_of_Employees,3200.0,3200.0,4200.0,4200.0
No_of_Institutions,81.0,81.0,98.0,107.0
