AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020
Insider_Ownership,0.0,0.0
Institutional_Ownership,82.4,45.8
Net_Insider_Purchases,-887.0,-887.0
No_of_Employees,,
No_of_Institutions,64.0,36.0
