AAII_KEY_STATISTICS_DATA,02/25/2023,05/28/2022,02/26/2022,08/28/2021,05/29/2021,02/27/2021,11/28/2020,08/29/2020,05/30/2020
Insider_Ownership,3.4,1.5,5.9,0.3,1.6,5.5,5.4,4.1,4.1
Institutional_Ownership,61.4,59.4,62.6,64.4,62.1,56.9,54.9,56.7,57.7
Net_Insider_Purchases,10.0,16.0,43.0,-5.0,5.0,2.0,0.0,22.0,74.0
No_of_Employees,1561.0,2219.0,2219.0,2071.0,2071.0,2071.0,2071.0,2555.0,2555.0
No_of_Institutions,104.0,106.0,119.0,114.0,114.0,94.0,94.0,82.0,89.0
