AAII_KEY_STATISTICS_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,0.0,,14.1,14.1,
Institutional_Ownership,70.6,,76.5,78.9,80.8
Net_Insider_Purchases,-2258.0,,521.0,473.0,0.0
No_of_Employees,39.0,39.0,39.0,39.0,47.0
No_of_Institutions,80.0,,94.0,93.0,84.0
