AAII_KEY_STATISTICS_DATA,03/31/2022,09/30/2021,03/31/2021,12/31/2020,06/30/2020,03/31/2020
Insider_Ownership,,,,11.1,,
Institutional_Ownership,14.5,13.2,,14.4,16.6,16.8
Net_Insider_Purchases,0.0,0.0,,600.0,0.0,0.0
No_of_Employees,150.0,150.0,151.0,151.0,151.0,145.0
No_of_Institutions,26.0,24.0,,26.0,28.0,28.0
