AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,7.5,0.0,6.9,7.5,7.1,8.0,
Institutional_Ownership,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Insider_Purchases,46737.0,0.0,-13020.0,-3667.0,-19979.0,-19979.0,0.0
No_of_Employees,11.0,11.0,8.0,8.0,8.0,8.0,8.0
No_of_Institutions,1.0,1.0,1.0,1.0,1.0,1.0,0.0
