AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022
Insider_Ownership,,
Institutional_Ownership,,91.6
Net_Insider_Purchases,0.0,0.0
No_of_Employees,4.0,4.0
No_of_Institutions,77.0,75.0
