AAII_KEY_STATISTICS_DATA,09/30/2022,09/30/2021,03/31/2021,09/30/2020,03/31/2020,09/30/2019
Insider_Ownership,,,,,,
Institutional_Ownership,1.5,2.6,6.5,1.9,1.6,1.6
Net_Insider_Purchases,,,,,,
No_of_Employees,56.0,67.0,69.0,69.0,101.0,101.0
No_of_Institutions,5.0,11.0,15.0,3.0,5.0,5.0
