AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022,12/31/2021,09/30/2021,03/31/2021,12/31/2020,09/30/2020,03/31/2020
Insider_Ownership,0.0,18.0,0.7,0.1,3.0,3.0,3.0,11.7
Institutional_Ownership,69.5,73.1,83.6,84.5,76.3,70.7,61.3,65.8
Net_Insider_Purchases,-6.0,229.0,230.0,2.0,23.0,23.0,23.0,1186.0
No_of_Employees,760.0,745.0,745.0,4.0,4.0,4.0,4.0,4.0
No_of_Institutions,150.0,137.0,138.0,134.0,123.0,108.0,101.0,76.0
