AAII_KEY_STATISTICS_DATA,09/30/2022,06/30/2022,03/31/2022,06/30/2021
Insider_Ownership,7.3,7.3,7.3,7.3
Institutional_Ownership,0.0,0.0,0.0,0.0
Net_Insider_Purchases,0.0,0.0,0.0,0.0
No_of_Employees,2.0,2.0,2.0,2.0
No_of_Institutions,0.0,0.0,0.0,0.0
