AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,,,,
Institutional_Ownership,65.7,65.7,65.7,65.7
Net_Insider_Purchases,,,,
No_of_Employees,5858.0,5128.0,5128.0,5128.0
No_of_Institutions,516.0,516.0,516.0,516.0
