Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
,12/31/2020,2.94,3/6/2020,2.96,2/8/2020,2.88,2/6/2020,2.88,,2.87,,2.89,,0.99,,,,,
,9/30/2020,2.69,,2.68,,2.68,,2.68,,2.69,,0.89,,,,,,,
,6/30/2020,2.73,,2.73,,2.75,,2.75,,0.94,,,,,,,,,
,3/31/2020,2.69,,2.7,,2.73,,2.73,,2.74,,1.46,,,,,,,
,12/31/2019,2.568545734,,2.568545734,,2.12,,2.14,,2.19,,0.78,,,,,,,
,9/30/2019,2.381314245,,0.67,,,,,,,,,,,,,,,
,6/28/2019,2.499078101,,0.7,,,,,,,,,,,,,,,
,3/29/2019,2.2533407619999997,,1.11,,,,,,,,,,,,,,,
,12/31/2018,0.766043395,,0.56,,,,,,,,,,,,,,,
,9/28/2018,2.641537382,,0.51,,,,,,,,,,,,,,,
,6/29/2018,2.762712125,,0.48,,,,,,,,,,,,,,,
,3/29/2018,2.3047089780000003,,0.9,,,,,,,,,,,,,,,
,12/29/2017,3.253416983,,0.24,,,,,,,,,,,,,,,
,9/29/2017,-0.150095165,,0.19,,,,,,,,,,,,,,,
,6/30/2017,2.765686365,,0.2,,,,,,,,,,,,,,,
,3/31/2017,0.09828252900000001,,0.41,,,,,,,,,,,,,,,
,12/29/2016,3.4138143239999996,,2.54,,2.16,,2.21,,2.23,,,,,,,,,
,9/29/2016,2.8850456,,2.54,,1.84,,1.88,,1.89,,,,,,,,,
,6/29/2016,1.5408866730000002,,2.54,,1.89,,1.88,,1.9,2.29,,,,,,,,
,3/30/2016,0.9755344359999999,,2.3,,1.88,,1.89,,1.9,,,,,,,,,
,12/30/2015,2.083587553,,2.26,,2.11,,2.12,,2.13,2.12,2.17,2.13,2.12,2.16,2.0,,,
,9/29/2015,2.600605798,,2.0,,1.96,,1.84,,1.85,1.82,1.8,1.82,1.83,1.82,1.81,1.85,,
,6/29/2015,2.138528139,,1.86,,1.93,,1.94,,1.93,1.91,,,,,,,,
,3/30/2015,1.631853786,,1.52,,1.56,,1.89,,1.92,1.93,1.91,1.93,2.05,,,,,
,12/30/2014,2.4010327019999997,,2.16,,2.12,,2.07,,2.06,2.11,2.1,2.11,2.1,2.05,2.0,1.99,1.98,1.76
,9/29/2014,2.46882793,,1.95,,1.93,,1.78,,1.82,1.81,1.82,1.74,1.73,1.67,1.9,,,
,6/27/2014,2.026807474,,1.9,,1.92,,1.93,,1.91,1.86,1.79,1.7,1.5,,,,,
,3/28/2014,1.80176565,,1.56,,1.54,,1.91,,1.9,1.88,1.83,1.76,2.03,,,,,
,12/30/2013,2.2392758759999998,,2.04,,2.03,,2.01,,1.9,1.83,1.84,,,,,,,
,9/27/2013,2.104239595,,1.88,,1.73,,1.63,,1.54,1.38,,,,,,,,
,6/27/2013,2.21414914,,1.39,,1.62,,1.6,,1.59,1.74,,,,,,,,
,3/27/2013,2.47734139,,1.74,,1.73,,1.67,,1.57,-0.46,,,,,,,,
,12/27/2012,0.38230884600000004,,-0.45,,-0.46,,0.38,,0.59,1.51,,,,,,,,
,9/27/2012,1.979940565,,1.5,,,,,,,,,,,,,,,
,6/28/2012,1.4782290519999999,,1.15,,,,,,,,,,,,,,,
,3/29/2012,1.8320057930000002,,1.51,,,,,,,,,,,,,,,
,12/29/2011,1.658715596,,,,,,,,,,,,,,,,,
,9/28/2011,1.071556994,,,,,,,,,,,,,,,,,
,6/29/2011,1.4184157080000002,,,,,,,,,,,,,,,,,
,3/30/2011,1.696666667,,,,,,,,,,,,,,,,,
,12/30/2010,2.01691607,,,,,,,,,,,,,,,,,
,9/29/2010,1.8027103690000001,,,,,,,,,,,,,,,,,
,6/29/2010,1.6470588240000001,,,,,,,,,,,,,,,,,
,3/30/2010,1.3850746269999998,,,,,,,,,,,,,,,,,
,12/30/2009,2.025648499,,,,,,,,,,,,,,,,,
,9/29/2009,1.685997171,,,,,,,,,,,,,,,,,
,6/29/2009,1.5416899830000002,,,,,,,,,,,,,,,,,
,3/30/2009,0.959752322,,,,,,,,,,,,,,,,,
,12/30/2008,1.10959651,,,,,,,,,,,,,,,,,
,9/29/2008,0.7286778909999999,,,,,,,,,,,,,,,,,
,6/27/2008,1.269626421,,,,,,,,,,,,,,,,,
,3/28/2008,1.7950797509999998,,,,,,,,,,,,,,,,,
,12/28/2007,1.68,,,,,,,,,,,,,,,,,
,9/27/2007,1.87,,,,,,,,,,,,,,,,,
,6/28/2007,1.75,,,,,,,,,,,,,,,,,
,3/29/2007,1.71,,,,,,,,,,,,,,,,,
,12/28/2006,1.56,,,,,,,,,,,,,,,,,
,9/28/2006,1.43,,,,,,,,,,,,,,,,,
,6/29/2006,1.41,,,,,,,,,,,,,,,,,
,3/30/2006,1.58,,,,,,,,,,,,,,,,,
,12/29/2005,1.46,,,,,,,,,,,,,,,,,
,9/29/2005,0.6,,,,,,,,,,,,,,,,,
,6/29/2005,1.23,,,,,,,,,,,,,,,,,
,3/30/2005,1.18,,,,,,,,,,,,,,,,,
,12/30/2004,1.195,,,,,,,,,,,,,,,,,
,9/29/2004,0.94,,,,,,,,,,,,,,,,,
,6/29/2004,0.925,,,,,,,,,,,,,,,,,
,3/30/2004,0.94,,,,,,,,,,,,,,,,,
,12/30/2003,0.19,,,,,,,,,,,,,,,,,
,9/29/2003,0.685,,,,,,,,,,,,,,,,,
,6/27/2003,0.725,,,,,,,,,,,,,,,,,
,3/28/2003,0.655,,,,,,,,,,,,,,,,,
,12/30/2002,0.165,,,,,,,,,,,,,,,,,
,9/27/2002,-0.71,,,,,,,,,,,,,,,,,
,6/27/2002,0.6,,,,,,,,,,,,,,,,,
,3/27/2002,0.575,,,,,,,,,,,,,,,,,
,12/31/2001,0.08,,,,,,,,,,,,,,,,,
,9/28/2001,-0.7,,,,,,,,,,,,,,,,,
,6/29/2001,0.415,,,,,,,,,,,,,,,,,
,3/30/2001,0.485,,,,,,,,,,,,,,,,,
,12/29/2000,0.475,,,,,,,,,,,,,,,,,
,9/29/2000,0.585,,,,,,,,,,,,,,,,,
,7/5/2000,0.51,,,,,,,,,,,,,,,,,
,4/6/2000,0.435,,,,,,,,,,,,,,,,,
,1/7/2000,0.465,,,,,,,,,,,,,,,,,
,10/7/1999,0.22,,,,,,,,,,,,,,,,,
,7/8/1999,0.59,,,,,,,,,,,,,,,,,
,4/8/1999,0.57,,,,,,,,,,,,,,,,,
,1/8/1999,0.475,,,,,,,,,,,,,,,,,
,10/7/1998,0.52,,,,,,,,,,,,,,,,,
,7/8/1998,0.54,,,,,,,,,,,,,,,,,
,4/7/1998,0.56,,,,,,,,,,,,,,,,,
,1/8/1998,0.565,,,,,,,,,,,,,,,,,
,10/7/1997,0.55,,,,,,,,,,,,,,,,,
,7/8/1997,0.54,,,,,,,,,,,,,,,,,
,4/7/1997,0.54,,,,,,,,,,,,,,,,,
,1/8/1997,0.07,,,,,,,,,,,,,,,,,
,10/7/1996,0.46,,,,,,,,,,,,,,,,,
,7/8/1996,0.485,,,,,,,,,,,,,,,,,
,4/8/1996,0.425,,,,,,,,,,,,,,,,,
,1/8/1996,0.545,,,,,,,,,,,,,,,,,
,10/6/1995,0.485,,,,,,,,,,,,,,,,,
,7/10/1995,0.52,,,,,,,,,,,,,,,,,
,4/7/1995,0.465,,,,,,,,,,,,,,,,,
,1/9/1995,0.44,,,,,,,,,,,,,,,,,
,10/6/1994,0.4275,,,,,,,,,,,,,,,,,
,7/7/1994,0.4125,,,,,,,,,,,,,,,,,
,4/7/1994,0.2075,,,,,,,,,,,,,,,,,
,12/30/1993,0.45,,,,,,,,,,,,,,,,,
,9/29/1993,-0.355,,,,,,,,,,,,,,,,,
,6/29/1993,0.4725,,,,,,,,,,,,,,,,,
,3/30/1993,0.355,,,,,,,,,,,,,,,,,
,12/30/1992,0.5525,,,,,,,,,,,,,,,,,
,9/29/1992,0.4125,,,,,,,,,,,,,,,,,
,6/29/1992,0.37,,,,,,,,,,,,,,,,,
