CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Non-GAAP,,12/31/2026,,0.49,7/18/2025,0.49,6/12/2025,0.49,5/2/2025,0.49,3/21/2025,0.5,2/11/2025,0.39,12/16/2024,0.39,11/2/2024,0.39,10/18/2024,0.39,10/17/2024,,,
Plots Adjusted,,9/30/2026,,0.44,,0.44,,0.44,,0.45,,0.46,,0.37,,0.37,,0.36,,0.36,,,,
,,6/30/2026,,0.41,,0.41,,0.41,,0.42,,0.43,,0.35,,0.35,,0.34,,0.34,,,,
,,3/30/2026,,0.39,,0.39,,0.39,,0.38,,0.39,,0.33,,0.33,,0.31,,0.31,,,,
,,12/31/2025,,0.44,12/16/2024,0.44,12/16/2024,0.44,12/16/2024,0.46,12/16/2024,0.46,12/16/2024,0.39,12/16/2024,0.39,11/2/2024,0.39,10/18/2024,0.39,10/17/2024,,,
,,9/30/2025,,0.38,,0.38,,0.39,,0.4,,0.4,,0.37,,0.37,,0.36,,0.36,,,,
,,6/30/2025,,0.3,,0.3,,0.32,,0.35,,0.36,,0.35,,0.35,,0.34,,0.34,,,,
,4/29/2025,3/30/2025,-0.19,0.36,,0.29,,0.29,,0.33,,0.33,,0.31,,0.31,,,,,,,,
,2/5/2025,12/31/2024,0.02,0.41,,0.34,,0.34,,0.33,,0.33,,,,,,,,,,,,
,10/30/2024,9/30/2024,-0.08,0.32,,0.3,,0.3,,,,,,,,,,,,,,,,
,7/31/2024,6/30/2024,-0.12,0.31,,0.31,,,,,,,,,,,,,,,,,,
,5/1/2024,3/30/2024,-0.12,0.25,,0.25,,,,,,,,,,,,,,,,,,
,2/6/2024,12/31/2023,-0.19,0.25,,0.25,,,,,,,,,,,,,,,,,,
,11/1/2023,9/30/2023,-0.13,0.23,,0.23,,,,,,,,,,,,,,,,,,
,7/25/2023,6/30/2023,-0.14,0.22,,0.22,,,,,,,,,,,,,,,,,,
,4/24/2023,3/30/2023,-0.22,0.11,,0.11,,,,,,,,,,,,,,,,,,
,2/7/2023,12/31/2022,-0.19,0.12,,0.12,,,,,,,,,,,,,,,,,,
,10/25/2022,9/30/2022,-0.17,0.15,,0.15,,,,,,,,,,,,,,,,,,
,7/26/2022,6/30/2022,-0.25,0.05,,0.05,,,,,,,,,,,,,,,,,,
,4/26/2022,3/31/2022,-0.22,0.06,,0.06,,,,,,,,,,,,,,,,,,
,2/1/2022,12/31/2021,-0.1,0.05,,0.05,,,,,,,,,,,,,,,,,,
,10/26/2021,9/30/2021,-0.15,0.07,,0.07,,,,,,,,,,,,,,,,,,
,7/27/2021,6/30/2021,-0.11,0.09,,0.09,,,,,,,,,,,,,,,,,,
,4/27/2021,3/31/2021,-0.07,0.13,,0.13,,,,,,,,,,,,,,,,,,
,2/2/2021,12/31/2020,-0.02,0.13,,0.13,,,,,,,,,,,,,,,,,,
,10/27/2020,9/30/2020,-0.06,0.09,,0.09,,,,,,,,,,,,,,,,,,
,7/28/2020,6/30/2020,-0.12,0.04,,0.04,,,,,,,,,,,,,,,,,,
,4/28/2020,3/31/2020,-0.23,-0.09,,-0.09,,,,,,,,,,,,,,,,,,
,2/4/2020,12/31/2019,-0.39,-0.11,,-0.11,,,,,,,,,,,,,,,,,,
,10/29/2019,9/30/2019,-0.18,-0.07,,-0.07,,,,,,,,,,,,,,,,,,
,7/30/2019,6/28/2019,-0.23,-0.1,,-0.1,,,,,,,,,,,,,,,,,,
,4/30/2019,3/29/2019,-0.23,-0.13,,-0.13,,,,,,,,,,,,,,,,,,
,2/5/2019,12/31/2018,-0.21,-0.12,,-0.12,,,,,,,,,,,,,,,,,,
,10/30/2018,9/28/2018,-0.28,-0.14,,-0.14,,,,,,,,,,,,,,,,,,
,,6/29/2018,-0.73,-0.18,,-0.18,,,,,,,,,,,,,,,,,,
,,3/29/2018,-0.68,-0.17,,-0.17,,,,,,,,,,,,,,,,,,
,,12/29/2017,-0.52,-0.12,,-0.12,,,,,,,,,,,,,,,,,,
,,9/29/2017,-0.51,-0.12,,-0.12,,,,,,,,,,,,,,,,,,
