CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjusted,,12/31/2026,,1.83,6/9/2025,1.84,5/1/2025,1.83,3/26/2025,1.83,2/13/2025,1.6,1/2/2025,1.6,11/29/2024,1.61,10/25/2024,1.61,9/6/2024,1.23,7/27/2024,1.58,6/21/2024,1.58,5/4/2024,1.44,3/17/2024,1.43,2/3/2024,1.39,1/11/2024,1.39,12/4/2023,1.37,10/28/2023,1.39,10/1/2023,1.42,8/21/2023,1.39,7/14/2023,1.39,6/8/2023,1.39,4/28/2023,,3/24/2023,1.26,2/13/2023,1.22,1/6/2023,1.22,12/1/2022,1.22,10/29/2022,1.17,10/12/2022,1.2,9/10/2022,1.2,8/6/2022,1.19,7/4/2022,1.19,6/2/2022,1.17,5/1/2022,1.17,3/21/2022,,2/21/2022,1.03,1/19/2022,1.03,12/14/2021,1.03,11/7/2021,1.01,10/5/2021,1.02,8/31/2021,1.02,7/30/2021,1,7/9/2021,0.98,6/4/2021,1,5/7/2021,1,4/4/2021,0.91,3/3/2021,0.9,2/4/2021,0.91,1/11/2021,0.92,12/10/2020,0.9,11/10/2020,0.86,10/28/2020,0.88,9/13/2020,0.81,8/7/2020,0.72,7/2/2020,0.72,5/22/2020,0.72,5/21/2020
,,9/30/2026,,1.74,,1.73,,1.72,,1.71,,1.56,,1.56,,1.53,,1.52,,1.33,,1.48,,1.48,,1.36,,1.33,,1.32,,1.32,,1.28,,1.26,,1.29,,1.29,,1.29,,1.29,,,,1.19,,1.19,,1.19,,1.19,,1.14,,1.16,,1.16,,1.13,,1.13,,1.13,,1.13,,,,0.98,,0.98,,0.99,,0.99,,1,,1,,0.99,,0.95,,0.98,,0.98,,0.87,,0.87,,0.88,,0.88,,0.86,,0.85,,0.86,,0.77,,0.68,,0.68,,0.68,
,,6/30/2026,,1.71,,1.7,,1.69,,1.68,,1.51,,1.51,,1.49,,1.47,,1.27,,1.43,,1.43,,1.31,,1.28,,1.27,,1.27,,1.26,,1.24,,1.2,,1.25,,1.25,,1.25,,,,1.15,,1.16,,1.16,,1.16,,1.15,,1.18,,1.18,,1.09,,1.09,,1.09,,1.09,,,,0.98,,0.97,,0.96,,0.95,,0.97,,0.96,,0.97,,0.94,,0.97,,0.97,,0.85,,0.85,,0.86,,0.85,,0.85,,0.85,,0.86,,0.75,,0.66,,0.66,,0.66,
,,3/30/2026,,1.69,,1.7,,1.66,,1.65,,1.48,,1.48,,1.48,,1.48,,0.93,,1.46,,1.46,,1.29,,1.26,,1.25,,1.25,,1.26,,1.27,,1.3,,1.25,,1.25,,1.25,,,,1.1,,1.11,,1.11,,1.11,,1.07,,1.09,,1.09,,1.06,,1.06,,1.08,,1.08,,,,0.96,,0.96,,0.96,,0.93,,0.95,,0.96,,0.96,,0.93,,0.96,,0.96,,0.82,,0.83,,0.85,,0.84,,0.82,,0.83,,0.83,,0.82,,0.75,,0.75,,0.75,
,,12/31/2025,,1.65,1/2/2025,1.66,1/2/2025,1.66,1/2/2025,1.67,1/2/2025,1.6,1/2/2025,1.6,11/29/2024,1.61,10/25/2024,1.61,9/6/2024,1.23,7/27/2024,1.58,6/21/2024,1.58,5/4/2024,1.44,3/17/2024,1.43,2/3/2024,1.39,1/11/2024,1.39,12/4/2023,1.37,10/28/2023,1.39,10/1/2023,1.42,8/21/2023,1.39,7/14/2023,1.39,6/8/2023,1.39,4/28/2023,,3/24/2023,1.26,2/13/2023,1.22,1/6/2023,1.22,12/1/2022,1.22,10/29/2022,1.17,10/12/2022,1.2,9/10/2022,1.2,8/6/2022,1.19,7/4/2022,1.19,6/2/2022,1.17,5/1/2022,1.17,3/21/2022,,2/21/2022,1.03,1/19/2022,1.03,12/14/2021,1.03,11/7/2021,1.01,10/5/2021,1.02,8/31/2021,1.02,7/30/2021,1,7/9/2021,0.98,6/4/2021,1,5/7/2021,1,4/4/2021,0.91,3/3/2021,0.9,2/4/2021,0.91,1/11/2021,0.92,12/10/2020,0.9,11/10/2020,0.86,10/28/2020,0.88,9/13/2020,0.81,8/7/2020,0.72,7/2/2020,0.72,5/22/2020,0.72,5/21/2020
,,9/30/2025,,1.58,,1.57,,1.57,,1.56,,1.56,,1.56,,1.53,,1.52,,1.33,,1.48,,1.48,,1.36,,1.33,,1.32,,1.32,,1.28,,1.26,,1.29,,1.29,,1.29,,1.29,,,,1.19,,1.19,,1.19,,1.19,,1.14,,1.16,,1.16,,1.13,,1.13,,1.13,,1.13,,,,0.98,,0.98,,0.99,,0.99,,1,,1,,0.99,,0.95,,0.98,,0.98,,0.87,,0.87,,0.88,,0.88,,0.86,,0.85,,0.86,,0.77,,0.68,,0.68,,0.68,
,,6/30/2025,,1.55,,1.54,,1.54,,1.54,,1.51,,1.51,,1.49,,1.47,,1.27,,1.43,,1.43,,1.31,,1.28,,1.27,,1.27,,1.26,,1.24,,1.2,,1.25,,1.25,,1.25,,,,1.15,,1.16,,1.16,,1.16,,1.15,,1.18,,1.18,,1.09,,1.09,,1.09,,1.09,,,,0.98,,0.97,,0.96,,0.95,,0.97,,0.96,,0.97,,0.94,,0.97,,0.97,,0.85,,0.85,,0.86,,0.85,,0.85,,0.85,,0.86,,0.75,,0.66,,0.66,,0.66,
,4/29/2025,3/30/2025,1.37,1.52,,1.49,,1.48,,1.48,,1.48,,1.48,,1.48,,0.93,,1.46,,1.46,,1.29,,1.26,,1.25,,1.25,,1.26,,1.27,,1.3,,1.25,,1.25,,1.25,,,,1.1,,1.11,,1.11,,1.11,,1.07,,1.09,,1.09,,1.06,,1.06,,1.08,,1.08,,,,0.96,,0.96,,0.96,,0.93,,0.95,,0.96,,0.96,,0.93,,0.96,,0.96,,0.82,,0.83,,0.85,,0.84,,0.82,,0.83,,0.83,,0.82,,0.75,,0.75,,0.75,,,
,2/5/2025,12/31/2024,1.36,1.49,3/17/2024,1.48,3/17/2024,1.48,3/17/2024,1.47,3/17/2024,1.46,3/17/2024,1.14,3/17/2024,1.44,3/17/2024,1.44,3/17/2024,1.44,3/17/2024,1.43,2/3/2024,1.39,1/11/2024,1.39,12/4/2023,1.37,10/28/2023,1.39,10/1/2023,1.42,8/21/2023,1.39,7/14/2023,1.39,6/8/2023,1.39,4/28/2023,,3/24/2023,1.26,2/13/2023,1.22,1/6/2023,1.22,12/1/2022,1.22,10/29/2022,1.17,10/12/2022,1.2,9/10/2022,1.2,8/6/2022,1.19,7/4/2022,1.19,6/2/2022,1.17,5/1/2022,1.17,3/21/2022,,2/21/2022,1.03,1/19/2022,1.03,12/14/2021,1.03,11/7/2021,1.01,10/5/2021,1.02,8/31/2021,1.02,7/30/2021,1,7/9/2021,0.98,6/4/2021,1,5/7/2021,1,4/4/2021,0.91,3/3/2021,0.9,2/4/2021,0.91,1/11/2021,0.92,12/10/2020,0.9,11/10/2020,0.86,10/28/2020,0.88,9/13/2020,0.81,8/7/2020,0.72,7/2/2020,0.72,5/22/2020,0.72,5/21/2020,,,,,,
,10/24/2024,9/30/2024,1.34,1.39,,1.36,,1.18,,1.34,,1.35,,1.36,,1.33,,1.32,,1.32,,1.28,,1.26,,1.29,,1.29,,1.29,,1.29,,,,1.19,,1.19,,1.19,,1.19,,1.14,,1.16,,1.16,,1.13,,1.13,,1.13,,1.13,,,,0.98,,0.98,,0.99,,0.99,,1,,1,,0.99,,0.95,,0.98,,0.98,,0.87,,0.87,,0.88,,0.88,,0.86,,0.85,,0.86,,0.77,,0.68,,0.68,,0.68,,,,,,,,,,,,,
