Date,Q_EPS_Diluted,,,,,,,,,
1/29/2021,1.31,1.34,1.34,1.385081967,,,,,,
10/30/2020,0.82,0.92,0.92,0.94,0.966065574,,,,,
7/31/2020,0.68,0.72,0.72,0.74,0.919508197,,,,,
4/30/2020,0.27,0.27,0.27,0.267704918,,,,,,
1/31/2020,1.05,1.08,1.08,1.09,1.07,1.19,1.06,1.07,1.2,1.14
10/31/2019,0.6,0.72,0.72,0.74,0.83,0.81,0.8,0.98,0.96,
8/2/2019,0.352243861,0.43,0.5,0.67,0.79,0.72,0.96,,,
5/3/2019,0.168318509,0.23,0.45,0.63,0.58,,,,,
2/1/2019,1.246690428,1.05,1.2,1.14,1.1,,,,,
10/31/2018,0.79049236,0.75,0.78,0.85,0.83,0.91,0.8,,,
7/31/2018,0.73769518,0.79,0.77,0.8,0.87,0.74,,,,
4/27/2018,0.607609988,0.48,0.56,0.51,,,,,,
1/26/2018,0.750573443,0.78,1.02,0.97,0.96,,,,,
10/27/2017,0.614529915,0.65,0.67,0.68,0.6,,,,,
7/28/2017,0.670922108,0.61,0.6,0.59,,,,,,
4/28/2017,0.409915357,0.46,0.45,0.44,0.4,0.46,,,,
1/27/2017,0.949411968,0.46,0.6,0.61,0.67,0.6,0.48,,,
10/31/2016,0.558785362,0.46,0.51,0.57,0.61,0.46,0.41,0.42,,
7/29/2016,0.462956552,0.42,0.5,0.53,0.38,0.31,0.46,,,
4/29/2016,0.216637782,0.4,0.46,0.51,0.4,0.31,,,,
1/29/2016,0.383299427,0.4,0.43,0.4,,,,,,
10/30/2015,0.428346748,0.38,0.34,0.36,0.35,0.37,,,,
7/31/2015,0.36442717,0.27,0.26,0.27,0.3,,,,,
5/1/2015,0.322048047,0.26,0.25,0.28,0.28,,,,,
1/30/2015,0.398942094,0.28,0.29,0.31,0.28,,,,,
10/31/2014,0.297465416,0.28,0.29,0.31,0.3,0.32,0.34,0.25,,
8/1/2014,0.211015139,0.23,0.25,0.28,0.22,,,,,
5/2/2014,0.260546367,0.21,0.2,0.23,0.25,0.23,,,,
1/31/2014,0.185815207,0.19,0.21,0.2,0.25,0.27,,,,
11/1/2013,0.196782293,0.2,0.25,0.24,0.2,,,,,
8/2/2013,0.156979448,0.2,0.22,0.19,0.22,,,,,
5/3/2013,0.197822648,0.22,0.2,,,,,,,
2/1/2013,0.344256191,0.22,,,,,,,,
10/26/2012,0.226587228,0.16,,,,,,,,
7/27/2012,0.136620632,0.09,,,,,,,,
4/27/2012,0.094496943,0.14,,,,,,,,
1/27/2012,0.058223623,nan,,,,,,,,
10/28/2011,0.209589168,nan,,,,,,,,
7/29/2011,0.15,nan,,,,,,,,
4/29/2011,0.048524773,nan,,,,,,,,
1/28/2011,-0.02,nan,,,,,,,,
10/29/2010,0.11,nan,,,,,,,,
7/30/2010,0.11,nan,,,,,,,,
4/30/2010,0.1,nan,,,,,,,,
1/29/2010,0.28,nan,,,,,,,,
10/30/2009,0.09,nan,,,,,,,,
7/31/2009,-0.04,nan,,,,,,,,
4/30/2009,-0.04,nan,,,,,,,,
1/30/2009,-0.07,nan,,,,,,,,
10/31/2008,0.27,nan,,,,,,,,
7/31/2008,0.18,nan,,,,,,,,
4/30/2008,0.23,nan,,,,,,,,
1/31/2008,0.39,nan,,,,,,,,
10/31/2007,0.48,nan,,,,,,,,
7/31/2007,0.39,nan,,,,,,,,
4/30/2007,0.33,nan,,,,,,,,
1/31/2007,-1.52,nan,,,,,,,,
11/30/2006,0.29,nan,,,,,,,,
8/31/2006,0.1,nan,,,,,,,,
5/31/2006,0.49,nan,,,,,,,,
2/28/2006,0.3,nan,,,,,,,,
11/30/2005,0.34,nan,,,,,,,,
8/31/2005,0.06,nan,,,,,,,,
5/31/2005,0.41,nan,,,,,,,,
2/28/2005,0.25,nan,,,,,,,,
11/30/2004,0.46,nan,,,,,,,,
8/31/2004,0.27,nan,,,,,,,,
5/28/2004,0.47,nan,,,,,,,,
2/27/2004,0.35,nan,,,,,,,,
11/28/2003,0.31,nan,,,,,,,,
8/29/2003,0.31,nan,,,,,,,,
5/30/2003,0.23,nan,,,,,,,,
2/28/2003,0.44,nan,,,,,,,,
11/29/2002,0.52,nan,,,,,,,,
