CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-GAAP diluted ,,7/30/2027,,3.75,8/24/2025,3.08,7/4/2025,3.04,5/24/2025,3.05,4/9/2025,3.01,2/27/2025,3.03,12/31/2024,3.03,11/28/2024,2.52,10/6/2024,2.52,8/25/2024,2.21,7/7/2024,2.21,5/28/2024,2.33,4/9/2024,2.33,2/25/2024,2.26,1/11/2024,2.26,12/3/2023,,11/16/2023,1.97,10/3/2023,1.98,8/27/2023,1.9,6/28/2023,1.91,5/25/2023,1.78,4/8/2023,1.84,2/25/2023,1.99,1/9/2023,1.99,12/4/2022,,11/7/2022,1.57,9/29/2022,1.55,8/27/2022,1.31,8/4/2022,1.31,7/1/2022,1.31,5/31/2022,1.34,3/29/2022,1.41,2/27/2022,1.56,1/21/2022,1.56,12/19/2021,1.18,11/20/2021,1.06,10/4/2021,1.05,8/29/2021,0.82,8/8/2021,0.8,6/28/2021,0.65,5/28/2021,0.16,4/24/2021,0.13,3/24/2021,0.13,2/27/2021,0.1,1/17/2021,0.15,12/18/2020,0.13,11/19/2020,0.13,10/27/2020
,,4/30/2027,,14.4,,12.83,,12.86,,12.23,,12.32,,12.77,,12.77,,11.22,,11.22,,10.92,,10.92,,10.68,,10.68,,10.92,,10.91,,,,9.85,,9.83,,9.57,,9.55,,9.39,,9.51,,9.82,,9.82,,,,8.9,,8.84,,8.67,,8.68,,8.68,,8.54,,8.34,,8.16,,8.16,,8.69,,7.7,,7.64,,7.47,,7.47,,7.37,,7.11,,7.11,,7.07,,7.05,,6.99,,7.64,,7.64,
,,1/30/2027,,4.44,,3.91,,3.91,,3.84,,3.79,,3.21,,3.21,,3.2,,3.2,,3.1,,3.1,,3.09,,3.09,,2.79,,2.79,,,,2.57,,2.57,,2.54,,2.53,,2.44,,2.33,,1.89,,1.89,,,,2.06,,2.06,,2.01,,2.01,,2.01,,2.01,,2.18,,2.18,,2.18,,1.71,,1.47,,1.5,,1.48,,1.48,,1.47,,1.4,,1.38,,1.4,,1.56,,1.58,,1.41,,1.41,
,,10/30/2026,,3.65,,3.05,,3.05,,2.98,,2.99,,2.96,,2.97,,2.35,,2.35,,2.78,,2.79,,2.7,,2.7,,2.69,,2.68,,,,1.98,,1.98,,2.05,,2.05,,2.01,,2.06,,2.12,,2.12,,,,1.23,,1.26,,1.86,,1.87,,1.87,,1.92,,1.83,,1.88,,1.88,,1.19,,0.99,,1.01,,1.15,,1.15,,1.13,,1.03,,1.05,,1.06,,1,,1.02,,0.43,,0.43,
,,7/30/2026,,3.2,7/4/2025,3.08,7/4/2025,3.04,5/24/2025,3.05,4/9/2025,3.01,2/27/2025,3.03,12/31/2024,3.03,11/28/2024,2.52,10/6/2024,2.52,8/25/2024,2.21,7/7/2024,2.21,5/28/2024,2.33,4/9/2024,2.33,2/25/2024,2.26,1/11/2024,2.26,12/3/2023,,11/16/2023,1.97,10/3/2023,1.98,8/27/2023,1.9,6/28/2023,1.91,5/25/2023,1.78,4/8/2023,1.84,2/25/2023,1.99,1/9/2023,1.99,12/4/2022,,11/7/2022,1.57,9/29/2022,1.55,8/27/2022,1.31,8/4/2022,1.31,7/1/2022,1.31,5/31/2022,1.34,3/29/2022,1.41,2/27/2022,1.56,1/21/2022,1.56,12/19/2021,1.18,11/20/2021,1.06,10/4/2021,1.05,8/29/2021,0.82,8/8/2021,0.8,6/28/2021,0.65,5/28/2021,0.16,4/24/2021,0.13,3/24/2021,0.13,2/27/2021,0.1,1/17/2021,0.15,12/18/2020,0.13,11/19/2020,0.13,10/27/2020
,,4/30/2026,,12.98,,12.83,,12.86,,12.23,,12.32,,12.77,,12.77,,11.22,,11.22,,10.92,,10.92,,10.68,,10.68,,10.92,,10.91,,,,9.85,,9.83,,9.57,,9.55,,9.39,,9.51,,9.82,,9.82,,,,8.9,,8.84,,8.67,,8.68,,8.68,,8.54,,8.34,,8.16,,8.16,,8.69,,7.7,,7.64,,7.47,,7.47,,7.37,,7.11,,7.11,,7.07,,7.05,,6.99,,7.64,,7.64,
,,1/30/2026,,3.86,,3.91,,3.91,,3.84,,3.79,,3.21,,3.21,,3.2,,3.2,,3.1,,3.1,,3.09,,3.09,,2.79,,2.79,,,,2.57,,2.57,,2.54,,2.53,,2.44,,2.33,,1.89,,1.89,,,,2.06,,2.06,,2.01,,2.01,,2.01,,2.01,,2.18,,2.18,,2.18,,1.71,,1.47,,1.5,,1.48,,1.48,,1.47,,1.4,,1.38,,1.4,,1.56,,1.58,,1.41,,1.41,
,,10/30/2025,,3.07,,3.05,,3.05,,2.98,,2.99,,2.96,,2.97,,2.35,,2.35,,2.78,,2.79,,2.7,,2.7,,2.69,,2.68,,,,1.98,,1.98,,2.05,,2.05,,2.01,,2.06,,2.12,,2.12,,,,1.23,,1.26,,1.86,,1.87,,1.87,,1.92,,1.83,,1.88,,1.88,,1.19,,0.99,,1.01,,1.15,,1.15,,1.13,,1.03,,1.05,,1.06,,1,,1.02,,0.43,,0.43,
,8/21/2025,7/30/2025,1.35,2.75,10/6/2024,2.66,10/6/2024,2.64,10/6/2024,2.59,10/6/2024,2.61,10/6/2024,2.69,10/6/2024,2.69,10/6/2024,2.52,10/6/2024,2.52,8/25/2024,2.21,7/7/2024,2.21,5/28/2024,2.33,4/9/2024,2.33,2/25/2024,2.26,1/11/2024,2.26,12/3/2023,,11/16/2023,1.97,10/3/2023,1.98,8/27/2023,1.9,6/28/2023,1.91,5/25/2023,1.78,4/8/2023,1.84,2/25/2023,1.99,1/9/2023,1.99,12/4/2022,,11/7/2022,1.57,9/29/2022,1.55,8/27/2022,1.31,8/4/2022,1.31,7/1/2022,1.31,5/31/2022,1.34,3/29/2022,1.41,2/27/2022,1.56,1/21/2022,1.56,12/19/2021,1.18,11/20/2021,1.06,10/4/2021,1.05,8/29/2021,0.82,8/8/2021,0.8,6/28/2021,0.65,5/28/2021,0.16,4/24/2021,0.13,3/24/2021,0.13,2/27/2021,0.1,1/17/2021,0.15,12/18/2020,0.13,11/19/2020,0.13,10/27/2020
,5/22/2025,4/30/2025,10.02,11.65,,10.91,,10.96,,11.48,,11.46,,11.22,,11.22,,10.92,,10.92,,10.68,,10.68,,10.92,,10.91,,,,9.85,,9.83,,9.57,,9.55,,9.39,,9.51,,9.82,,9.82,,,,8.9,,8.84,,8.67,,8.68,,8.68,,8.54,,8.34,,8.16,,8.16,,8.69,,7.7,,7.64,,7.47,,7.47,,7.37,,7.11,,7.11,,7.07,,7.05,,6.99,,7.64,,7.64,,,,,
