CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/25/2025,1/30/2025,1.67,3.32,,2.58,,2.61,,3.2,,3.2,,3.1,,3.1,,3.09,,3.09,,2.79,,2.79,,,,2.57,,2.57,,2.54,,2.53,,2.44,,2.33,,1.89,,1.89,,,,2.06,,2.06,,2.01,,2.01,,2.01,,2.01,,2.18,,2.18,,2.18,,1.71,,1.47,,1.5,,1.48,,1.48,,1.47,,1.4,,1.38,,1.4,,1.56,,1.58,,1.41,,1.41,,,,,,,,,
,11/21/2024,10/30/2024,0.7,2.5,,2.35,,2.35,,2.78,,2.79,,2.7,,2.7,,2.69,,2.68,,,,1.98,,1.98,,2.05,,2.05,,2.01,,2.06,,2.12,,2.12,,,,1.23,,1.26,,1.86,,1.87,,1.87,,1.92,,1.83,,1.88,,1.88,,1.19,,0.99,,1.01,,1.15,,1.15,,1.13,,1.03,,1.05,,1.06,,1,,1.02,,0.43,,0.43,,,,,,,,,,,,,
,8/22/2024,7/30/2024,-0.07,1.99,11/16/2023,1.84,11/16/2023,1.85,11/16/2023,1.93,11/16/2023,1.93,11/16/2023,1.91,11/16/2023,1.92,11/16/2023,1.99,11/16/2023,1.97,10/3/2023,1.98,8/27/2023,1.9,6/28/2023,1.91,5/25/2023,1.78,4/8/2023,1.84,2/25/2023,1.99,1/9/2023,1.99,12/4/2022,,11/7/2022,1.57,9/29/2022,1.55,8/27/2022,1.31,8/4/2022,1.31,7/1/2022,1.31,5/31/2022,1.34,3/29/2022,1.41,2/27/2022,1.56,1/21/2022,1.56,12/19/2021,1.18,11/20/2021,1.06,10/4/2021,1.05,8/29/2021,0.82,8/8/2021,0.8,6/28/2021,0.65,5/28/2021,0.16,4/24/2021,0.13,3/24/2021,0.13,2/27/2021,0.1,1/17/2021,0.15,12/18/2020,0.13,11/19/2020,0.13,10/27/2020,,,,,,,,,,,,,,,,
,5/23/2024,4/30/2024,8.42,9.88,,9.37,,9.37,,9.69,,9.7,,9.84,,9.85,,9.83,,9.57,,9.55,,9.39,,9.51,,9.82,,9.82,,,,8.9,,8.84,,8.67,,8.68,,8.68,,8.54,,8.34,,8.16,,8.16,,8.69,,7.7,,7.64,,7.47,,7.47,,7.37,,7.11,,7.11,,7.07,,7.05,,6.99,,7.64,,7.64,,,,,,,,,,,,,,,,,,,,,
,2/22/2024,1/30/2024,1.25,2.63,,2.3,,2.32,,2.56,,2.57,,2.57,,2.54,,2.53,,2.44,,2.33,,1.89,,1.89,,,,2.06,,2.06,,2.01,,2.01,,2.01,,2.01,,2.18,,2.18,,2.18,,1.71,,1.47,,1.5,,1.48,,1.48,,1.47,,1.4,,1.38,,1.4,,1.56,,1.58,,1.41,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,
,11/28/2023,10/30/2023,0.85,2.47,,1.98,,1.98,,1.98,,2.05,,2.05,,2.01,,2.06,,2.12,,2.12,,,,1.23,,1.26,,1.86,,1.87,,1.87,,1.92,,1.83,,1.88,,1.88,,1.19,,0.99,,1.01,,1.15,,1.15,,1.13,,1.03,,1.05,,1.06,,1,,1.02,,0.43,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/24/2023,7/30/2023,0.32,1.65,,1.45,,1.46,,1.51,,1.51,,1.67,,1.67,,1.58,,1.57,,1.55,8/27/2022,1.31,8/4/2022,1.31,7/1/2022,1.31,5/31/2022,1.34,3/29/2022,1.41,2/27/2022,1.56,1/21/2022,1.56,12/19/2021,1.18,11/20/2021,1.06,10/4/2021,1.05,8/29/2021,0.82,8/8/2021,0.8,6/28/2021,0.65,5/28/2021,0.16,4/24/2021,0.13,3/24/2021,0.13,2/27/2021,0.1,1/17/2021,0.15,12/18/2020,0.13,11/19/2020,0.13,10/27/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/23/2023,4/30/2023,7.38,8.92,,8.45,,8.54,,8.9,,8.91,,8.88,,8.9,,8.84,,8.67,,8.68,,8.68,,8.54,,8.34,,8.16,,8.16,,8.69,,7.7,,7.64,,7.47,,7.47,,7.37,,7.11,,7.11,,7.07,,7.05,,6.99,,7.64,,7.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/23/2023,1/30/2023,0.6,2.2,,1.44,,1.44,,2.06,,2.06,,2.06,,2.01,,2.01,,2.01,,2.01,,2.18,,2.18,,2.18,,1.71,,1.47,,1.5,,1.48,,1.48,,1.47,,1.4,,1.38,,1.4,,1.56,,1.58,,1.41,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/29/2022,10/30/2022,0.14,1.66,,1.22,,1.23,,1.26,,1.86,,1.87,,1.87,,1.92,,1.83,,1.88,,1.88,,1.19,,0.99,,1.01,,1.15,,1.15,,1.13,,1.03,,1.05,,1.06,,1,,1.02,,0.43,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/23/2022,7/30/2022,-0.2,1.1,,0.98,,0.99,,0.99,,1.05,,1.12,,1.25,,1.25,,1.08,,1.06,,1.05,,0.82,8/8/2021,0.8,6/28/2021,0.65,5/28/2021,0.16,4/24/2021,0.13,3/24/2021,0.13,2/27/2021,0.1,1/17/2021,0.15,12/18/2020,0.13,11/19/2020,0.13,10/27/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/24/2022,4/30/2022,6.28,7.65,,7.48,,7.17,,7.01,,7.01,,7.7,,7.7,,7.64,,7.47,,7.47,,7.37,,7.11,,7.11,,7.07,,7.05,,6.99,,7.64,,7.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/24/2022,1/29/2022,0.35,1.55,,1.89,,1.89,,1.47,,1.47,,1.5,,1.48,,1.48,,1.47,,1.4,,1.38,,1.4,,1.56,,1.58,,1.41,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/18/2021,10/30/2021,0.82,1.53,,0.99,,1.01,,1.15,,1.15,,1.13,,1.03,,1.05,,1.06,,1,,1.02,,0.43,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/24/2021,7/30/2021,1.37,1.97,,1.68,,1.59,,1.33,,-0.1,,-0.11,,-0.05,,-0.01,,0.03,,0.12,,0.12,10/27/2020,0.12,9/23/2020,0.09,8/27/2020,0.05,8/7/2020,0.05,7/3/2020,0.05,5/25/2020,-0.05,5/11/2020,0.05,3/25/2020,0.02,2/24/2020,0.02,2/22/2020,0.02,1/23/2020,0.02,,0.01,,-0.067798408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/25/2021,4/30/2021,5.3,6.07,,6.81,,6.82,,6.74,,6.11,,6.08,,6.77,,6.77,,6.75,,6.71,,6.5,,6.5,,6.5,,6.61,,6.78,,6.89,,6.89,,6.89,,6.89,,6.97193634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/23/2021,1/29/2021,0.07,0.68,,1.28,,1.28,,1.21,,1.21,,1.22,,1.22,,1.2,,1.2,,1.2,,1.26,,1.33,,1.19,,1.19,,1.21,,1.21,,1.3,,1.254270557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/19/2020,10/30/2020,0.75,0.94,,0.37,,0.38,,0.38,,0.34,,0.34,,0.34,,0.4,,0.45,,0.43,,0.43,,0.44,,0.44,,0.3,,0.384190981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/25/2020,7/31/2020,1.68,1.81,,1.05,,1.03,,1.03,,0.58,,0.13,,-0.04,,-0.04,,-0.03,,-0.03,,-0.06,,-0.05,-0.06,0.01,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/21/2020,4/30/2020,4.11,4.49,,5.16,,5.88,,6.18,,6.17,,6.17,,6.17,,6.21,,6.17,6.16,6.12,6.09,6.05,6.02,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/24/2020,1/31/2020,0.91,1.16,,1.02,,1.04,,1.04,,1.16,,1.15,1.11,1.09,1.08,0.99,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/21/2019,10/31/2019,0.215909091,0.41,,0.25,,0.34,,0.31,0.3,0.29,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/22/2019,7/31/2019,-0.169230769,-0.09,,-0.14,,-0.15,,-0.03,0.09,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/23/2019,4/30/2019,5.21969697,5.55,,5.4,,5.41,,5.38,5.36,5.5,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/21/2019,1/31/2019,0.715909091,1,,0.87,,0.77,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/19/2018,10/31/2018,0.128787879,0.29,,0.11,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/23/2018,7/31/2018,0.186311787,,,0.23,,0.28,,0.23,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/22/2018,4/30/2018,4.580152672,,,4.68,,4.6,,4.36,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/22/2018,1/31/2018,-0.08203125,,,0.34,,0.32,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/20/2017,10/31/2017,-0.06640625,,,0.05,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/22/2017,7/31/2017,0.091954023,,,0.17,,0.15,,0.14,0.12,0.11,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/23/2017,4/28/2017,3.707692308,,,3.87,,3.88,,3.81,3.87,3.72,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/23/2017,1/31/2017,0.05,,,0.25,,0.36,,0.34,0.36,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/17/2016,10/31/2016,-0.11627907,,,0.03,,0.15,,0.16,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/29/2016,-0.155642023,,,-0.02,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/29/2016,3.946153846,,,3.21,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/29/2016,0.090225564,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10/30/2015,-0.113970588,,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31/2015,0.050541516,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/2015,1.776595745,,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/30/2015,-0.231578947,,,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10/31/2014,-0.293706294,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31/2014,-0.102112676,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/2014,3.393103448,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/31/2014,-0.13028169,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10/31/2013,-0.038194444,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31/2013,-0.053691275,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/2013,2.703947368,,,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/31/2013,0.234323432,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10/31/2012,-0.064189189,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/30/2012,0.013605442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/2012,2.422442244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/30/2012,0.385620915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10/28/2011,-0.213333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/29/2011,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/29/2011,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/28/2011,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10/29/2010,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/30/2010,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/2010,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/29/2010,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10/30/2009,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31/2009,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/2009,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/30/2009,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10/31/2008,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31/2008,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/2008,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/31/2008,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10/31/2007,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
