CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjusted,,12/31/2023,,1.61,10/13/2022,1.61,9/11/2022,1.61,8/7/2022,1.61,7/15/2022,1.61,6/14/2022,1.61,5/11/2022,1.61,5/4/2022,,3/26/2022,1.5,2/23/2022,1.52,1/17/2022,1.52,12/10/2021,1.54,11/4/2021,1.52,10/16/2021,1.52,9/13/2021,1.51,8/7/2021,1.51,7/9/2021,1.51,6/4/2021,1.51,5/6/2021,1.51,3/24/2021,1.37,2/27/2021,1.41,1/31/2021,1.41,12/26/2020,1.41,11/25/2020,1.37,11/24/2020,1.36
,,9/30/2023,,1.61,,1.61,,1.61,,1.61,,1.61,,1.61,,1.61,,,,1.54,,1.55,,1.55,,1.55,,1.52,,1.52,,1.52,,1.52,,1.53,,1.53,,1.53,,1.39,,1.39,,1.4,,1.4,,1.35,,1.33
,,6/30/2023,,1.58,,1.58,,1.58,,1.55,,1.55,,1.56,,1.56,,,,1.5,,1.51,,1.51,,1.52,,1.5,,1.5,,1.5,,1.47,,1.48,,1.48,,1.48,,1.33,,1.34,,1.35,,1.35,,1.35,,1.31
,,3/30/2023,,1.45,,1.46,,1.46,,1.49,,1.5,,1.5,,1.5,,,,1.4,,1.41,,1.4,,1.42,,1.4,,1.4,,1.4,,1.4,,1.4,,1.41,,1.41,,1.26,,1.27,,1.27,,1.27,,1.25,,1.24
,,12/31/2022,,1.44,,1.45,,1.44,,1.46,,1.46,,1.46,,1.49,,1.49,,1.5,2/23/2022,1.52,1/17/2022,1.52,12/10/2021,1.54,11/4/2021,1.52,10/16/2021,1.52,9/13/2021,1.51,8/7/2021,1.51,7/9/2021,1.51,6/4/2021,1.51,5/6/2021,1.51,3/24/2021,1.37,2/27/2021,1.41,1/31/2021,1.41,12/26/2020,1.41,11/25/2020,1.37,11/24/2020,1.36
,,9/30/2022,,1.47,,1.47,,1.46,,1.46,,1.46,,1.47,,1.52,,1.52,,1.54,,1.55,,1.55,,1.55,,1.52,,1.52,,1.52,,1.52,,1.53,,1.53,,1.53,,1.39,,1.39,,1.4,,1.4,,1.35,,1.33
,8/2/2022,6/30/2022,1.24,1.53,,1.41,,1.41,,1.41,,1.47,,1.48,,1.5,,1.51,,1.51,,1.52,,1.5,,1.5,,1.5,,1.47,,1.48,,1.48,,1.48,,1.33,,1.34,,1.35,,1.35,,1.35,,1.31,,,,
,5/3/2022,3/31/2022,3.13,1.34,,1.39,,1.39,,1.4,,1.41,,1.4,,1.42,,1.4,,1.4,,1.4,,1.4,,1.4,,1.41,,1.41,,1.26,,1.27,,1.27,,1.27,,1.25,,1.24,,,,,,,,,,
,2/22/2022,12/31/2021,0.87,1.47,,1.41,,1.41,,1.39,,1.36,,1.36,,1.36,,1.36,,1.37,,1.36,,1.36,3/24/2021,1.37,2/27/2021,1.41,1/31/2021,1.41,12/26/2020,1.41,11/25/2020,1.37,11/24/2020,1.36,,,,,,,,,,,,,,,,
,11/2/2021,9/30/2021,1.24,1.44,,1.36,,1.37,,1.33,,1.19,,1.2,,1.25,,1.4,,1.39,,1.39,,1.4,,1.4,,1.35,,1.33,,,,,,,,,,,,,,,,,,,,,,
,8/3/2021,6/30/2021,0.94,1.17,,1.33,,1.33,,1.33,,1.34,,1.33,,1.34,,1.35,,1.35,,1.35,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4/2021,3/31/2021,1.03,1.23,,1.26,,1.26,,1.27,,1.27,,1.27,,1.25,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/23/2021,12/31/2020,1.07,1.27,,1.3,,1.3,,1.3,,1.25,,1.24,,1.26,,1.27,,1.26,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
