CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,,12/31/2025,,0.52,7/13/2024,0.53,5/17/2024,0.54,4/14/2024,0.51,3/9/2024,0.51,1/19/2024,0.49,1/3/2024,0.49,11/21/2023,0.49,10/15/2023,0.49,8/16/2023,0.49,7/13/2023,0.49,6/27/2023,0.48,5/22/2023,0.49,4/15/2023,,2/24/2023,0.44,1/19/2023,0.42,12/20/2022,0.42,11/15/2022,0.42,10/16/2022,0.44,9/25/2022,0.44,8/22/2022,0.44,7/16/2022,0.48,6/22/2022,0.48,5/19/2022,0.48,4/16/2022,0.48,4/1/2022,,2/28/2022,0.42,1/21/2022,0.41,12/21/2021,0.41,11/21/2021,0.4,10/16/2021,0.4,9/22/2021,0.4,8/15/2021,0.4,7/13/2021,0.4,6/14/2021,0.4,5/16/2021,0.4,4/15/2021,0.4,3/19/2021
,,9/30/2025,,0.56,,0.57,,0.58,,0.56,,0.56,,0.55,,0.55,,0.55,,0.54,,0.54,,0.54,,0.54,,0.54,,,,0.5,,0.49,,0.49,,0.48,,0.49,,0.49,,0.49,,0.52,,0.52,,0.52,,0.52,,,,0.46,,0.46,,0.45,,0.45,,0.45,,0.46,,0.46,,0.45,,0.45,,0.45,,0.45,
,,6/30/2025,,0.55,,0.57,,0.58,,0.56,,0.56,,0.55,,0.55,,0.55,,0.54,,0.53,,0.55,,0.55,,0.55,,,,0.52,,0.5,,0.5,,0.5,,0.51,,0.51,,0.51,,0.54,,0.54,,0.53,,0.53,,,,0.47,,0.46,,0.45,,0.45,,0.45,,0.45,,0.44,,0.44,,0.44,,0.44,,0.44,
,,3/30/2025,,0.53,,0.55,,0.55,,0.53,,0.53,,0.52,,0.52,,0.53,,0.52,,0.51,,0.52,,0.52,,0.52,,,,0.49,,0.47,,0.47,,0.46,,0.47,,0.47,,0.47,,0.5,,0.5,,0.49,,0.49,,,,0.43,,0.42,,0.41,,0.41,,0.41,,0.41,,0.4,,0.4,,0.4,,0.4,,0.4,
,,12/31/2024,,0.49,3/9/2024,0.51,3/9/2024,0.51,3/9/2024,0.51,3/9/2024,0.51,1/19/2024,0.49,1/3/2024,0.49,11/21/2023,0.49,10/15/2023,0.49,8/16/2023,0.49,7/13/2023,0.49,6/27/2023,0.48,5/22/2023,0.49,4/15/2023,,2/24/2023,0.44,1/19/2023,0.42,12/20/2022,0.42,11/15/2022,0.42,10/16/2022,0.44,9/25/2022,0.44,8/22/2022,0.44,7/16/2022,0.48,6/22/2022,0.48,5/19/2022,0.48,4/16/2022,0.48,4/1/2022,,2/28/2022,0.42,1/21/2022,0.41,12/21/2021,0.41,11/21/2021,0.4,10/16/2021,0.4,9/22/2021,0.4,8/15/2021,0.4,7/13/2021,0.4,6/14/2021,0.4,5/16/2021,0.4,4/15/2021,0.4,3/19/2021
,,9/30/2024,,0.52,,0.55,,0.55,,0.56,,0.56,,0.55,,0.55,,0.55,,0.54,,0.54,,0.54,,0.54,,0.54,,,,0.5,,0.49,,0.49,,0.48,,0.49,,0.49,,0.49,,0.52,,0.52,,0.52,,0.52,,,,0.46,,0.46,,0.45,,0.45,,0.45,,0.46,,0.46,,0.45,,0.45,,0.45,,0.45,
,7/12/2024,6/30/2024,0.51,0.51,,0.53,,0.54,,0.56,,0.56,,0.55,,0.55,,0.55,,0.54,,0.53,,0.55,,0.55,,0.55,,,,0.52,,0.5,,0.5,,0.5,,0.51,,0.51,,0.51,,0.54,,0.54,,0.53,,0.53,,,,0.47,,0.46,,0.45,,0.45,,0.45,,0.45,,0.44,,0.44,,0.44,,0.44,,0.44,
,4/11/2024,3/30/2024,0.52,0.52,,0.53,,0.53,,0.52,,0.52,,0.53,,0.52,,0.51,,0.52,,0.52,,0.52,,,,0.49,,0.47,,0.47,,0.46,,0.47,,0.47,,0.47,,0.5,,0.5,,0.49,,0.49,,,,0.43,,0.42,,0.41,,0.41,,0.41,,0.41,,0.4,,0.4,,0.4,,0.4,,0.4,,,,,
,1/18/2024,12/31/2023,0.46,0.46,,0.46,,0.45,,0.45,,0.45,,0.45,,0.45,,0.45,,0.45,,0.45,,0.44,,0.42,12/20/2022,0.42,11/15/2022,0.42,10/16/2022,0.44,9/25/2022,0.44,8/22/2022,0.44,7/16/2022,0.48,6/22/2022,0.48,5/19/2022,0.48,4/16/2022,0.48,4/1/2022,,2/28/2022,0.42,1/21/2022,0.41,12/21/2021,0.41,11/21/2021,0.4,10/16/2021,0.4,9/22/2021,0.4,8/15/2021,0.4,7/13/2021,0.4,6/14/2021,0.4,5/16/2021,0.4,4/15/2021,0.4,3/19/2021,,,,,,,,
,10/12/2023,9/30/2023,0.52,0.52,,0.51,,0.51,,0.51,,0.51,,0.51,,0.5,,0.5,,0.49,,0.49,,0.48,,0.49,,0.49,,0.49,,0.52,,0.52,,0.52,,0.52,,,,0.46,,0.46,,0.45,,0.45,,0.45,,0.46,,0.46,,0.45,,0.45,,0.45,,0.45,,,,,,,,,,,,,,,
