CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/4/2022,6/30/2022,4.44,4.44,,3.35,,3.39,,3.5,,3.75,,3.67,,3.56,,3.43,,3.46,,3.42,,3.42,,3.45,,3.5,,3.5,,3.52,,3.52,,3.52,,2.76,,2.38,,2.52,,2.5,,2.71,,2.72,,2.74,,3.25,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/5/2022,3/31/2022,3.5,3.5,,3.19,,3.14,,3.19,,3.28,,3.29,,3.51,,3.51,,3.48,,3.46,,3.52,,3.54,,3.54,,3.54,,2.63,,2.44,,2.57,,2.54,,2.83,,2.86,,2.86,,3.27,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/10/2022,12/31/2021,2.99,2.99,,2.98,,3,,3.68,,3.77,,3.74,,3.88,,3.95,,3.95,,3.88,,3.81,4/12/2021,3.81,3/13/2021,3.23,2/11/2021,3.3,1/9/2021,3.29,12/9/2020,3.31,11/8/2020,3.32,10/12/2020,0.32,9/13/2020,3.84,8/6/2020,3.84,8/5/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/4/2021,9/30/2021,3.65,3.65,,2.99,,2.94,,3.02,,2.97,,2.97,,2.99,,3.1,,3.1,,2.73,,2.82,,2.83,,2.99,,3.03,,3.03,,3.44,,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/5/2021,6/30/2021,3.2,3.2,,2.49,,2.57,,2.63,,2.76,,2.76,,2.38,,2.52,,2.5,,2.71,,2.72,,2.74,,3.25,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/6/2021,3/31/2021,3.68,2.68,,2.63,,2.63,,2.44,,2.57,,2.54,,2.83,,2.86,,2.86,,3.27,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/11/2021,12/31/2020,6.15,6.15,,4.57,,4.58,,4.75,,4.79,,4.83,,5.64,,5.64,,6.33,,5.25,,4.76,,4.81,,4.76,,4.7,,4.6718348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/5/2020,9/30/2020,5.45,5.45,,4.17,,4.13,,4.77,,4.77,,5.05,,4.84,,4.24,,4.34,,4.31,,4.33,,4.27,,4.341387949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/6/2020,6/30/2020,1.302211302,1.3,,4.17,,4.82,,4.7,,4.14,,4.27,,4.25,,4.26,,4.23,,4.136283006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/7/2020,3/31/2020,4.226044226,4.23,,4.52,,4.53,,4.51,,3.86,,3.93,,3.87,,3.84,,3.85,,3.691888964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/13/2020,12/31/2019,3.599033816,4.36,,4.2,,4.23,,4.39,,4.31,,4.08,,4.1,,4.28,,4.43,,4.51,,4.52,,4.39,,4.63,,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/7/2019,9/30/2019,3.737864078,3.74,,3.63,,3.68,,3.88,,3.89,,3.88,,3.82,,3.81,,3.99,,4.26,,4.22,,4.1,,4.41,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/1/2019,6/28/2019,3.069544365,3.07,,3.58,,3.57,,3.66,,3.64,,3.63,,3.85,,4.1,,4.37,,4.36,,4.15,,4.42,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/2/2019,3/29/2019,2.850241546,2.85,,3.23,,3.24,,3.66,,3.85,,4.09,,4.12,,4.03,,4.24,,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/14/2019,12/31/2018,4.941724942,4.94,,4.52,,4.32,,4.25,,4.26,,4.27,,4.21,,4.39,,4.61,,3.71,,3.15,,3.01,,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/8/2018,9/28/2018,5.288683603,5.29,,4.13,,4.14,,4.08,,4.09,,4.22,,4.38,,3.52,,2.93,,2.91,,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/2/2018,6/29/2018,5.39503386,5.4,,4.09,,4.08,,4.1,,4.23,,4.35,,3.52,,3.01,,2.91,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/3/2018,3/29/2018,3.482142857,3.48,,4.07,,3.33,,2.93,,2.92,,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/15/2018,12/29/2017,1.40969163,,,2.94,,3.01,,3.14,,3.13,,3.06,,3.07,,2.7,,2.67,,2.69,,2.79,,2.77,,2.75,,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/8/2017,9/29/2017,3.274725275,,,2.79,,2.78,,2.8,,2.82,,2.81,,2.57,,2.53,,2.54,,2.59,,2.58,,2.47,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3/2017,6/30/2017,3.209606987,,,2.67,,2.72,,2.73,,2.64,,2.6,,2.61,,2.56,,2.57,,2.53,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4/2017,3/31/2017,2.564655172,,,2.73,,2.74,,2.58,,2.52,,2.53,,2.5,,2.51,,2.48,,2.29,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2016,3.667377399,,,2.45,,2.43,,2.44,,2.47,,2.52,,2.53,,2.54,,2.61,,2.63,,2.61,,2.54,,2.59,,2.51,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2016,2.266949153,,,2.4,,2.39,,2.38,,2.39,,2.44,,2.41,,2.36,,2.39,,2.26,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2016,2.8,,,2.32,,2.31,,2.32,,2.36,,2.37,,2.34,,2.36,,2.28,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2016,2.869198312,,,2.13,,2.11,,2.13,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2015,1.057082452,,,2.35,,2.28,,2.39,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2015,2.29338843,,,2.13,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2015,3.196721311,,,2.12,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2015,1.786447639,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2014,1.054766734,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2014,1.971252567,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2014,2.049180328,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2014,1.83299389,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2013,1.816367265,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2013,1.382765531,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2013,1.135458167,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2013,0.883534137,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2012,0.98,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2012,0.26,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2012,1,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2012,0.67,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2011,1.35,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2011,-5.11,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2011,0.79,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
