CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjusted EPS,,12/31/2026,,0.95,2/3/2025,0.88,12/16/2024,0.88,11/4/2024,0.94,9/18/2024,0.91,8/4/2024,0.91,6/19/2024,0.91,5/4/2024,0.79,3/30/2024,0.75,2/4/2024,0.74,12/30/2023,0.78,11/4/2023,0.79,10/17/2023,0.79,9/13/2023,0.76,7/29/2023,0.75,6/9/2023,0.75,4/29/2023,,3/15/2023,0.71,2/4/2023,0.72,1/8/2023,0.72,12/2/2022,0.79,10/30/2022,0.8,10/11/2022,0.81,9/9/2022,0.81,8/3/2022,0.8,7/6/2022,0.8,6/4/2022,0.79,5/2/2022,0.79,4/11/2022,,3/10/2022,0.7,1/30/2022,0.71,1/9/2022,0.71,12/7/2021,0.71,11/1/2021,0.75,10/5/2021,0.74,8/31/2021,0.74,7/31/2021,0.73,7/17/2021,0.73,6/17/2021,0.72,5/22/2021,0.72,5/1/2021,0.72,4/11/2021
,,9/30/2026,,0.94,,0.88,,0.88,,0.8,,0.93,,0.93,,0.93,,0.87,,0.83,,0.82,,0.81,,0.8,,0.8,,0.85,,0.86,,0.86,,,,0.8,,0.8,,0.8,,0.73,,0.73,,0.74,,0.75,,0.94,,0.94,,0.94,,0.94,,,,0.83,,0.83,,0.82,,0.82,,0.77,,0.79,,0.88,,0.87,,0.88,,0.87,,0.87,,0.87,
,,6/30/2026,,1.08,,1,,1,,1,,0.94,,0.94,,0.94,,0.92,,0.93,,0.93,,0.93,,0.92,,0.93,,0.86,,0.84,,0.84,,,,0.77,,0.78,,0.78,,0.79,,0.8,,0.81,,0.81,,0.8,,0.8,,0.85,,0.85,,,,0.82,,0.81,,0.81,,0.82,,0.83,,0.82,,0.75,,0.75,,0.75,,0.76,,0.79,,0.79,
,,3/30/2026,,1.05,,0.98,,0.98,,0.98,,0.98,,0.98,,0.98,,0.86,,0.92,,0.93,,0.93,,0.93,,0.93,,0.93,,0.91,,0.9,,,,0.8,,0.81,,0.81,,0.83,,0.84,,0.85,,0.87,,0.88,,0.88,,0.87,,0.87,,,,0.86,,0.87,,0.87,,0.87,,0.9,,0.9,,0.9,,0.9,,0.9,,0.91,,0.88,,0.88,
,,12/31/2025,,0.89,12/16/2024,0.88,12/16/2024,0.88,11/4/2024,0.94,9/18/2024,0.91,8/4/2024,0.91,6/19/2024,0.91,5/4/2024,0.79,3/30/2024,0.75,2/4/2024,0.74,12/30/2023,0.78,11/4/2023,0.79,10/17/2023,0.79,9/13/2023,0.76,7/29/2023,0.75,6/9/2023,0.75,4/29/2023,,3/15/2023,0.71,2/4/2023,0.72,1/8/2023,0.72,12/2/2022,0.79,10/30/2022,0.8,10/11/2022,0.81,9/9/2022,0.81,8/3/2022,0.8,7/6/2022,0.8,6/4/2022,0.79,5/2/2022,0.79,4/11/2022,,3/10/2022,0.7,1/30/2022,0.71,1/9/2022,0.71,12/7/2021,0.71,11/1/2021,0.75,10/5/2021,0.74,8/31/2021,0.74,7/31/2021,0.73,7/17/2021,0.73,6/17/2021,0.72,5/22/2021,0.72,5/1/2021,0.72,4/11/2021
,,9/30/2025,,0.89,,0.88,,0.88,,0.8,,0.93,,0.93,,0.93,,0.87,,0.83,,0.82,,0.81,,0.8,,0.8,,0.85,,0.86,,0.86,,,,0.8,,0.8,,0.8,,0.73,,0.73,,0.74,,0.75,,0.94,,0.94,,0.94,,0.94,,,,0.83,,0.83,,0.82,,0.82,,0.77,,0.79,,0.88,,0.87,,0.88,,0.87,,0.87,,0.87,
,,6/30/2025,,0.99,,1,,1,,1,,0.94,,0.94,,0.94,,0.92,,0.93,,0.93,,0.93,,0.92,,0.93,,0.86,,0.84,,0.84,,,,0.77,,0.78,,0.78,,0.79,,0.8,,0.81,,0.81,,0.8,,0.8,,0.85,,0.85,,,,0.82,,0.81,,0.81,,0.82,,0.83,,0.82,,0.75,,0.75,,0.75,,0.76,,0.79,,0.79,
,,3/30/2025,,0.95,,0.98,,0.98,,0.98,,0.98,,0.98,,0.98,,0.86,,0.92,,0.93,,0.93,,0.93,,0.93,,0.93,,0.91,,0.9,,,,0.8,,0.81,,0.81,,0.83,,0.84,,0.85,,0.87,,0.88,,0.88,,0.87,,0.87,,,,0.86,,0.87,,0.87,,0.87,,0.9,,0.9,,0.9,,0.9,,0.9,,0.91,,0.88,,0.88,
,1/31/2025,12/31/2024,0.76,0.77,3/30/2024,0.77,3/30/2024,0.86,3/30/2024,0.83,3/30/2024,0.82,3/30/2024,0.82,3/30/2024,0.79,3/30/2024,0.75,2/4/2024,0.74,12/30/2023,0.78,11/4/2023,0.79,10/17/2023,0.79,9/13/2023,0.76,7/29/2023,0.75,6/9/2023,0.75,4/29/2023,,3/15/2023,0.71,2/4/2023,0.72,1/8/2023,0.72,12/2/2022,0.79,10/30/2022,0.8,10/11/2022,0.81,9/9/2022,0.81,8/3/2022,0.8,7/6/2022,0.8,6/4/2022,0.79,5/2/2022,0.79,4/11/2022,,3/10/2022,0.7,1/30/2022,0.71,1/9/2022,0.71,12/7/2021,0.71,11/1/2021,0.75,10/5/2021,0.74,8/31/2021,0.74,7/31/2021,0.73,7/17/2021,0.73,6/17/2021,0.72,5/22/2021,0.72,5/1/2021,0.72,4/11/2021,,
,11/1/2024,9/30/2024,-0.31,0.79,,0.7,,0.83,,0.85,,0.85,,0.87,,0.83,,0.82,,0.81,,0.8,,0.8,,0.85,,0.86,,0.86,,,,0.8,,0.8,,0.8,,0.73,,0.73,,0.74,,0.75,,0.94,,0.94,,0.94,,0.94,,,,0.83,,0.83,,0.82,,0.82,,0.77,,0.79,,0.88,,0.87,,0.88,,0.87,,0.87,,0.87,,,,,
,8/2/2024,6/30/2024,0.99,0.93,,0.84,,0.84,,0.92,,0.93,,0.93,,0.93,,0.92,,0.93,,0.86,,0.84,,0.84,,,,0.77,,0.78,,0.78,,0.79,,0.8,,0.81,,0.81,,0.8,,0.8,,0.85,,0.85,,,,0.82,,0.81,,0.81,,0.82,,0.83,,0.82,,0.75,,0.75,,0.75,,0.76,,0.79,,0.79,,,,,,,,,
,5/2/2024,3/30/2024,0.93,0.96,,0.86,,0.92,,0.93,,0.93,,0.93,,0.93,,0.93,,0.91,,0.9,,,,0.8,,0.81,,0.81,,0.83,,0.84,,0.85,,0.87,,0.88,,0.88,,0.87,,0.87,,,,0.86,,0.87,,0.87,,0.87,,0.9,,0.9,,0.9,,0.9,,0.9,,0.91,,0.88,,0.88,,,,,,,,,,,,,
,2/2/2024,12/31/2023,0.62,0.65,3/15/2023,0.65,3/15/2023,0.69,3/15/2023,0.72,3/15/2023,0.72,3/15/2023,0.7,3/15/2023,0.69,3/15/2023,0.7,3/15/2023,0.71,3/15/2023,0.71,2/4/2023,0.72,1/8/2023,0.72,12/2/2022,0.79,10/30/2022,0.8,10/11/2022,0.81,9/9/2022,0.81,8/3/2022,0.8,7/6/2022,0.8,6/4/2022,0.79,5/2/2022,0.79,4/11/2022,,3/10/2022,0.7,1/30/2022,0.71,1/9/2022,0.71,12/7/2021,0.71,11/1/2021,0.75,10/5/2021,0.74,8/31/2021,0.74,7/31/2021,0.73,7/17/2021,0.73,6/17/2021,0.72,5/22/2021,0.72,5/1/2021,0.72,4/11/2021,,,,,,,,,,,,,,,,
,11/3/2023,9/30/2023,0.71,0.74,,0.69,,0.69,,0.77,,0.77,,0.78,,0.82,,0.8,,0.8,,0.8,,0.73,,0.73,,0.74,,0.75,,0.94,,0.94,,0.94,,0.94,,,,0.83,,0.83,,0.82,,0.82,,0.77,,0.79,,0.88,,0.87,,0.88,,0.87,,0.87,,0.87,,,,,,,,,,,,,,,,,,,,,
,7/28/2023,6/30/2023,0.89,0.89,,0.78,,0.78,,0.75,,0.77,,0.78,,0.78,,0.79,,0.8,,0.81,,0.81,,0.8,,0.8,,0.85,,0.85,,,,0.82,,0.81,,0.81,,0.82,,0.83,,0.82,,0.75,,0.75,,0.75,,0.76,,0.79,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/27/2023,3/30/2023,0.82,0.82,,0.76,,0.8,,0.81,,0.81,,0.83,,0.84,,0.85,,0.87,,0.88,,0.88,,0.87,,0.87,,,,0.86,,0.87,,0.87,,0.87,,0.9,,0.9,,0.9,,0.9,,0.9,,0.91,,0.88,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/3/2023,12/31/2022,-0.67,-0.67,,0.6,,0.6,,0.69,,0.73,,0.74,,0.76,,0.74,,0.73,,0.73,,0.74,,0.75,,0.7,1/30/2022,0.71,1/9/2022,0.71,12/7/2021,0.71,11/1/2021,0.75,10/5/2021,0.74,8/31/2021,0.74,7/31/2021,0.73,7/17/2021,0.73,6/17/2021,0.72,5/22/2021,0.72,5/1/2021,0.72,4/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/28/2022,9/30/2022,0.76,0.76,,0.65,,0.66,,0.68,,0.87,,0.87,,0.87,,0.89,,0.88,,0.83,,0.83,,0.82,,0.82,,0.77,,0.79,,0.88,,0.87,,0.88,,0.87,,0.87,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/29/2022,6/30/2022,0.76,0.76,,0.72,,0.72,,0.73,,0.8,,0.8,,0.82,,0.81,,0.81,,0.82,,0.83,,0.82,,0.75,,0.75,,0.75,,0.76,,0.79,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/28/2022,3/31/2022,0.83,0.83,,0.77,,0.78,,0.86,,0.87,,0.87,,0.87,,0.9,,0.9,,0.9,,0.9,,0.9,,0.91,,0.88,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/28/2022,12/31/2021,0.64,0.64,,0.61,,0.6,,0.63,,0.7,,0.7,,0.68,,0.68,,0.68,,0.68,,0.66,,0.66,4/11/2021,0.66,3/13/2021,0.64,1/29/2021,0.64,12/30/2020,0.65,11/29/2020,0.65,10/29/2020,0.65,9/27/2020,0.65,9/1/2020,0.64,7/31/2020,0.64,7/13/2020,0.64,4/14/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
