CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,
Non-GAAP,,12/31/2026,,2.45,10/24/2025,2.59,9/29/2025,2.59,8/27/2025,2.6,7/24/2025,2.59,7/4/2025
,,9/30/2026,,1.99,,1.94,,1.94,,1.93,,2.01,
,,6/30/2026,,1.96,,1.99,,1.99,,1.98,,1.9,
,,3/30/2026,,2,,2.03,,2.03,,2.02,,2.03,
,,12/31/2025,,2.14,1/2/2025,2.39,1/2/2025,2.42,1/2/2025,2.39,1/2/2025,2.38,1/2/2025
,10/21/2025,9/30/2025,1.27,1.89,,1.71,,1.73,,1.72,,1.8,
,7/22/2025,6/30/2025,0.77,1.8,,1.64,,1.65,,1.69,,,
,4/22/2025,3/30/2025,1.32,1.88,,1.64,,1.66,,2.02,,,
,1/29/2025,12/31/2024,1.49,2.14,3/17/2024,2.14,3/17/2024,2.19,3/17/2024,2.37,3/17/2024,,
,10/22/2024,9/30/2024,1.12,1.71,,1.57,,1.56,,1.7,,,
,7/23/2024,6/30/2024,1.22,1.72,,1.58,,1.58,,1.6,,,
,4/23/2024,3/30/2024,1.45,1.92,,1.71,,1.71,,1.81,,,
,1/30/2024,12/31/2023,1.5,2.09,4/15/2023,1.87,4/15/2023,1.87,4/15/2023,1.87,4/15/2023,,
,10/24/2023,9/30/2023,1.51,2.02,,1.87,,1.88,,1.94,,,
,7/25/2023,6/30/2023,1.49,2.05,,2.01,,2.02,,2.08,,,
,4/25/2023,3/30/2023,1.94,2.36,,2.25,,2.25,,2.28,,,
,1/24/2023,12/30/2022,2.99,2.87,,2.45,,2.45,,2.49,,,
,10/20/2022,9/30/2022,2.1,2.56,,2.26,,2.26,,2.29,,,
,7/21/2022,6/30/2022,2.25,2.76,,2.36,,2.36,,2.41,,,
,4/21/2022,3/30/2022,2.31,2.76,,2.66,,2.66,,2.41,,,
,1/27/2022,12/30/2021,2.39,2.69,,2.4,,2.05,,2.03,,,
,10/21/2021,9/30/2021,1.54,2.39,,2.15,,1.86,,1.84,,,
,7/22/2021,6/30/2021,2.4,2.46,,2.05,,1.74,,1.72,,,
,4/22/2021,3/30/2021,2.259556523,2.52,,1.75,,1.62,,1.61,,,
,1/28/2021,12/30/2020,1.655486542,2.08,,1.87,,1.83,,1.82,,,
,10/22/2020,9/30/2020,1.163053983,1.72,,1.36,,1.26,,2.01,,,
,7/23/2020,6/30/2020,1.242968532,1.44,,1.09,,1.08,,0.12,,,
,5/6/2020,3/30/2020,0.812967933,1.05,,1.01,,0.89,,1.07,,,
,1/30/2020,12/30/2019,1.728624535,1.28,,1.25,,1.33,,1.38,,,
,12/18/2019,9/30/2019,0.889071713,1.06,,1.15,,1.16,,1.17,,,
,,6/30/2019,0.973485369,1.09,,1.16,,1.2,,,,,
,,3/30/2019,0.455532359,0.99,,1.01,,1.04,,1.08,,,
,,12/30/2018,1.051534779,1.14,,1.27,,1.3,,1.24,,,
,,9/30/2018,0.933999437,0.98,,1.08,,1.07,,1.08,,,
,,6/30/2018,0.949682875,1.01,,1.09,,1.07,,1.06,,,
,,3/30/2018,0.798590557,0.92,,0.94,,0.95,,,,,
,,12/30/2017,1.210570944,,,1.16,,1.15,,1.13,,,
,,9/30/2017,0.81079932,,,0.95,,0.96,,0.97,,,
,,6/30/2017,0.7900482,,,0.97,,0.98,,0.97,,,
,,3/30/2017,0.717160266,,,0.84,,0.86,,1.18,,,
,,12/30/2016,1.064254167,,,1.03,,1.02,,1.03,,,
,,9/30/2016,0.558391559,,,0.83,,1.22,,1.21,,,
,,6/30/2016,0.939619402,,,1.23,,1.24,,1.29,,,
,,3/30/2016,1.087935734,,,1.03,,1.03,,1.05,,,
,,12/30/2015,0.987806627,,,1.27,,1.24,,1.27,,,
,,9/30/2015,2.008444254,,,1.04,,1.08,,1.1,,,
,,6/30/2015,0.966648138,,,1.04,,1.05,,1.09,,,
,,3/30/2015,0.79282037,,,0.93,,0.9,,0.92,,,
,,12/30/2014,0.922101449,,,1.03,,1.02,,1.06,,,
,,9/30/2014,0.950293214,,,0.89,,0.93,,0.94,,,
,,6/30/2014,0.945220794,,,0.94,,0.96,,0.8,,,
,,3/30/2014,0.810996083,,,0.8,,0.82,,0.84,,,
,,12/30/2013,1.105771925,,,0.95,,0.96,,0.97,,,
,,9/30/2013,0.838600927,,,0.83,,0.84,,0.85,,,
,,6/30/2013,0.868977177,,,0.85,,0.86,,0.87,,,
,,3/30/2013,0.976708075,,,0.76,,0.78,,0.87,,,
,,12/30/2012,0.888393461,,,0.86,,0.88,,0.79,,,
,,9/30/2012,0.768593467,,,0.79,,,,,,,
,,6/30/2012,0.839474899,,,0.8,,,,,,,
,,3/30/2012,0.858392517,,,0.7,,,,,,,
,,12/30/2011,0.80336654,,,nan,,,,,,,
,,9/30/2011,0.753568606,,,nan,,,,,,,
,,6/30/2011,0.934012286,,,nan,,,,,,,
,,3/30/2011,0.623769482,,,nan,,,,,,,
,,12/30/2010,0.68953896,,,nan,,,,,,,
,,9/30/2010,0.945867249,,,nan,,,,,,,
,,6/30/2010,0.545881953,,,nan,,,,,,,
,,3/30/2010,0.441439918,,,nan,,,,,,,
,,12/30/2009,0.397529949,,,nan,,,,,,,
,,9/30/2009,0.05228419,,,nan,,,,,,,
,,6/30/2009,0.441941173,,,nan,,,,,,,
,,3/30/2009,0.35641011,,,nan,,,,,,,
,,12/30/2008,0.46,,,nan,,,,,,,
,,9/30/2008,0.555,,,nan,,,,,,,
,,6/30/2008,0.545,,,nan,,,,,,,
,,3/30/2008,0.415,,,nan,,,,,,,
,,12/30/2007,0.485,,,nan,,,,,,,
,,9/30/2007,0.515,,,nan,,,,,,,
,,6/30/2007,0.475,,,nan,,,,,,,
,,3/30/2007,0.385,,,nan,,,,,,,
,,12/30/2006,0.5,,,nan,,,,,,,
,,9/30/2006,0.415,,,nan,,,,,,,
