CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,12/31/2026,,0.56,9/3/2025,0.55,7/31/2025,0.56,7/17/2025,0.56,6/9/2025,0.56,5/1/2025,0.57,4/8/2025,0.53,2/27/2025,0.5,1/19/2025,0.5,12/11/2024,0.5,10/31/2024,0.5,9/22/2024,0.49,8/4/2024,0.49,7/7/2024,0.49,5/28/2024,0.44,4/20/2024,0.44,4/19/2024,0.43,,0.42,,0.43,,0.41,,0.406,,0.404,,0.385
,,9/30/2026,,0.55,,0.55,,0.55,,0.55,,0.55,,0.55,,0.55,,0.49,,0.49,,0.48,,0.47,,0.48,,0.47,,0.47,,0.42,,0.42,,0.4,,0.388,,0.385,,,,,,,,
,,6/30/2026,,0.53,,0.52,,0.52,,0.52,,0.51,,0.51,,0.49,,0.45,,0.45,,0.45,,0.45,,0.45,,0.44,,0.44,,0.39,,0.39,,0.38,,0.378,,0.385,,,,,,,,
,,3/30/2026,,0.52,,0.52,,0.52,,0.52,,0.51,,0.5,,0.48,,0.44,,0.44,,0.44,,0.43,,0.44,,0.44,,0.44,,0.36,,0.36,,0.37,,0.38,,0.382,,0.39,,0.385,,,,
,,12/31/2025,,0.47,1/19/2025,0.47,1/19/2025,0.48,1/19/2025,0.48,1/19/2025,0.48,1/19/2025,0.5,1/19/2025,0.5,1/19/2025,0.5,1/19/2025,0.5,12/11/2024,0.5,10/31/2024,0.5,9/22/2024,0.49,8/4/2024,0.49,7/7/2024,0.49,5/28/2024,0.44,4/20/2024,0.44,4/19/2024,0.43,,0.42,,0.43,,0.41,,0.406,,0.404,,0.385
,,9/30/2025,,0.47,,0.47,,0.47,,0.47,,0.48,,0.48,,0.49,,0.49,,0.49,,0.48,,0.47,,0.48,,0.47,,0.47,,0.42,,0.42,,0.4,,0.388,,0.385,,,,,,,,
,7/29/2025,6/28/2025,0.4,0.49,,0.45,,0.45,,0.45,,0.45,,0.45,,0.45,,0.45,,0.45,,0.45,,0.45,,0.44,,0.44,,0.39,,0.39,,0.38,,0.378,,0.385,,,,,,,,,,
,4/29/2025,3/28/2025,0.4,0.48,,0.44,,0.44,,0.44,,0.44,,0.44,,0.43,,0.44,,0.44,,0.44,,0.36,,0.36,,0.37,,0.38,,0.382,,0.39,,0.385,,,,,,,,,,,,
,2/25/2025,12/31/2024,0.31,0.44,4/20/2024,0.42,4/20/2024,0.42,4/20/2024,0.42,4/20/2024,0.43,4/20/2024,0.43,4/20/2024,0.43,4/20/2024,0.43,4/20/2024,0.44,4/20/2024,0.44,4/19/2024,0.43,,0.42,,0.43,,0.41,,0.406,,0.404,,0.385,,,,,,,,,,,,
,10/29/2024,9/30/2024,0.33,0.44,,0.41,,0.41,,0.41,,0.41,,0.42,,0.42,,0.4,,0.388,,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/1/2024,6/28/2024,0.28,0.4,,0.39,,0.39,,0.39,,0.39,,0.38,,0.378,,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/2/2024,3/28/2024,0.29,0.38,,0.36,,0.36,,0.37,,0.38,,0.382,,0.39,,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/29/2024,12/29/2023,0.241387813,0.35,,0.34,,0.35,,0.352,,0.358,,0.356,,0.354,,0.338,,0.324,,0.3055,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/26/2023,9/29/2023,0.261652009,0.37,,0.34,,0.342,,0.346,,0.34,,0.326,,0.322,,0.324,,0.3055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/27/2023,6/30/2023,0.291304595,0.36,,0.336,,0.33,,0.316,,0.318,,0.32,,0.314,,0.294,,0.296,,0.3055,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/27/2023,3/31/2023,0.3025568,0.35,,0.322,,0.304,,0.308,,0.306,,0.308,,0.304,,0.3,,0.302,,0.3055,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/23/2023,12/30/2022,0.188257912,0.31,,0.296,,0.286,,0.29,,0.292,,0.256,,0.252,,0.242,,0.23,,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/27/2022,9/30/2022,0.23148375,0.31,,0.284,,0.282,,0.286,,0.254,,0.25,,0.24,,0.224,,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28/2022,6/30/2022,0.211915039,0.3,,0.264,,0.238,,0.232,,0.234,,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/28/2022,3/31/2022,0.213471845,0.28,,0.26,,0.236,,0.23,,0.224,,0.216,,0.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/24/2022,12/31/2021,0.166620599,0.24,,0.23,,0.234,,0.21,,0.198,,0.196,,0.184,,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/2/2021,9/30/2021,0.154533217,0.26,,0.212,,0.2,,0.192,,0.178,,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/29/2021,6/30/2021,0.162961262,1.14,,0.202,,0.176,,0.162,,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/29/2021,3/31/2021,0.185906547,1.18,,0.2,,0.18,,0.164,,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/25/2021,12/31/2020,0.187372583,1.14,,0.214,,0.19,,0.138,,0.184,,0.176,,0.174,,0.174491582,,0.177105566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/29/2020,9/30/2020,0.15288373,1.04,,0.202,,0.176,,0.11,,0.182,,0.178,,0.172,,0.166,,0.168,,0.170074074,,0.172621881,,,,,,,,,,,,,,,,,,,,,,,,
,8/6/2020,6/30/2020,0.048558158,0.53,,0.062,,0.168,,0.164,,0.162,,0.156,,0.158,,0.161239057,,0.163654511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/7/2020,3/31/2020,0.129030017,0.81,,0.15,,0.162,,0.16,,0.156,,0.152,,0.15,,0.150195286,,0.152445298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2019,0.123353974,,,0.146,,0.154,,0.158,,0.162,,0.16,,0.164,,0.162,,0.158,,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2019,0.109511674,,,0.15,,0.148,,0.154,,0.156,,0.158,,0.162,,0.16,,0.166,,0.162,,0.16,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2019,0.072409671,,,0.142,,0.146,,0.148,,0.146,,0.144,,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/29/2019,0.084372959,,,0.136,,0.138,,0.142,,0.14,,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2018,0.022089615,,,0.146,,0.15,,0.148,,0.146,,0.142,,0.15,,0.146,,0.15,,0.148,,0.15,,0.152,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2018,0.086622381,,,0.142,,0.144,,0.148,,0.146,,0.148,,0.146,,0.15,,0.144,,0.14,,0.15,,0.148,,0.15,,0.148,,,,,,,,,,,,,,,,,,
,,6/29/2018,0.082305164,,,0.128,,0.13,,0.134,,0.14,,0.138,,0.136,,0.14,,0.138,,0.136,,0.134,,,,,,,,,,,,,,,,,,,,,,,,
,,3/29/2018,0.131195924,,,0.128,,0.13,,0.138,,0.136,,0.138,,0.134,,0.138,,0.142,,0.138,,0.136,,,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2017,-0.054889426,,,0.13,,0.134,,0.138,,0.14,,0.138,,0.136,,0.138,,0.142,,0.14,,0.142,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2017,0.120288824,,,0.13,,0.136,,0.134,,0.12,,0.136,,0.14,,0.142,,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2017,0.116468256,,,0.12,,0.122,,0.12,,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2017,0.09563392,,,0.118,,0.122,,0.124,,0.12,,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2016,0.089231218,,,0.116,,0.122,,0.124,,0.122,,0.124,,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2016,0.092572606,,,0.118,,0.12,,0.126,,0.128,,0.126,,0.122,,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2016,0.094898929,,,0.106,,0.11,,0.108,,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2016,0.080461912,,,0.106,,0.108,,0.106,,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2015,0.086144288,,,0.104,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2015,0.088716901,,,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2015,0.07059173,,,0.086,,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2015,0.05619058,,,0.084,,0.086,,0.088,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2014,0.044192399,,,0.086,,0.088,,0.092,,0.094,,0.108,,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2014,0.036078394,,,0.084,,0.09,,0.1,,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2014,0.046107242,,,0.078,,0.09,,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2014,0.066691508,,,0.084,,0.092,,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2013,0.09386035,,,0.098,,0.102,,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2013,0.077984547,,,0.092,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2013,0.054491127,,,0.074,,0.096,,0.088,,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2013,0.05790071,,,0.078,,0.074,,0.078,,0.084,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2012,0.072583626,,,0.084,,0.086,,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2012,0.070322385,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2012,0.054712557,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2012,0.054392627,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2011,0.058571722,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2011,0.053123228,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2011,0.054600932,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2011,0.054097131,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2010,0.054599566,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2010,0.05136693,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2010,0.032243867,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2010,0.037290326,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2009,0.051152512,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2009,0.027199312,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2009,0.008587239,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2009,0.019828282,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2008,0.024,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2008,-0.008,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2008,0.036,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2008,0.046,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2007,0.066,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2007,0.044,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2007,0.038,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2007,0.038,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
