CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,
,,6/30/2014,0.342967592,,,0.35,,0.3,,0.31,,,,,,,
,,3/31/2014,0.117760091,,,0.11,,-0.09,,,,,,,,,
,,12/31/2013,-0.02577985,,,-0.09,,0.41,,,,,,,,,
,,9/30/2013,0.385698426,,,0.41,,0.14,,,,,,,,,
,,6/28/2013,0.246976057,,,0.14,,0.29,,0.02,,,,,,,
,,3/28/2013,0.095829033,,,0.02,,0.16,,0.22,,,,,,,
,,12/28/2012,0.047291002,,,0.06,,0.25,,0.83,,,,,,,
,,9/28/2012,0.885965605,,,0.83,,,,,,,,,,,
,,6/29/2012,0.897097139,,,nan,,,,,,,,,,,
,,3/30/2012,0.219938321,,,nan,,,,,,,,,,,
,,12/30/2011,0.113992067,,,nan,,,,,,,,,,,
,,9/30/2011,0.025773752,,,nan,,,,,,,,,,,
,,7/5/2011,0.953918791,,,nan,,,,,,,,,,,
,,4/1/2011,0.545473195,,,nan,,,,,,,,,,,
,,12/31/2010,0.210568153,,,nan,,,,,,,,,,,
,,10/1/2010,0.787053026,,,nan,,,,,,,,,,,
,,7/2/2010,0.654789221,,,nan,,,,,,,,,,,
,,4/1/2010,0.284492611,,,nan,,,,,,,,,,,
,,12/31/2009,0.214963291,,,nan,,,,,,,,,,,
,,10/2/2009,0.072044177,,,nan,,,,,,,,,,,
,,6/26/2009,-0.249297615,,,nan,,,,,,,,,,,
,,3/27/2009,-0.539029569,,,nan,,,,,,,,,,,
,,12/26/2008,0.051926354,,,nan,,,,,,,,,,,
,,9/30/2008,-0.09,,,nan,,,,,,,,,,,
,,6/30/2008,-0.03,,,nan,,,,,,,,,,,
,,3/31/2008,-0.11,,,nan,,,,,,,,,,,
,,12/31/2007,0.27,,,nan,,,,,,,,,,,
,,9/28/2007,0.47,,,nan,,,,,,,,,,,
,,6/29/2007,0.08,,,nan,,,,,,,,,,,
,,3/30/2007,-0.04,,,nan,,,,,,,,,,,
,,12/29/2006,0.06,,,nan,,,,,,,,,,,
,,9/29/2006,0.19,,,nan,,,,,,,,,,,
,,6/30/2006,0.24,,,nan,,,,,,,,,,,
,,3/31/2006,0.25,,,nan,,,,,,,,,,,
,,12/30/2005,0.45,,,nan,,,,,,,,,,,
,,9/30/2005,0.19,,,nan,,,,,,,,,,,
,,6/30/2005,-1.5,,,nan,,,,,,,,,,,
,,3/31/2005,-0.11,,,nan,,,,,,,,,,,
,,12/31/2004,-0.14,,,nan,,,,,,,,,,,
,,9/30/2004,0.05,,,nan,,,,,,,,,,,
,,6/30/2004,0.35,,,nan,,,,,,,,,,,
,,3/31/2004,0.44,,,nan,,,,,,,,,,,
,,12/31/2003,0.01,,,nan,,,,,,,,,,,
,,9/30/2003,-0.57,,,nan,,,,,,,,,,,
,,6/30/2003,-0.23,,,nan,,,,,,,,,,,
,,3/31/2003,-0.39,,,nan,,,,,,,,,,,
,,12/31/2002,-0.36,,,nan,,,,,,,,,,,
,,9/30/2002,-3.95,,,nan,,,,,,,,,,,
,,6/28/2002,-0.37,,,nan,,,,,,,,,,,
,,3/28/2002,-0.89,,,nan,,,,,,,,,,,
,,12/31/2001,0.36,,,nan,,,,,,,,,,,
,,9/28/2001,-0.5,,,nan,,,,,,,,,,,
,,6/29/2001,-0.19,,,nan,,,,,,,,,,,
,,3/30/2001,-0.24,,,nan,,,,,,,,,,,
,,12/29/2000,-0.41,,,nan,,,,,,,,,,,
,,9/29/2000,0.54,,,nan,,,,,,,,,,,
,,6/30/2000,0.67,,,nan,,,,,,,,,,,
,,3/31/2000,0.4,,,nan,,,,,,,,,,,
,,12/31/1999,0.26,,,nan,,,,,,,,,,,
,,9/30/1999,0.03,,,nan,,,,,,,,,,,
,,6/30/1999,-0.45,,,nan,,,,,,,,,,,
,,3/31/1999,0.06,,,nan,,,,,,,,,,,
,,12/31/1998,0.28,,,nan,,,,,,,,,,,
,,9/30/1998,-0.79,,,nan,,,,,,,,,,,
,,6/30/1998,-0.13,,,nan,,,,,,,,,,,
,,3/31/1998,0.39,,,nan,,,,,,,,,,,
,,12/31/1997,0.29,,,nan,,,,,,,,,,,
,,9/30/1997,0.63,,,nan,,,,,,,,,,,
,,6/30/1997,0.62,,,nan,,,,,,,,,,,
,,3/31/1997,0.46,,,nan,,,,,,,,,,,
,,12/31/1996,0.02,,,nan,,,,,,,,,,,
,,9/30/1996,-0.65,,,nan,,,,,,,,,,,
,,6/28/1996,-0.13,,,nan,,,,,,,,,,,
,,3/29/1996,0.54,,,nan,,,,,,,,,,,
,,12/29/1995,0.82,,,nan,,,,,,,,,,,
,,9/29/1995,0.85,,,nan,,,,,,,,,,,
,,6/30/1995,0.72,,,nan,,,,,,,,,,,
,,3/31/1995,0.44,,,nan,,,,,,,,,,,
,,12/30/1994,0.21,,,nan,,,,,,,,,,,
,,9/30/1994,0.225,,,nan,,,,,,,,,,,
,,6/30/1994,0.07,,,nan,,,,,,,,,,,
,,3/31/1994,0.19,,,nan,,,,,,,,,,,
,,12/31/1993,0.14,,,nan,,,,,,,,,,,
,,9/30/1993,0.27,,,nan,,,,,,,,,,,
,,6/30/1993,0.235,,,nan,,,,,,,,,,,
,,3/31/1993,0.12,,,nan,,,,,,,,,,,
