CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-GAAP,,9/30/2026,,2.04,2/10/2025,2.02,12/20/2024,1.68,11/9/2024,1.6,9/23/2024,1.62,8/4/2024,1.63,6/23/2024,1.66,5/4/2024,1.65,3/30/2024,1.65,2/3/2024,1.4,12/29/2023,1.42,11/3/2023,1.4,10/11/2023,1.4,9/2/2023,1.43,7/27/2023,1.49,6/9/2023,1.48,4/28/2023,1.46,3/14/2023,1.46,2/3/2023,,12/10/2022,1.32,11/3/2022,1.41,10/7/2022,1.41,9/4/2022,1.43,8/1/2022,1.52,7/5/2022,1.52,6/3/2022,1.48,5/1/2022,1.45,4/8/2022,1.43,3/1/2022,1.41,1/27/2022,1.41,12/10/2021,1.15,11/5/2021,1.03,10/10/2021,1.03,9/7/2021,1.03,7/31/2021,1.04,6/19/2021,1.04,5/22/2021,1.05,4/30/2021,1.05,4/9/2021,1.05,3/8/2021,1.02,1/28/2021,1.02,1/2/2021
,,6/30/2026,,1.58,,1.56,,1.33,,1.23,,1.31,,1.33,,1.48,,1.54,,1.54,,1.22,,1.24,,1.22,,1.22,,1.21,,1.23,,1.23,,1.23,,1.23,,,,1.14,,1.25,,1.25,,1.27,,1.34,,1.34,,1.28,,1.26,,1.26,,1.23,,1.23,,1.01,,0.97,,0.97,,0.96,,0.93,,0.93,,0.94,,0.93,,0.93,,0.92,,0.92,
,,3/30/2026,,1.71,,1.85,,1.6,,1.58,,1.59,,1.6,,1.58,,1.54,,1.54,,1.25,,1.27,,1.26,,1.26,,1.28,,1.31,,1.31,,1.34,,1.34,,,,1.29,,1.39,,1.39,,1.41,,1.46,,1.47,,1.37,,1.32,,1.31,,1.28,,1.28,,1.08,,0.98,,0.98,,0.95,,0.94,,0.93,,0.93,,0.9,,0.9,,0.88,,0.88,
,,12/30/2025,,1.31,,1.31,,1.19,,1.33,,1.36,,1.35,,1.37,,1.36,,1.36,,0.98,,1.08,,1.14,,1.14,,1.15,,1.2,,1.2,,1.19,,1.19,,,,1.1,,1.18,,1.18,,1.2,,1.24,,1.22,,1.2,,1.19,,1.19,,1.19,,1.19,,1,,0.92,,0.92,,0.92,,0.9,,0.9,,0.9,,0.93,,0.93,,0.88,,0.88,
,,9/30/2025,,1.9,11/9/2024,1.93,11/9/2024,1.68,11/9/2024,1.6,9/23/2024,1.62,8/4/2024,1.63,6/23/2024,1.66,5/4/2024,1.65,3/30/2024,1.65,2/3/2024,1.4,12/29/2023,1.42,11/3/2023,1.4,10/11/2023,1.4,9/2/2023,1.43,7/27/2023,1.49,6/9/2023,1.48,4/28/2023,1.46,3/14/2023,1.46,2/3/2023,,12/10/2022,1.32,11/3/2022,1.41,10/7/2022,1.41,9/4/2022,1.43,8/1/2022,1.52,7/5/2022,1.52,6/3/2022,1.48,5/1/2022,1.45,4/8/2022,1.43,3/1/2022,1.41,1/27/2022,1.41,12/10/2021,1.15,11/5/2021,1.03,10/10/2021,1.03,9/7/2021,1.03,7/31/2021,1.04,6/19/2021,1.04,5/22/2021,1.05,4/30/2021,1.05,4/9/2021,1.05,3/8/2021,1.02,1/28/2021,1.02,1/2/2021
,,6/30/2025,,1.4,,1.46,,1.33,,1.23,,1.31,,1.33,,1.48,,1.54,,1.54,,1.22,,1.24,,1.22,,1.22,,1.21,,1.23,,1.23,,1.23,,1.23,,,,1.14,,1.25,,1.25,,1.27,,1.34,,1.34,,1.28,,1.26,,1.26,,1.23,,1.23,,1.01,,0.97,,0.97,,0.96,,0.93,,0.93,,0.94,,0.93,,0.93,,0.92,,0.92,
,,3/30/2025,,1.46,,1.64,,1.6,,1.58,,1.59,,1.6,,1.58,,1.54,,1.54,,1.25,,1.27,,1.26,,1.26,,1.28,,1.31,,1.31,,1.34,,1.34,,,,1.29,,1.39,,1.39,,1.41,,1.46,,1.47,,1.37,,1.32,,1.31,,1.28,,1.28,,1.08,,0.98,,0.98,,0.95,,0.94,,0.93,,0.93,,0.9,,0.9,,0.88,,0.88,
,2/5/2025,12/30/2024,0.68,1.1,,0.9,,1.19,,1.33,,1.36,,1.35,,1.37,,1.36,,1.36,,0.98,,1.08,,1.14,,1.14,,1.15,,1.2,,1.2,,1.19,,1.19,,,,1.1,,1.18,,1.18,,1.2,,1.24,,1.22,,1.2,,1.19,,1.19,,1.19,,1.19,,1,,0.92,,0.92,,0.92,,0.9,,0.9,,0.9,,0.93,,0.93,,0.88,,0.88,
,11/6/2024,9/30/2024,1.04,1.54,12/29/2023,1.45,12/29/2023,1.41,12/29/2023,1.38,12/29/2023,1.4,12/29/2023,1.39,12/29/2023,1.39,12/29/2023,1.4,12/29/2023,1.42,11/3/2023,1.4,10/11/2023,1.4,9/2/2023,1.43,7/27/2023,1.49,6/9/2023,1.48,4/28/2023,1.46,3/14/2023,1.46,2/3/2023,,12/10/2022,1.32,11/3/2022,1.41,10/7/2022,1.41,9/4/2022,1.43,8/1/2022,1.52,7/5/2022,1.52,6/3/2022,1.48,5/1/2022,1.45,4/8/2022,1.43,3/1/2022,1.41,1/27/2022,1.41,12/10/2021,1.15,11/5/2021,1.03,10/10/2021,1.03,9/7/2021,1.03,7/31/2021,1.04,6/19/2021,1.04,5/22/2021,1.05,4/30/2021,1.05,4/9/2021,1.05,3/8/2021,1.02,1/28/2021,1.02,1/2/2021,,,,
,7/31/2024,6/30/2024,0.57,0.98,,1.07,,1.22,,1.22,,1.22,,1.24,,1.22,,1.22,,1.21,,1.23,,1.23,,1.23,,1.23,,,,1.14,,1.25,,1.25,,1.27,,1.34,,1.34,,1.28,,1.26,,1.26,,1.23,,1.23,,1.01,,0.97,,0.97,,0.96,,0.93,,0.93,,0.94,,0.93,,0.93,,0.92,,0.92,,,,,,,,,,,
