CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,
Adjusted Diluted,,12/31/2026,,0.64,10/30/2025,0.64,10/8/2025,0.64,8/31/2025,0.64,7/26/2025,0.63,7/11/2025
,,9/30/2026,,0.58,,0.58,,0.58,,0.59,,0.58,
,,6/30/2026,,0.53,,0.53,,0.53,,0.53,,0.53,
,,3/30/2026,,0.43,,0.43,,0.43,,0.43,,0.43,
,,12/31/2025,,0.6,1/11/2025,0.59,1/11/2025,0.59,1/11/2025,0.59,1/11/2025,0.59,1/11/2025
,10/27/2025,9/30/2025,0.49,0.54,,0.54,,0.54,,0.54,,0.54,
,7/24/2025,6/30/2025,0.4,0.49,,0.49,,0.49,,0.49,,,
,4/24/2025,3/30/2025,0.38,0.42,,0.38,,0.39,,0.4,,,
,2/25/2025,12/31/2024,-0.11,0.58,4/9/2024,0.58,4/9/2024,0.58,4/9/2024,0.57,4/9/2024,,
,10/24/2024,9/30/2024,0.45,0.51,,0.51,,0.51,,0.52,,,
,7/25/2024,6/30/2024,0.38,0.45,,0.45,,0.45,,0.45,,,
,4/25/2024,3/30/2024,0.33,0.38,,0.35,,0.35,,0.36,,,
,2/22/2024,12/31/2023,0.49,0.55,4/8/2023,0.54,4/8/2023,0.54,4/8/2023,0.54,4/8/2023,,
,10/26/2023,9/30/2023,0.37,0.48,,0.47,,0.47,,0.48,,,
,7/27/2023,6/30/2023,0.36,0.42,,0.4,,0.41,,0.42,,,
,4/27/2023,3/30/2023,0.33,0.34,,0.33,,0.34,,0.36,,,
,2/23/2023,12/30/2022,0.32,0.5,,0.5,,0.51,,0.51,,,
,10/27/2022,9/30/2022,0.13,0.46,,0.46,,0.46,,0.46,,,
,7/28/2022,6/30/2022,0.15,0.39,,0.39,,0.39,,0.39,,,
,4/28/2022,3/31/2022,0.41,0.33,,0.33,,0.34,,0.35,,,
,2/24/2022,12/31/2021,0.59,0.45,,0.45,,0.45,,0.45,,,
,10/28/2021,9/30/2021,0.371018551,0.44,,0.44,,0.45,,0.44,,,
,7/29/2021,6/30/2021,0.313703522,0.38,,0.37,,0.39,,,,,
,4/29/2021,3/31/2021,0.227974186,0.33,,0.32,,,,,,,
,2/25/2021,12/31/2020,0.300604017,0.39,,0.4,,,,,,,
,10/29/2020,9/30/2020,0.311336004,0.33,,0.37,,,,,,,
,7/30/2020,6/30/2020,0.209637707,0.29,,0.32,,,,,,,
,4/27/2020,3/31/2020,0.109851419,0.35,,0.27,,,,,,,
,2/27/2020,12/31/2019,0.285935629,0.32,,0.35,,,,,,,
,11/7/2019,9/30/2019,0.214175004,0.3,,0.32,,,,,,,
,8/8/2019,6/28/2019,0.221251409,0.3,,0.29,,,,,,,
,5/9/2019,3/29/2019,0.162234605,0.3,,0.23,,,,,,,
,2/28/2019,12/31/2018,0.189162281,0.26,,0.3,,,,,,,
,11/7/2018,9/28/2018,0.108474083,0.19,,0.28,,,,,,,
,,6/29/2018,0.104996837,,,0.28,,,,,,,
,,3/29/2018,0.111321948,,,1.04,,,,,,,
,,12/29/2017,0.774193548,,,1.18,,,,,,,
