CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Non-GAAP,,12/31/2027,,1.17,9/5/2026,1.17,9/4/2026,,,,,,,,,,,,,,,,,
,,9/30/2027,,1.12,,1.12,,,,,,,,,,,,,,,,,,
,,6/30/2027,,1.02,,1.02,,,,,,,,,,,,,,,,,,
,,3/30/2027,,2.51,,2.51,,,,,,,,,,,,,,,,,,
,,12/31/2026,,1.023,,1.023,,,,,,,,,,,,,,,,,,
,,9/30/2026,,0.967,,0.967,,,,,,,,,,,,,,,,,,
,8/5/2026,6/30/2026,0.3,0.89,,0.89,,,,,,,,,,,,,,,,,,
,5/11/2026,3/30/2026,0.51,0.81,,0.81,,,,,,,,,,,,,,,,,,
,2/23/2026,12/31/2025,0.46,0.91,,0.91,,,,,,,,,,,,,,,,,,
,11/3/2025,9/30/2025,0.3,0.87,,0.87,,,,,,,,,,,,,,,,,,
,8/5/2025,6/30/2025,0.12,0.76,,0.76,,,,,,,,,,,,,,,,,,
,5/6/2025,3/30/2025,0.59,0.74,,0.74,,,,,,,,,,,,,,,,,,
,2/25/2025,12/31/2024,0.45,0.76,,0.76,,,,,,,,,,,,,,,,,,
,11/5/2024,9/30/2024,0.53,0.85,,0.85,,,,,,,,,,,,,,,,,,
,8/6/2024,6/30/2024,0.38,0.73,,0.73,,,,,,,,,,,,,,,,,,
,5/7/2024,3/30/2024,0.41,0.74,,0.74,,,,,,,,,,,,,,,,,,
,2/28/2024,12/31/2023,0.34,0.63,,0.63,,,,,,,,,,,,,,,,,,
,11/7/2023,9/30/2023,0.59,0.85,,0.85,,,,,,,,,,,,,,,,,,
,8/8/2023,6/30/2023,0.58,0.8,,0.8,,,,,,,,,,,,,,,,,,
,5/9/2023,3/30/2023,0.51,0.74,,0.74,,,,,,,,,,,,,,,,,,
,3/1/2023,12/31/2022,0.41,0.75,,0.75,,,,,,,,,,,,,,,,,,
,11/8/2022,9/30/2022,0.63,0.81,,0.81,,,,,,,,,,,,,,,,,,
,8/9/2022,6/30/2022,0.49,0.78,,0.78,,,,,,,,,,,,,,,,,,
,5/10/2022,3/31/2022,0.53,0.73,,0.73,,,,,,,,,,,,,,,,,,
,3/1/2022,12/31/2021,0.38,0.67,,0.67,,,,,,,,,,,,,,,,,,
,11/9/2021,9/30/2021,0.38,0.75,,0.75,,,,,,,,,,,,,,,,,,
,8/10/2021,6/30/2021,0.33,0.62,,0.62,,,,,,,,,,,,,,,,,,
,5/11/2021,3/31/2021,0.32,0.58,,0.58,,,,,,,,,,,,,,,,,,
,3/1/2021,12/31/2020,0.35,0.53,,0.53,,,,,,,,,,,,,,,,,,
,11/10/2020,9/30/2020,0.23,0.42,,0.42,,,,,,,,,,,,,,,,,,
,8/6/2020,6/30/2020,0.33,0.48,,0.48,,,,,,,,,,,,,,,,,,
,5/12/2020,3/31/2020,0.34,0.51,,0.51,,,,,,,,,,,,,,,,,,
,2/26/2020,12/31/2019,0.26,0.55,,0.55,,,,,,,,,,,,,,,,,,
,11/5/2019,9/30/2019,0.25,0.53,,0.53,,,,,,,,,,,,,,,,,,
,8/6/2019,6/28/2019,0.29,0.54,,0.54,,,,,,,,,,,,,,,,,,
,5/7/2019,3/29/2019,0.35,0.53,,0.53,,,,,,,,,,,,,,,,,,
,2/27/2019,12/31/2018,0.33,0.56,,0.56,,,,,,,,,,,,,,,,,,
,11/6/2018,9/28/2018,0.6,0.61,,0.61,,,,,,,,,,,,,,,,,,
,8/8/2018,6/29/2018,0.32,0.51,,0.51,,,,,,,,,,,,,,,,,,
,5/8/2018,3/29/2018,0.18,0.47,,0.47,,,,,,,,,,,,,,,,,,
,2/28/2018,12/29/2017,-0.01,0.44,,0.44,,,,,,,,,,,,,,,,,,
,11/1/2017,9/29/2017,0,0.45,,0.45,,,,,,,,,,,,,,,,,,
,8/3/2017,6/30/2017,0.16,0.41,,0.41,,,,,,,,,,,,,,,,,,
,5/8/2017,3/31/2017,0.98,0.31,,0.31,,,,,,,,,,,,,,,,,,
,3/6/2017,12/30/2016,0.23,0.35,,0.35,,,,,,,,,,,,,,,,,,
,11/2/2016,9/30/2016,0.21,0.29,,0.29,,,,,,,,,,,,,,,,,,
,8/2/2016,6/30/2016,0.14,0.27,,0.27,,,,,,,,,,,,,,,,,,
,5/6/2016,3/31/2016,0.05,0.18,,0.18,,,,,,,,,,,,,,,,,,
,3/2/2016,12/31/2015,0.18,0.29,,0.29,,,,,,,,,,,,,,,,,,
,11/4/2015,9/30/2015,0.19,0.24,,0.24,,,,,,,,,,,,,,,,,,
