CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,
Adjusted Net Earnings,,12/31/2026,,1.78,1/7/2026,1.76,11/9/2025,1.77,9/16/2025,1.78,8/13/2025,1.75,7/23/2025,1.74,6/23/2025
,,9/30/2026,,1.66,,1.66,,1.62,,1.63,,1.66,,1.66,
,,6/30/2026,,1.53,,1.53,,1.54,,1.54,,1.51,,1.51,
,,3/30/2026,,1.38,,1.38,,1.36,,1.36,,1.34,,1.34,
,,12/31/2025,,1.69,12/17/2024,1.69,12/17/2024,1.69,12/17/2024,1.7,12/17/2024,1.63,12/17/2024,1.62,12/17/2024
,11/5/2025,9/30/2025,0.5,1.51,,1.48,,1.49,,1.55,,1.55,,,
,8/5/2025,6/30/2025,-0.9,1.36,,1.37,,1.36,,1.26,,,,,
,5/6/2025,3/30/2025,0.15,1.21,,1.2,,1.21,,1.28,,,,,
,2/11/2025,12/31/2024,0.52,1.4,4/10/2024,1.36,4/10/2024,1.35,4/10/2024,1.33,4/10/2024,,,,
,11/4/2024,9/30/2024,0.45,1.4,,1.29,,1.29,,1.27,,,,,
,8/6/2024,6/30/2024,0.44,1.36,,1.23,,1.23,,1.14,,,,,
,5/6/2024,3/30/2024,1.22,1.1,,0.95,,0.95,,0.96,,,,,
,2/26/2024,12/31/2023,0.42,0.94,3/24/2023,0.94,3/24/2023,1,3/24/2023,1.61,3/24/2023,,,,
,11/7/2023,9/30/2023,-0.76,1.65,,1.58,,1.57,,1.54,,,,,
,8/5/2023,6/30/2023,-11.14,1.55,,1.48,,1.48,,1.48,,,,,
,4/27/2023,3/30/2023,0.24,1.29,,1.2,,1.25,,1.42,,,,,
,2/13/2023,12/31/2022,-29.28,1.71,,1.7,,1.7,,1.77,,,,,
,11/3/2022,9/30/2022,0.41,1.74,,1.76,,1.77,,1.76,,,,,
,8/3/2022,6/30/2022,0.45,1.73,,1.72,,1.74,,1.74,,,,,
,5/3/2022,3/31/2022,0.2,1.47,,1.46,,1.46,,1.47,,,,,
,2/15/2022,12/31/2021,0.47,1.92,,1.9,,1.94,,1.97,,,,,
,11/4/2021,9/30/2021,0.26,1.73,,1.68,,1.68,,1.69,,,,,
,8/3/2021,6/30/2021,0.55,1.61,,1.55,,1.54,,1.52,,,,,
,5/6/2021,3/31/2021,-0.6,1.3,,1.25,,1.25,,1.24,,,,,
,2/9/2021,12/31/2020,0.164012739,1.62,,1.56,,1.64,,1.67,,,,,
,10/29/2020,9/30/2020,0.031897927,1.42,,1.41,,1.6,,2.1,,,,,
,8/4/2020,6/30/2020,0.0304,1.15,,1.1,,1.09,,1.53,,,,,
,5/7/2020,3/31/2020,0.024,1.28,,1.28,,1.32,,1.38,,,,,
,2/13/2020,12/31/2019,-0.25732899,1.57,,1.53,,1.51,,2.12,,,,,
,11/5/2019,9/30/2019,0.29389313,1.43,,1.36,,1.92,,1.47,,,,,
,8/6/2019,6/28/2019,0.470948012,1.3,,1.78,,1.35,,1.36,,,,,
,4/30/2019,3/29/2019,0.45398773,1.16,,1.54,,1.57,,1.2,,,,,
,2/12/2019,12/31/2018,0.905775076,1.6,,1.59,,1.62,,1.6,,,,,
,10/30/2018,9/28/2018,0.465256798,1.33,,1.3,,1.33,,,,,,,
,7/31/2018,6/29/2018,0.636636637,1.23,,1.21,,1.2,,,,,,,
,5/1/2018,3/29/2018,0.54491018,1.09,,1.05,,1.06,,,,,,,
,2/6/2018,12/29/2017,2.94047619,,,1.34,,1.31,,1.27,,,,,
,10/31/2017,9/29/2017,0.181547619,,,1.06,,1.13,,1.14,,,,,
,8/2/2017,6/30/2017,0.395209581,,,1.02,,0.99,,1.01,,,,,
,5/2/2017,3/31/2017,0.414414414,,,0.86,,0.82,,0.9,,,,,
,,12/30/2016,0.625377644,,,1.14,,1.16,,1.12,,,,,
,,9/30/2016,0.560606061,,,0.98,,1.02,,,,,,,
,,6/30/2016,0.367781155,,,0.87,,0.86,,,,,,,
,,3/31/2016,0.168195719,,,0.75,,,,,,,,,
,,12/31/2015,0.351604278,,,0.92,,,,,,,,,
