CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
N,,12/31/2026,,0.23,4/13/2025,0.21,3/2/2025,0.18,1/10/2025,0.18,12/1/2024,0.18,11/30/2024,,,,,,,,,,,
,,9/30/2026,,0.2,,0.18,,0.15,,0.15,,0.15,,,,,,,,,,,,
,,6/30/2026,,0.19,,0.15,,0.13,,0.13,,0.13,,,,,,,,,,,,
,,3/30/2026,,0.17,,0.14,,0.12,,0.12,,0.12,,,,,,,,,,,,
,,12/31/2025,,0.17,1/10/2025,0.17,1/10/2025,0.18,1/10/2025,0.18,12/1/2024,0.18,11/30/2024,,,,,,,,,,,
,,9/30/2025,,0.15,,0.15,,0.15,,0.15,,0.15,,,,,,,,,,,,
,,6/30/2025,,0.13,,0.13,,0.13,,0.13,,0.13,,,,,,,,,,,,
,,3/30/2025,,0.12,,0.12,,0.12,,0.12,,0.12,,,,,,,,,,,,
,2/27/2025,12/31/2024,0.1,0.1,,0.14,,0.14,,0.14,,,,,,,,,,,,,,
,11/13/2024,9/30/2024,0.09,0.09,,0.09,,,,,,,,,,,,,,,,,,
,8/14/2024,6/30/2024,0.15,0.15,,0.15,,,,,,,,,,,,,,,,,,
,5/14/2024,3/30/2024,0.06,0.06,,0.06,,,,,,,,,,,,,,,,,,
,3/18/2024,12/31/2023,0.1,0.14,,0.14,,,,,,,,,,,,,,,,,,
,11/21/2023,9/30/2023,0.13,0.13,,0.13,,,,,,,,,,,,,,,,,,
,8/15/2023,6/30/2023,0.15,0.15,,0.15,,,,,,,,,,,,,,,,,,
,5/17/2023,3/30/2023,0.11,0.11,,0.11,,,,,,,,,,,,,,,,,,
,4/4/2023,12/31/2022,0.06,0.06,,0.06,,,,,,,,,,,,,,,,,,
,11/14/2022,9/30/2022,0.1,0.1,,0.1,,,,,,,,,,,,,,,,,,
,8/22/2022,6/30/2022,0.1,0.1,,0.1,,,,,,,,,,,,,,,,,,
,5/17/2022,3/31/2022,0.08,0.08,,0.08,,,,,,,,,,,,,,,,,,
,3/14/2022,12/31/2021,0.08,0.08,,0.08,,,,,,,,,,,,,,,,,,
,11/16/2021,9/30/2021,0.07,0.07,,0.07,,,,,,,,,,,,,,,,,,
,8/18/2021,6/30/2021,0.07,0.07,,0.07,,,,,,,,,,,,,,,,,,
,,3/31/2021,0.03,0.03,,0.03,,,,,,,,,,,,,,,,,,
,,12/31/2020,0.03,0.03,,0.03,,,,,,,,,,,,,,,,,,
,,9/30/2020,0.03,0.03,,0.03,,,,,,,,,,,,,,,,,,
,,6/30/2020,0.02,0.02,,0.02,,,,,,,,,,,,,,,,,,
,,3/31/2020,0.02,0.02,,0.02,,,,,,,,,,,,,,,,,,
,,12/31/2019,0.02,0.02,,0.02,,,,,,,,,,,,,,,,,,
,,9/30/2019,0.01,0.01,,0.01,,,,,,,,,,,,,,,,,,
,,6/28/2019,0.01,0.01,,0.01,,,,,,,,,,,,,,,,,,
,,3/29/2019,0.01,0.01,,0.01,,,,,,,,,,,,,,,,,,
