CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
CouldNotFindAdjusted,,12/31/2025,,0.16,1/22/2025,0.16,12/12/2024,0.16,11/1/2024,0.18,10/23/2024,0.18,10/22/2024,,,,,,,,,,,
,,9/30/2025,,0.14,,0.14,,0.14,,0.15,,0.15,,,,,,,,,,,,
,,6/30/2025,,0.12,,0.12,,0.12,,0.12,,0.12,,,,,,,,,,,,
,,3/30/2025,,0.1,,0.1,,0.1,,0.11,,0.11,,,,,,,,,,,,
,,12/31/2024,,0.08,,0.08,,0.08,,0.08,,0.08,,,,,,,,,,,,
,10/30/2024,9/30/2024,-0.09,0.08,,0.06,,0.06,,,,,,,,,,,,,,,,
,7/31/2024,6/30/2024,-0.13,0.05,,0.05,,,,,,,,,,,,,,,,,,
,5/1/2024,3/30/2024,-0.12,0.05,,0.05,,,,,,,,,,,,,,,,,,
,2/28/2024,12/31/2023,-0.13,0.02,,0.02,,,,,,,,,,,,,,,,,,
,11/1/2023,9/30/2023,-0.16,0.01,,0.01,,,,,,,,,,,,,,,,,,
,8/2/2023,6/30/2023,-0.19,-0.03,,-0.03,,,,,,,,,,,,,,,,,,
,5/3/2023,3/30/2023,-0.18,-0.03,,-0.03,,,,,,,,,,,,,,,,,,
,2/23/2023,12/31/2022,-0.05,-0.05,,-0.05,,,,,,,,,,,,,,,,,,
,11/3/2022,9/30/2022,-0.22,-0.06,,-0.06,,,,,,,,,,,,,,,,,,
,8/3/2022,6/30/2022,-0.22,-0.07,,-0.07,,,,,,,,,,,,,,,,,,
,5/5/2022,3/31/2022,-0.15,-0.05,,-0.05,,,,,,,,,,,,,,,,,,
,2/23/2022,12/31/2021,-0.15,-0.06,,-0.06,,,,,,,,,,,,,,,,,,
,11/4/2021,9/30/2021,-0.13,-0.08,,-0.08,,,,,,,,,,,,,,,,,,
,8/5/2021,6/30/2021,-0.15,-0.08,,-0.08,,,,,,,,,,,,,,,,,,
,,3/31/2021,-2,-0.09,,-0.09,,,,,,,,,,,,,,,,,,
,,12/31/2020,-2.46,-0.09,,-0.09,,,,,,,,,,,,,,,,,,
,,9/30/2020,-5.34,-0.1,,-0.1,,,,,,,,,,,,,,,,,,
,,6/30/2020,-1.63,-0.1,,-0.1,,,,,,,,,,,,,,,,,,
,,3/31/2020,-2.31,-0.1,,-0.1,,,,,,,,,,,,,,,,,,
