CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
N,,12/31/2026,,0.04,11/2/2025,-0.02,9/9/2025,-0.08,8/3/2025,-0.15,7/18/2025,-0.15,6/14/2025,,,,,,,,,,,
,,9/30/2026,,1.49,,1.43,,1.39,,1.37,,1.37,,,,,,,,,,,,
,,6/30/2026,,3.28,,3.25,,3.18,,3.22,,3.22,,,,,,,,,,,,
,,3/30/2026,,-0.43,,-0.46,,-0.5,,-0.51,,-0.51,,,,,,,,,,,,
,,12/31/2025,,-0.19,12/16/2024,-0.17,12/16/2024,-0.17,12/16/2024,-0.24,12/16/2024,-0.23,12/16/2024,,,,,,,,,,,
,10/29/2025,9/30/2025,1.31,1.31,,1.25,,1.25,,1.24,,1.23,,,,,,,,,,,,
,7/30/2025,6/30/2025,2.86,2.9,,2.9,,2.92,,2.93,,,,,,,,,,,,,,
,4/30/2025,3/30/2025,-0.61,-0.61,,-0.47,,-0.48,,-0.44,,,,,,,,,,,,,,
,2/12/2025,12/31/2024,-0.48,-0.48,4/7/2024,-0.28,4/7/2024,-0.25,4/7/2024,-0.2,4/7/2024,,,,,,,,,,,,,
,10/30/2024,9/30/2024,0.97,0.97,,1.18,,1.18,,1.58,,,,,,,,,,,,,,
,7/31/2024,6/30/2024,2.63,2.63,,2.54,,2.52,,2.8,,,,,,,,,,,,,,
,5/1/2024,3/30/2024,-0.43,-0.43,,-0.28,,-0.27,,-0.11,,,,,,,,,,,,,,
,2/14/2024,12/31/2023,-0.08,-0.08,3/25/2023,-0.19,3/25/2023,-0.2,3/25/2023,-0.14,3/25/2023,,,,,,,,,,,,,
,11/1/2023,9/30/2023,1.25,1.25,,1.39,,1.44,,1.4,,,,,,,,,,,,,,
,8/5/2023,6/30/2023,2.71,2.71,,2.63,,2.63,,2.61,,,,,,,,,,,,,,
,5/3/2023,3/30/2023,-0.1,-0.1,,0.15,,0.17,,0.38,,,,,,,,,,,,,,
,2/15/2023,12/31/2022,-0.02,-0.02,,0.14,,0.14,,0.22,,,,,,,,,,,,,,
,11/2/2022,9/30/2022,1.6,1.6,,1.52,,1.52,,1.52,,,,,,,,,,,,,,
,8/13/2022,6/30/2022,3.07,3.07,,3,,2.96,,2.96,,,,,,,,,,,,,,
,5/4/2022,3/31/2022,0.7,0.7,,0.19,,0.13,,0.16,,,,,,,,,,,,,,
,2/16/2022,12/31/2021,0.6,0.6,,0.26,,0.26,,0.21,,,,,,,,,,,,,,
,11/3/2021,9/30/2021,1.74,1.81,,1.25,,1.25,,1.2,,,,,,,,,,,,,,
,8/4/2021,6/30/2021,2.7,2.79,,2.37,,2.37,,2.31,,,,,,,,,,,,,,
,5/5/2021,3/31/2021,0.16,0.24,,-0.44,,-0.45,,-0.45,,,,,,,,,,,,,,
,2/24/2021,12/31/2020,0.25,0.32,,-0.07,,-0.07,,-0.02,,,,,,,,,,,,,,
,10/28/2020,9/30/2020,1.08,1.13,,0.84,,0.84,,,,,,,,,,,,,,,,
,7/29/2020,6/30/2020,1.83,1.89,,1.83,,,,,,,,,,,,,,,,,,
,4/29/2020,3/31/2020,-0.42,-0.34,,-0.42,,,,,,,,,,,,,,,,,,
,2/18/2020,12/31/2019,0.06,0.11,,0.06,,,,,,,,,,,,,,,,,,
,10/30/2019,9/30/2019,0.81,0.87,,0.81,,,,,,,,,,,,,,,,,,
,7/31/2019,6/28/2019,1.52,1.64,,1.52,,,,,,,,,,,,,,,,,,
,5/1/2019,3/29/2019,-0.59,-0.5,,-0.59,,,,,,,,,,,,,,,,,,
,2/19/2019,12/31/2018,-0.05,0.03,,-0.05,,,,,,,,,,,,,,,,,,
,10/31/2018,9/28/2018,0.7,0.79,,0.7,,,,,,,,,,,,,,,,,,
,8/1/2018,6/29/2018,1.48,1.57,,1.48,,,,,,,,,,,,,,,,,,
,5/2/2018,3/29/2018,-0.43,-0.36,,-0.43,,,,,,,,,,,,,,,,,,
,2/20/2018,12/29/2017,0.09,,,0.09,,,,,,,,,,,,,,,,,,
,11/8/2017,9/29/2017,0.41,,,0.41,,,,,,,,,,,,,,,,,,
,8/9/2017,6/30/2017,1.07,,,1.07,,,,,,,,,,,,,,,,,,
,5/10/2017,3/31/2017,-0.26,,,-0.26,,,,,,,,,,,,,,,,,,
,,12/30/2016,-0.14,,,-0.14,,,,,,,,,,,,,,,,,,
,,9/30/2016,0.36,,,0.36,,,,,,,,,,,,,,,,,,
,,6/30/2016,-3.18,,,-3.18,,,,,,,,,,,,,,,,,,
,,3/31/2016,-0.85,,,-0.85,,,,,,,,,,,,,,,,,,
,,12/31/2015,-0.25,,,-0.25,,,,,,,,,,,,,,,,,,
,,9/30/2015,-0.25,,,-0.25,,,,,,,,,,,,,,,,,,
,,6/30/2015,-0.25,,,-0.25,,,,,,,,,,,,,,,,,,
,,3/31/2015,-0.25,,,-0.25,,,,,,,,,,,,,,,,,,
