Date,Q_EPS_Diluted,,,,,,,,,
12/31/2020,0.78,0.77,0.77,0.771946309,,,,,,
9/30/2020,0.88,0.88,0.88,0.87,0.891543624,,,,,
6/30/2020,0.9,0.89,0.89,0.902416107,,,,,,
3/31/2020,0.7,0.7,0.7,0.67409396,,,,,,
12/31/2019,0.71,0.7,0.7,0.71,0.72,0.73,,,,
9/30/2019,0.81,0.8,0.8,0.81,0.82,0.83,0.82,0.83,0.82,
6/28/2019,0.712329749,0.82,0.83,0.82,0.83,0.82,0.81,,,
3/29/2019,0.627374101,0.62,0.61,0.6,,,,,,
12/31/2018,0.635471924,0.61,0.63,0.64,0.65,0.75,0.69,0.7,,
9/28/2018,0.785503468,0.73,0.74,0.75,0.81,0.73,0.72,,,
6/29/2018,0.719357907,0.74,0.77,0.7,,,,,,
3/29/2018,0.570705134,0.53,0.56,0.54,0.55,0.54,0.53,,,
12/29/2017,2.129542484,0.63,0.61,0.62,0.63,0.64,0.65,,,
9/29/2017,0.571115974,0.63,0.64,0.65,0.66,,,,,
6/30/2017,0.601555076,0.62,0.63,0.64,0.63,0.64,,,,
3/31/2017,0.509849624,0.48,0.49,0.5,0.49,0.61,,,,
12/30/2016,0.606702703,0.62,0.61,0.62,0.59,0.6,0.61,0.6,,
9/23/2016,0.56924406,0.59,0.6,,,,,,,
6/24/2016,0.536108108,0.56,0.57,0.56,,,,,,
3/24/2016,0.401231102,0.43,0.44,0.45,,,,,,
12/28/2015,-0.092327497,0.5,0.52,0.51,0.52,0.51,0.52,0.53,0.55,0.56
9/30/2015,0.481416667,0.51,0.52,0.53,0.54,0.56,0.55,0.57,,
6/30/2015,0.436824159,0.48,0.5,0.51,0.52,0.51,0.52,0.54,,
3/31/2015,0.252522167,0.35,0.36,0.37,0.39,0.4,0.41,0.48,,
12/31/2014,0.496811731,0.47,0.48,0.49,0.5,0.49,0.48,,,
9/30/2014,0.516009434,0.47,0.48,0.49,0.5,0.51,0.47,,,
6/30/2014,0.430886194,0.47,0.46,0.45,0.46,0.36,,,,
3/31/2014,0.212555556,0.36,0.35,0.36,0.35,0.4,,,,
12/27/2013,0.388734995,0.4,0.41,0.43,,,,,,
9/30/2013,0.371848823,0.43,0.4,,,,,,,
6/28/2013,0.377148581,0.4,0.29,,,,,,,
3/28/2013,0.220027969,0.29,0.33,,,,,,,
12/31/2012,0.318211307,0.33,0.35,,,,,,,
9/28/2012,0.256580491,0.35,,,,,,,,
6/29/2012,0.151632746,0.33,,,,,,,,
3/30/2012,0.213903867,nan,,,,,,,,
12/28/2011,0.095793388,nan,,,,,,,,
