CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,12/31/2024,,1.9,3/16/2024,1.89,1/28/2024,1.87,12/15/2023,1.88,10/28/2023,1.97,10/11/2023,2.09,9/2/2023,2.14,7/27/2023,2.12,7/12/2023,2.26,6/7/2023,2.26,4/26/2023,,3/9/2023,2.06,1/28/2023,2.16,1/7/2023,2.16,12/1/2022,2.16,10/29/2022,2.11,10/6/2022,2.11,9/3/2022,2.47,7/31/2022,2.57,7/6/2022,2.57,6/3/2022,2.57,5/1/2022,2.57,4/17/2022,,3/12/2022,2.09,2/6/2022,1.77,2/5/2022,1.77,,1.63,,1.54,,1.360282828
,,9/30/2024,,1.72,,1.71,,1.58,,1.61,,1.7,,1.81,,1.91,,1.89,,2.06,,2.06,,,,1.81,,1.73,,1.77,,1.79,,1.84,,1.86,,2.06,,2.14,,2.14,,2.14,,2.14,,,,1.8,,1.49,,1.49,,1.44,,1.4,,1.225292929
,,6/30/2024,,1.59,,1.57,,1.5,,1.51,,1.6,,1.68,,1.65,,1.73,,1.77,,1.77,,,,1.68,,1.62,,1.66,,1.7,,1.81,,1.82,,1.92,,1.98,,1.98,,1.98,,1.98,,,,1.76,,1.47,,1.47,,1.41,,1.35,,1.225292929
,,3/30/2024,,1.48,,1.48,,1.42,,1.42,,1.52,,1.55,,1.57,,1.65,,1.65,,1.65,,,,1.6,,1.53,,1.56,,1.56,,1.77,,1.76,,1.86,,1.85,,1.85,,1.85,,1.85,,,,1.69,,1.32,,1.32,,1.23,,1.25,,1.443353535
,1/24/2024,12/31/2023,1.38,1.5,3/9/2023,1.38,3/9/2023,1.39,3/9/2023,1.58,3/9/2023,1.68,3/9/2023,1.77,3/9/2023,1.88,3/9/2023,1.94,3/9/2023,1.97,3/9/2023,2.09,3/9/2023,2.06,1/28/2023,2.16,1/7/2023,2.16,12/1/2022,2.16,10/29/2022,2.11,10/6/2022,2.11,9/3/2022,2.47,7/31/2022,2.57,7/6/2022,2.57,6/3/2022,2.57,5/1/2022,2.57,4/17/2022,,3/12/2022,2.09,2/6/2022,1.77,2/5/2022,1.77,,1.63,,1.54,,1.360282828,,
,10/25/2023,9/30/2023,0.52,0.6,,1.32,,1.44,,1.52,,1.57,,1.66,,1.67,,1.82,,1.81,,1.73,,1.77,,1.79,,1.84,,1.86,,2.06,,2.14,,2.14,,2.14,,2.14,,,,1.8,,1.49,,1.49,,1.44,,1.4,,1.225292929,,,,,,
,7/26/2023,6/30/2023,1.1,1.2,,1.33,,1.48,,1.47,,1.67,,1.68,,1.62,,1.66,,1.7,,1.81,,1.82,,1.92,,1.98,,1.98,,1.98,,1.98,,,,1.76,,1.47,,1.47,,1.41,,1.35,,1.225292929,,,,,,,,,,,,
,4/26/2023,3/30/2023,1.28,1.4,,1.57,,1.6,,1.53,,1.56,,1.56,,1.77,,1.76,,1.86,,1.85,,1.85,,1.85,,1.85,,,,1.69,,1.32,,1.32,,1.23,,1.25,,1.443353535,,,,,,,,,,,,,,,,,,
,1/25/2023,12/30/2022,1.43,1.58,,1.73,,1.8,,1.81,,2.03,,2,,2.05,,2.06,,2.1,,2.15,,2.11,,2.09,,2.09,2/6/2022,1.77,2/5/2022,1.77,,1.63,,1.54,,1.360282828,,,,,,,,,,,,,,,,,,,,,,
,10/26/2022,9/30/2022,1.21,1.29,,1.54,,1.69,,1.75,,1.75,,1.77,,1.81,,1.77,,1.8,,1.8,,1.49,,1.49,,1.44,,1.4,,1.225292929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/27/2022,6/30/2022,1.29,1.4,,1.67,,1.74,,1.75,,1.66,,1.76,,1.76,,1.47,,1.47,,1.41,,1.35,,1.225292929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/27/2022,3/31/2022,1.39,1.49,,1.48,,1.69,,1.69,,1.32,,1.32,,1.23,,1.25,,1.443353535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/26/2022,12/31/2021,2.12,2.23,,1.63,,1.63,,1.44,,1.37,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/27/2021,9/30/2021,1.54,1.65,,1.49,,1.49,,1.26,,1.21,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28/2021,6/30/2021,1.600209103,1.7,,1.38,,1.29,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/27/2021,3/31/2021,1.397463415,1.5,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/29/2021,12/31/2020,1.547574212,1.67,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/27/2020,9/30/2020,1.458141068,1.06,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/29/2020,6/30/2020,1.384650544,1.03,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/30/2020,3/31/2020,1.066315144,0.8,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/30/2010,12/31/2019,1.616696439,1.25,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/30/2019,9/30/2019,1.338554464,1,,0.98,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2019,6/28/2019,1.312611439,0.94,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/30/2019,3/29/2019,1.223330388,0.88,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/1/2019,12/31/2018,1.410175483,1.07,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/30/2018,9/28/2018,1.245643316,1.35,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2018,6/29/2018,1.044293288,1.22,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/30/2018,3/29/2018,1.056376774,1.15,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2017,-0.062516356,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2017,0.793758732,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2017,0.63108434,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2017,0.783195985,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2016,0.308024994,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2016,0.210203239,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2016,0.128977916,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2016,0.356175906,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2015,0.141137925,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2015,0.215649645,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2015,0.268444307,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2015,0.557142672,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2014,0.582924942,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2014,0.520337502,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2014,0.576406975,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2014,0.63,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2013,0.64,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2013,0.93,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2013,0.4,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2013,0.21,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2012,0.63,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2012,0.6,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2012,0.42,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2012,0.55,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2011,0.43,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2011,0.35,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
