CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,
N,,8/31/2027,,60.19,1/17/2026,60.23,12/13/2025,63.07,10/28/2025,60.14,9/28/2025,58.38,8/25/2025,58.5,7/5/2025,59.16,5/30/2025
,,5/1/2027,,44.04,,44.16,,42.73,,45.56,,40.27,,40.35,,40.69,
,,2/28/2027,,33.74,,33.81,,33.94,,35.38,,31.66,,31.7,,31.74,
,,11/30/2026,,38.21,,38.08,,39.3,,38.88,,37.11,,37.14,,37.06,
,,8/31/2026,,53.33,8/25/2025,53.68,8/25/2025,53.79,8/25/2025,54.89,8/25/2025,58.38,8/25/2025,58.5,7/5/2025,59.16,5/30/2025
,,5/1/2026,,36.65,,37.05,,37.43,,38.73,,40.27,,40.35,,40.69,
,,2/28/2026,,27.68,,28.19,,29.03,,30.34,,31.66,,31.7,,31.74,
,12/9/2025,11/30/2025,31.04,31.04,,32.7,,34.19,,37.11,,37.14,,37.06,,,
,9/23/2025,8/31/2025,48.71,48.71,11/5/2024,51.1,11/5/2024,51.19,11/5/2024,51.67,11/5/2024,,,,,,
,5/27/2025,5/1/2025,35.36,35.36,,37.16,,37.26,,38.01,,,,,,,
,3/4/2025,2/28/2025,28.29,28.29,,29.03,,29.13,,29.84,,,,,,,
,12/10/2024,11/30/2024,32.52,32.52,,33.63,,34.14,,36.21,,,,,,,
,9/24/2024,8/31/2024,51.58,51.58,11/6/2023,54.35,11/6/2023,53.92,11/6/2023,54.07,11/6/2023,,,,,,
,5/21/2024,5/1/2024,36.69,36.69,,30.04,,35.88,,35.72,,,,,,,
,2/29/2024,2/28/2024,28.89,26.47,,26.47,,26.49,,26.49,,,,,,,
,12/5/2023,11/30/2023,32.55,32.55,,31.118,,31.01,,31.59,,,,,,,
,9/19/2023,8/31/2023,46.46,46.46,,45.03,,45.03,,45.35,,,,,,,
,5/23/2023,5/1/2023,34.12,34.12,,31.23,,31.43,,31.58,,,,,,,
,3/1/2023,2/28/2023,24.64,24.64,,21.91,,21.76,,20.68,,,,,,,
,12/6/2022,11/30/2022,27.45,27.45,,25.35,,25.71,,28.76,,,,,,,
