CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,
,9/19/2022,8/31/2022,40.51,40.51,,38.45,,38.5,,38.46,,,,,,,
,5/24/2022,5/1/2022,29.03,29.03,,25.79,,25.66,,24.65,,,,,,,
,3/1/2022,2/28/2022,22.3,22.3,,17.73,,16.26,,16.1,,,,,,,
,12/7/2021,11/30/2021,25.69461798,25.69,,20.87,,20.65,,20.49,,,,,,,
,9/21/2021,8/27/2021,35.71686364,35.72,,29.92,,29.46,,27.22,,,,,,,
,5/25/2021,5/1/2021,26.47852543,26.48,,20.14,,18.95,,17.71,,,,,,,
,3/2/2021,2/12/2021,14.93206146,14.93,,12.84,,12.68,,12.76,,,,,,,
,12/8/2020,11/20/2020,18.60682143,18.61,,17.85,,17.4,,15.23,,,,,,,
,9/22/2020,8/31/2020,30.92711553,30.93,,25.01,,22.69,,20.44,,,,,,,
,5/26/2020,5/1/2020,14.390465,14.39,,13.8,,13.65,,16.92,,,,,,,
,3/3/2020,2/14/2020,12.3875,12.39,,11.75,,11.83,,11.73,,,,,,,
,12/10/2019,11/22/2019,14.30359695,14.3,,13.74,,13.82,,14.21,,,,,,,
,9/24/2019,8/30/2019,22.59195012,22.59,,21.8,,21.68,,21.39,,,,,,,
,5/21/2019,5/1/2019,15.98602032,15.99,,15.14,,15.06,,14.75,,,,,,,
,2/26/2019,2/8/2019,11.48999727,11.49,,9.96,,9.99,,9.84,,,,,,,
,12/4/2018,11/16/2018,13.46537916,13.47,,12.21,,12.2,,11.93,,,,,,,
,,8/24/2018,15.0205261,,,17.92,,17.84,,17.39,,,,,,,
,,5/1/2018,13.41874931,,,12.94,,13,,13.01,,,,,,,
,,2/9/2018,10.38411879,,,8.93,,8.42,,8.71,,,,,,,
,,11/17/2017,10.00153047,,,9.81,,9.83,,10.25,,,,,,,
,,8/25/2017,15.26523361,,,15.11,,15.76,,15.89,,,,,,,
,,5/1/2017,11.43595932,,,12,,12.03,,12.05,,,,,,,
,,2/10/2017,8.08265167,,,8.2,,8.21,,8.22,,,,,,,
,,11/18/2016,9.363532303,,,9.31,,9.28,,9.29,,,,,,,
,,8/26/2016,14.29852246,,,14.25,,14.25,,14.39,,,,,,,
,,5/6/2016,10.77174807,,,10.92,,10.93,,10.94,,,,,,,
,,2/12/2016,7.427805575,,,7.28,,7.29,,7.3,,,,,,,
,,11/20/2015,8.289292825,,,8.24,,8.25,,8.14,,,,,,,
,,8/31/2015,12.74705265,,,12.69,,12.67,,12.69,,,,,,,
,,5/8/2015,9.568465373,,,9.52,,9.5,,9.52,,,,,,,
,,2/13/2015,6.50654579,,,6.38,,6.36,,6.28,,,,,,,
,,11/21/2014,7.274197979,,,7.16,,7.17,,7.23,,,,,,,
,,8/29/2014,11.27924175,,,11.26,,11.29,,11.28,,,,,,,
,,5/9/2014,8.457616562,,,8.45,,8.41,,8.37,,,,,,,
,,2/14/2014,5.628265375,,,5.55,,5.51,,5.54,,,,,,,
,,11/22/2013,6.289277887,,,6.28,,6.27,,6.29,,,,,,,
,,8/30/2013,10.41962105,,,10.34,,10.37,,10.38,,,,,,,
,,5/3/2013,7.270470038,,,7.23,,7.26,,7.25,,,,,,,
,,2/8/2013,4.78,,,4.76,,4.75,,4.79,,,,,,,
,,11/16/2012,5.41,,,5.39,,,,,,,,,,,
,,8/24/2012,8.46,,,8.39,,,,,,,,,,,
,,5/4/2012,6.28,,,6.28,,,,,,,,,,,
,,2/10/2012,4.15,,,nan,,,,,,,,,,,
,,11/18/2011,4.68,,,nan,,,,,,,,,,,
,,8/26/2011,6.91,,,nan,,,,,,,,,,,
,,5/6/2011,5.29,,,nan,,,,,,,,,,,
,,2/11/2011,3.34,,,nan,,,,,,,,,,,
,,11/19/2010,3.77,,,nan,,,,,,,,,,,
,,8/27/2010,5.45,,,nan,,,,,,,,,,,
,,5/7/2010,4.12,,,nan,,,,,,,,,,,
,,2/12/2010,2.46,,,nan,,,,,,,,,,,
,,11/20/2009,2.82,,,nan,,,,,,,,,,,
,,8/28/2009,4.22,,,nan,,,,,,,,,,,
,,5/8/2009,3.13,,,nan,,,,,,,,,,,
,,2/13/2009,2.03,,,nan,,,,,,,,,,,
,,11/21/2008,2.23,,,nan,,,,,,,,,,,
,,8/29/2008,3.82,,,nan,,,,,,,,,,,
,,5/2/2008,3.13,,,nan,,,,,,,,,,,
,,2/8/2008,1.67,,,nan,,,,,,,,,,,
,,11/16/2007,2.02,,,nan,,,,,,,,,,,
,,8/24/2007,3.23,,,nan,,,,,,,,,,,
,,5/4/2007,2.17,,,nan,,,,,,,,,,,
,,2/9/2007,1.45,,,nan,,,,,,,,,,,
,,11/17/2006,1.73,,,nan,,,,,,,,,,,
,,8/25/2006,2.92,,,nan,,,,,,,,,,,
,,5/5/2006,1.89,,,nan,,,,,,,,,,,
,,2/10/2006,1.25,,,nan,,,,,,,,,,,
,,11/18/2005,1.48,,,nan,,,,,,,,,,,
,,8/26/2005,2.66,,,nan,,,,,,,,,,,
,,5/6/2005,1.86,,,nan,,,,,,,,,,,
,,2/11/2005,1.16,,,nan,,,,,,,,,,,
,,11/19/2004,1.52,,,nan,,,,,,,,,,,
,,8/27/2004,2.526234512,,,nan,,,,,,,,,,,
,,5/7/2004,1.683188188,,,nan,,,,,,,,,,,
,,2/13/2004,1.041191439,,,nan,,,,,,,,,,,
,,11/21/2003,1.34640906,,,nan,,,,,,,,,,,
,,8/29/2003,2.271583443,,,nan,,,,,,,,,,,
,,5/9/2003,1.301267418,,,nan,,,,,,,,,,,
,,2/14/2003,0.789646689,,,nan,,,,,,,,,,,
,,11/22/2002,1.036608501,,,nan,,,,,,,,,,,
,,8/30/2002,1.730926702,,,nan,,,,,,,,,,,
,,5/3/2002,0.959397622,,,nan,,,,,,,,,,,
,,2/8/2002,0.580808219,,,nan,,,,,,,,,,,
,,11/19/2001,0.760155508,,,nan,,,,,,,,,,,
,,8/27/2001,0.237643046,,,nan,,,,,,,,,,,
,,5/2/2001,0.561984129,,,nan,,,,,,,,,,,
,,2/12/2001,0.277179989,,,nan,,,,,,,,,,,
,,11/20/2000,0.459530115,,,nan,,,,,,,,,,,
,,8/30/2000,0.84,,,nan,,,,,,,,,,,
,,5/12/2000,0.5,,,nan,,,,,,,,,,,
,,2/22/2000,0.28,,,nan,,,,,,,,,,,
,,11/30/1999,0.4,,,nan,,,,,,,,,,,
,,9/7/1999,0.67,,,nan,,,,,,,,,,,
,,5/17/1999,0.39,,,nan,,,,,,,,,,,
,,2/23/1999,0.24,,,nan,,,,,,,,,,,
