Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,10/30/2021,1.09,3/23/2020,1.09,2/18/2020,,2/18/2020,,,,,,,,,
,7/31/2021,0.95,,0.95,,,,,,,,,,,,
,4/30/2021,0.85,,0.85,,,,,,,,,,,,
,1/31/2021,0.91,,0.91,,,,,,,,,,,,
,10/30/2020,1,2/18/2020,0.98,2/18/2020,0.97,1/15/2020,0.97,,0.96,,0.95,0.96,0.95,0.95304918,
,7/31/2020,0.84,,0.84,,0.84,,0.85,,0.84,,0.82,0.820065574,,,
,4/30/2020,0.74,,0.79,,0.79,,0.79,,0.78,,0.79,0.81,0.797901639,,
2/18/2020,1/31/2020,0.63,,0.81,,0.81,,0.84,,0.83,0.84,0.83,0.808983607,,,
11/25/2019,10/31/2019,0.619808307,,0.85,,0.86,,0.85,0.87,0.86,0.85,0.86,0.74,0.8,0.79,0.83
8/14/2019,7/31/2019,0.60443038,,0.72,,0.73,,0.74,0.72,0.74,0.7,0.72,,,,
5/14/2019,4/30/2019,0.566978193,,0.72,,0.71,,0.72,,,,,,,,
2/20/2019,1/31/2019,1.565217391,,0.73,,0.74,,0.72,,,,,,,,
11/19/2018,10/31/2018,0.605590062,,0.63,,0.74,,0.73,0.75,0.68,,,,,,
8/14/2018,7/31/2018,0.728395062,,0.63,,0.65,,0.59,,,,,,,,
5/14/2018,4/30/2018,0.628834356,,0.64,,0.56,,,,,,,,,,
2/14/2018,1/31/2018,-0.990712074,,0.58,,0.57,,,,,,,,,,
11/20/2017,10/31/2017,0.542944785,,0.62,,0.61,,0.62,0.61,,,,,,,
8/15/2017,7/31/2017,0.536809816,,0.52,,0.53,,0.54,0.55,,,,,,,
5/22/2017,4/28/2017,0.504615385,,0.48,,0.5,,,,,,,,,,
2/14/2017,1/31/2017,0.515337423,,0.49,,0.53,,,,,,,,,,
,10/31/2016,0.37804878,,0.52,,0.54,,0.55,0.56,,,,,,,
,7/29/2016,0.37804878,,0.47,,0.49,,0.51,,,,,,,,
,4/29/2016,0.277439024,,0.39,,0.43,,0.45,,,,,,,,
,1/29/2016,0.370481928,,0.43,,0.47,,,,,,,,,,
,10/30/2015,0.42042042,,0.47,,0.49,,0.5,0.95,0.98,,,,,,
,7/31/2015,0.308383234,,0.41,,0.42,,0.43,0.86,0.85,,,,,,
,4/30/2015,0.246290801,,0.39,,0.83,,0.84,0.78,,,,,,,
,1/30/2015,0.186390533,,0.41,,0.77,,0.78,0.89,,,,,,,
,10/31/2014,0.047337278,,0.89,,0.94,,0.9,0.91,0.85,0.84,0.74,,,,
,7/31/2014,0.434911243,,0.74,,0.79,,0.8,0.77,0.74,,,,,,
,4/30/2014,0.412462908,,0.72,,0.73,,0.82,0.83,0.66,,,,,,
,1/31/2014,0.576923077,,0.66,,0.73,,0.76,,,,,,,,
,10/31/2013,0.62797619,,0.76,,0.62,,,,,,,,,,
,7/31/2013,0.489795918,,0.62,,0.74,,0.67,,,,,,,,
,4/30/2013,0.475644699,,0.67,,0.74,,0.67,,,,,,,,
,1/31/2013,0.508522727,,0.67,,0.66,,0.8,,,,,,,,
,10/31/2012,1.203966006,,0.84,,0.83,,,,,,,,,,
,7/31/2012,0.688385269,,0.83,,,,,,,,,,,,
,4/30/2012,0.720338983,,0.73,,,,,,,,,,,,
,1/31/2012,0.653409091,,,,,,,,,,,,,,
,10/31/2011,0.823361823,,,,,,,,,,,,,,
,8/1/2011,0.924369748,,,,,,,,,,,,,,
,5/2/2011,0.563380282,,,,,,,,,,,,,,
,1/31/2011,0.543661972,,,,,,,,,,,,,,
,10/29/2010,0.829545455,,,,,,,,,,,,,,
,7/30/2010,0.582386364,,,,,,,,,,,,,,
,4/30/2010,0.305084746,,,,,,,,,,,,,,
,1/29/2010,0.223163842,,,,,,,,,,,,,,
,10/30/2009,0.071428571,,,,,,,,,,,,,,
,7/31/2009,-0.055072464,,,,,,,,,,,,,,
,4/30/2009,-0.293604651,,,,,,,,,,,,,,
,1/30/2009,0.181818182,,,,,,,,,,,,,,
,10/31/2008,0.622641509,,,,,,,,,,,,,,
,7/31/2008,0.454301075,,,,,,,,,,,,,,
,4/30/2008,0.467567568,,,,,,,,,,,,,,
,1/29/2008,0.314136126,,,,,,,,,,,,,,
,10/31/2007,0.46,,,,,,,,,,,,,,
,7/31/2007,0.45,,,,,,,,,,,,,,
,4/30/2007,0.3,,,,,,,,,,,,,,
,1/31/2007,0.36,,,,,,,,,,,,,,
