CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,
Adjusted,,12/31/2026,,1.76,1/12/2026,1.76,11/29/2025,1.75,10/26/2025,1.74,10/6/2025,1.74,8/29/2025,1.74,7/25/2025,1.73,6/4/2025
,,9/30/2026,,1.65,,1.65,,1.65,,1.64,,1.64,,1.64,,1.63,
,,6/30/2026,,1.62,,1.62,,1.6,,1.59,,1.59,,1.59,,1.58,
,,3/30/2026,,1.63,,1.63,,1.61,,1.59,,1.59,,1.59,,1.58,
,,12/31/2025,,1.61,1/13/2025,1.61,1/13/2025,1.59,1/13/2025,1.58,1/13/2025,1.58,1/13/2025,1.58,1/13/2025,1.56,1/13/2025
,10/23/2025,9/30/2025,0.83,1.57,,1.47,,1.47,,1.47,,1.46,,,,,
,7/23/2025,6/30/2025,0.72,1.45,,1.39,,1.39,,1.42,,,,,,,
,4/24/2025,3/30/2025,0.84,1.44,,1.41,,1.41,,1.4,,,,,,,
,2/6/2025,12/31/2024,0.98,1.58,4/7/2024,1.32,4/7/2024,1.32,4/7/2024,1.33,4/7/2024,,,,,,
,10/24/2024,9/30/2024,0.65,1.29,,1.26,,1.27,,1.27,,,,,,,
,7/25/2024,6/30/2024,0.75,1.27,,1.2,,1.2,,1.21,,,,,,,
,4/25/2024,3/30/2024,0.62,1.28,,1.21,,1.22,,1.24,,,,,,,
,2/13/2024,12/31/2023,0.77,1.26,3/23/2023,1.24,3/23/2023,1.24,3/23/2023,1.24,3/23/2023,,,,,,
,10/26/2023,9/30/2023,0.61,1.17,,1.17,,1.21,,1.24,,,,,,,
,7/27/2023,6/30/2023,0.51,1.08,,1.12,,1.13,,1.19,,,,,,,
,4/27/2023,3/30/2023,0.49,1.11,,1.14,,1.14,,1.19,,,,,,,
,2/7/2023,12/31/2022,0.81,1.16,,1.16,,1.16,,1.18,,,,,,,
,10/27/2022,9/30/2022,0.61,1.15,,1.19,,1.19,,1.23,,,,,,,
,7/27/2022,6/30/2022,0.42,1.09,,1.19,,1.2,,1.23,,,,,,,
,4/28/2022,3/31/2022,0.64,1.25,,1.25,,1.26,,1.28,,,,,,,
,2/10/2022,12/31/2021,0.94,1.28,,1.23,,1.23,,1.23,,,,,,,
,10/28/2021,9/30/2021,0.69,1.32,,1.2,,1.2,,1.18,,,,,,,
,7/28/2021,6/30/2021,0.71,1.24,,1.14,,1.14,,1.11,,,,,,,
,4/26/2021,3/31/2021,0.65,1.18,,1.1,,1.1,,1.08,,,,,,,
,2/10/2021,12/31/2020,0.74,1.13,,1.05,,1.05,,1.06,,,,,,,
,10/28/2020,9/30/2020,0.6,1.1,,0.98,,0.98,,0.86,,,,,,,
,7/28/2020,6/30/2020,0.64,1.04,,0.91,,0.91,,0.99,,,,,,,
,4/30/2020,3/31/2020,0.373493976,1.03,,0.96,,0.97,,0.96,,,,,,,
,2/12/2020,12/31/2019,0.535552194,1.08,,0.97,,0.95,,1.04,,,,,,,
,10/31/2019,9/30/2019,0.361629235,0.93,,0.89,,0.96,,0.9,,,,,,,
,7/29/2019,6/28/2019,0.454921112,0.91,,0.91,,0.87,,0.84,,,,,,,
,4/30/2019,3/29/2019,0.306408798,0.91,,0.87,,0.83,,0.8,,,,,,,
,2/14/2019,12/31/2018,0.229476153,0.95,,0.85,,0.83,,0.77,,,,,,,
,10/31/2018,9/28/2018,0.225653207,0.79,,0.74,,0.66,,0.6,,,,,,,
,8/2/2018,6/29/2018,-0.256647865,0.62,,0.55,,0.54,,0.56,,,,,,,
,5/1/2018,3/29/2018,0.2354633,0.53,,0.54,,0.55,,0.53,,,,,,,
,2/15/2018,12/29/2017,0.773125158,,,0.53,,0.52,,0.505,,,,,,,
,10/25/2017,9/29/2017,0.302445387,,,0.5,,0.49,,,,,,,,,
,7/27/2017,6/30/2017,0.24207876,,,0.46,,0.47,,0.475,,,,,,,
,4/27/2017,3/31/2017,0.229595048,,,0.44,,0.45,,0.455,,,,,,,
,,12/30/2016,0.275198232,,,0.44,,0.445,,0.44,,,,,,,
,,9/30/2016,0.093757108,,,0.41,,0.415,,0.41,,,,,,,
,,6/30/2016,0.068859923,,,0.38,,0.395,,0.39,,,,,,,
,,3/31/2016,0.034294191,,,0.36,,0.365,,0.36,,,,,,,
,,12/31/2015,0.05933126,,,0.35,,0.345,,0.335,,,,,,,
,,9/30/2015,-0.178672834,,,0.31,,0.315,,0.34,,,,,,,
,,6/30/2015,0.218392088,,,0.32,,0.315,,0.305,,,,,,,
,,3/31/2015,0.148356245,,,0.295,,0.31,,0.305,,,,,,,
,,12/31/2014,0.208470484,,,0.31,,0.305,,0.3,,,,,,,
,,9/30/2014,0.233585454,,,0.29,,0.295,,0.29,,,,,,,
,,6/30/2014,0.156416851,,,0.285,,0.28,,0.27,,,,,,,
,,3/31/2014,0.152173163,,,0.265,,0.23,,0.265,,,,,,,
,,12/31/2013,0.154994465,,,0.26,,0.24,,,,,,,,,
,,9/30/2013,0.252509644,,,0.25,,0.215,,,,,,,,,
,,6/28/2013,0.153136726,,,0.225,,0.205,,,,,,,,,
,,3/28/2013,0.127903784,,,0.215,,0.19,,,,,,,,,
,,12/31/2012,0.096468076,,,0.2,,,,,,,,,,,
,,9/28/2012,0.10585683,,,0.165,,,,,,,,,,,
,,6/29/2012,-0.024072319,,,nan,,,,,,,,,,,
,,3/30/2012,0.109033375,,,nan,,,,,,,,,,,
,,12/30/2011,0.08165628,,,nan,,,,,,,,,,,
,,9/30/2011,0.092276725,,,nan,,,,,,,,,,,
,,6/30/2011,0.08053907,,,nan,,,,,,,,,,,
,,3/31/2011,0.062484115,,,nan,,,,,,,,,,,
,,12/31/2010,0.06,,,nan,,,,,,,,,,,
,,9/30/2010,0.065,,,nan,,,,,,,,,,,
,,6/30/2010,0.03,,,nan,,,,,,,,,,,
