Q_Report_Date,Date,Q_EPS_Diluted,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,4/30/2013,0.138512148,0.07,0.18,0.19,0.11,,,,,,,,,,
,1/30/2013,0.024932352999999997,0.11,0.1,0.11,0.23,,,,,,,,,,
,10/31/2012,2.353980832,0.24,,,,,,,,,,,,,
,7/30/2012,0.36211808799999995,0.18,,,,,,,,,,,,,
,4/27/2012,0.100128781,,,,,,,,,,,,,,
,1/30/2012,-0.016751748,,,,,,,,,,,,,,
,10/28/2011,0.08979555300000001,,,,,,,,,,,,,,
,7/29/2011,0.248662438,,,,,,,,,,,,,,
,4/29/2011,-0.12445629400000001,,,,,,,,,,,,,,
,1/28/2011,0.020324647,,,,,,,,,,,,,,
,10/29/2010,0.300869607,,,,,,,,,,,,,,
,7/30/2010,0.162843407,,,,,,,,,,,,,,
,4/30/2010,-0.244252057,,,,,,,,,,,,,,
,1/29/2010,-0.246639675,,,,,,,,,,,,,,
,10/30/2009,-0.68315381,,,,,,,,,,,,,,
,7/31/2009,-2.9292753260000004,,,,,,,,,,,,,,
,4/30/2009,-0.516123227,,,,,,,,,,,,,,
,1/30/2009,-0.553173615,,,,,,,,,,,,,,
,10/31/2008,-0.49347941799999995,,,,,,,,,,,,,,
,7/31/2008,-0.18452264699999998,,,,,,,,,,,,,,
,4/30/2008,-0.590949496,,,,,,,,,,,,,,
,1/31/2008,-0.60804243,,,,,,,,,,,,,,
,10/31/2007,-0.52198843,,,,,,,,,,,,,,
,7/31/2007,0.161131559,,,,,,,,,,,,,,
,4/30/2007,0.22331917199999998,,,,,,,,,,,,,,
,1/31/2007,0.331098215,,,,,,,,,,,,,,
,10/31/2006,1.065312402,,,,,,,,,,,,,,
,7/31/2006,1.067994178,,,,,,,,,,,,,,
,4/28/2006,1.055573322,,,,,,,,,,,,,,
,1/31/2006,0.980979123,,,,,,,,,,,,,,
,10/31/2005,1.8365713609999998,,,,,,,,,,,,,,
,7/29/2005,1.26900726,,,,,,,,,,,,,,
,4/29/2005,1.004611696,,,,,,,,,,,,,,
,1/31/2005,0.663477517,,,,,,,,,,,,,,
,10/29/2004,1.107870325,,,,,,,,,,,,,,
,7/30/2004,0.655060554,,,,,,,,,,,,,,
,4/30/2004,0.444808783,,,,,,,,,,,,,,
,1/30/2004,0.309852881,,,,,,,,,,,,,,
,10/31/2003,0.5931124720000001,,,,,,,,,,,,,,
,7/31/2003,0.451180925,,,,,,,,,,,,,,
,4/30/2003,0.35913234899999996,,,,,,,,,,,,,,
,1/31/2003,0.30557948,,,,,,,,,,,,,,
,10/31/2002,0.440683672,,,,,,,,,,,,,,
,7/31/2002,0.34882962799999995,,,,,,,,,,,,,,
,4/30/2002,0.344386584,,,,,,,,,,,,,,
,1/31/2002,0.29964711,,,,,,,,,,,,,,
,10/31/2001,0.458914293,,,,,,,,,,,,,,
,7/31/2001,0.38394068200000003,,,,,,,,,,,,,,
,4/30/2001,0.291342091,,,,,,,,,,,,,,
,1/31/2001,0.253234809,,,,,,,,,,,,,,
,10/31/2000,0.37913294299999994,,,,,,,,,,,,,,
,7/31/2000,0.250100755,,,,,,,,,,,,,,
,4/28/2000,0.188667783,,,,,,,,,,,,,,
,1/31/2000,0.151677098,,,,,,,,,,,,,,
,10/29/1999,0.22609612899999998,,,,,,,,,,,,,,
,7/30/1999,0.20102272699999998,,,,,,,,,,,,,,
,4/30/1999,0.147834704,,,,,,,,,,,,,,
,1/29/1999,0.10502064,,,,,,,,,,,,,,
,10/30/1998,0.182559969,,,,,,,,,,,,,,
,7/31/1998,0.167047669,,,,,,,,,,,,,,
,4/30/1998,0.094200088,,,,,,,,,,,,,,
,1/30/1998,0.10855168300000001,,,,,,,,,,,,,,
,10/31/1997,0.163175003,,,,,,,,,,,,,,
,7/31/1997,0.111220128,,,,,,,,,,,,,,
,4/30/1997,0.08483897900000001,,,,,,,,,,,,,,
,1/31/1997,0.076464472,,,,,,,,,,,,,,
,10/31/1996,0.149899547,,,,,,,,,,,,,,
,7/31/1996,0.10476481800000001,,,,,,,,,,,,,,
,4/30/1996,0.054069972,,,,,,,,,,,,,,
,1/31/1996,0.05583016,,,,,,,,,,,,,,
,10/31/1995,0.11547560800000001,,,,,,,,,,,,,,
,7/31/1995,0.10409780099999999,,,,,,,,,,,,,,
,4/28/1995,0.065312699,,,,,,,,,,,,,,
,1/31/1995,0.057339832,,,,,,,,,,,,,,
,10/31/1994,0.106476079,,,,,,,,,,,,,,
,7/29/1994,0.055271238,,,,,,,,,,,,,,
,4/29/1994,0.029944653999999998,,,,,,,,,,,,,,
,1/31/1994,0.062180143,,,,,,,,,,,,,,
,10/29/1993,0.088010887,,,,,,,,,,,,,,
,7/30/1993,0.047216327999999995,,,,,,,,,,,,,,
,4/30/1993,0.027642653,,,,,,,,,,,,,,
