Q_Report_Date,Date,Q_EPS_Diluted,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,10/30/2020,1.45,1.56,1.56,1.59,1.82,1.83,1.94,1.8756129030000002,,,,,,,
,7/31/2020,1.02,1.03,1.03,1.08,1.27,1.28,1.33,1.314967742,,,,,,,
,4/30/2020,0.93,0.95,0.95,0.89,0.88,0.98,0.948,,,,,,,,
,1/31/2020,0.63,0.68,0.68,0.69,0.53,0.632,,,,,,,,,
,10/31/2019,1.32,1.4,1.4,1.41,1.45,1.65,1.71,1.84,1.83,1.94,1.95,1.98,1.99,1.96,1.97
,7/31/2019,1.000293967,0.83,0.88,1.19,1.21,1.28,1.29,1.28,1.36,1.37,1.39,1.26,1.28,,
,4/30/2019,0.873049842,0.75,0.76,0.93,0.94,1.03,1.04,1.06,1.04,1.03,,,,,
,1/31/2019,0.7569309340000001,0.61,0.62,0.68,0.69,0.68,0.69,,,,,,,,
,10/31/2018,2.078674893,1.83,1.84,1.83,1.88,1.89,1.78,1.75,1.37,,,,,,
,7/31/2018,1.261697558,1.03,1.15,1.14,0.82,0.84,,,,,,,,,
,4/30/2018,0.720754985,0.76,0.77,0.65,0.64,,,,,,,,,,
,1/31/2018,0.831400215,0.62,0.47,0.42,,,,,,,,,,,
,10/31/2017,1.165970893,1.19,1.3,1.27,1.15,1.07,1.06,1.07,,,,,,,
,7/31/2017,0.865943507,0.69,0.78,0.79,0.8,0.75,0.73,0.77,0.79,,,,,,
,4/28/2017,0.7271634690000001,0.63,0.64,0.63,0.65,0.61,0.59,0.6,,,,,,,
,1/31/2017,0.413198214,0.35,0.36,0.56,0.53,0.55,,,,,,,,,
,10/31/2016,0.666216224,0.99,1.09,1.04,1.05,1.04,1.0,0.99,1.01,0.98,0.97,0.94,,,
,7/29/2016,0.608304259,0.61,0.69,0.7,0.71,0.73,0.74,0.46,,,,,,,
,4/29/2016,0.505702495,0.46,0.47,0.5,0.56,0.54,0.56,,,,,,,,
,1/29/2016,0.40122593799999995,0.4,0.5,0.49,0.48,0.5,0.48,,,,,,,,
,10/30/2015,0.796612463,0.83,0.84,0.83,0.8,0.78,0.77,0.76,0.74,0.75,0.81,0.87,,,
,7/31/2015,0.36054620200000004,0.49,0.53,0.54,0.53,0.58,0.65,,,,,,,,
,4/30/2015,0.36751101,0.35,0.37,0.36,0.4,0.45,,,,,,,,,
,1/30/2015,0.441726822,0.3,0.33,0.7,,,,,,,,,,,
,10/31/2014,0.708378889,0.73,0.72,0.69,0.67,0.58,0.46,,,,,,,,
,7/31/2014,0.523889952,0.45,0.47,0.45,0.41,0.25,,,,,,,,,
,4/30/2014,0.34982461,0.26,0.27,0.31,0.29,0.18,,,,,,,,,
,1/31/2014,0.246527628,0.18,0.19,0.21,0.42,,,,,,,,,,
,10/31/2013,0.533317973,0.43,0.39,0.27,,,,,,,,,,,
,7/31/2013,0.261768192,0.26,0.31,0.07,,,,,,,,,,,
