CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/6/2024,6/30/2024,1.17,1.52,,1.32,,1.32,,1.29,,1.3,,1.33,,1.29,,1.26,,1.26,,1.15,,1.14,,,,1.01,,0.99,,1,,0.99,,0.99,,0.88,,0.86,,0.86,,0.86,,0.86,,,,0.71,,0.82,,0.82,,0.83,,0.8,,0.8,,0.8,,0.71,,0.71,,0.72,,0.72,,0.65,,0.67,,0.73,,0.73,,0.73,,0.73,,0.69,,0.69,,0.7,,0.68,,0.68,,0.68,,0.68,,0.68,,,,,,,,,,,,,,,,,
,5/7/2024,3/30/2024,1.05,1.45,,1.3,,1.3,,1.25,,1.22,,1.18,,1.18,,1.13,,1.13,,,,0.97,,0.96,,0.96,,0.96,,0.95,,0.89,,0.88,,0.88,,0.88,,0.88,,,,0.8,,0.79,,0.79,,0.79,,0.76,,0.76,,0.76,,0.71,,0.71,,0.72,,0.72,,0.69,,0.69,,0.7,,0.7,,0.69,,0.69,,0.65,,0.65,,0.65,,0.66,,0.66,,0.66,,0.65,,0.65,,,,,,,,,,,,,,,,,,,,,
,2/7/2024,12/31/2023,1.08,1.4,3/23/2023,1.24,3/23/2023,1.17,3/23/2023,1.12,3/23/2023,1.12,3/23/2023,1.08,3/23/2023,1.09,3/23/2023,1.11,3/23/2023,1.08,2/11/2023,1.03,1/17/2023,1.04,12/10/2022,1.03,11/3/2022,1.03,9/17/2022,0.92,8/14/2022,0.87,7/14/2022,0.88,6/12/2022,0.88,5/11/2022,0.88,4/20/2022,,3/18/2022,0.7,2/11/2022,0.87,1/17/2022,0.87,12/10/2021,0.87,11/5/2021,0.81,10/18/2021,0.81,9/15/2021,0.81,8/9/2021,0.74,7/9/2021,0.74,6/5/2021,0.74,5/7/2021,0.74,4/15/2021,0.65,3/13/2021,0.68,2/11/2021,0.77,1/12/2021,0.77,12/11/2020,0.77,11/10/2020,0.77,11/7/2020,0.71,10/17/2020,0.71,9/20/2020,0.72,8/15/2020,0.72,8/10/2020,0.72,7/6/2020,0.72,6/13/2020,0.72,5/8/2020,0.72,3/23/2020,,,,,,,,,,,,,,,,,,,,,,,,
,11/2/2023,9/30/2023,1.24,1.51,,1.13,,1.13,,1.05,,1.06,,1.07,,1.06,,1.03,,1.03,,1.03,,1.01,,0.91,,0.89,,0.89,,0.89,,0.89,,,,0.71,,0.87,,0.87,,0.87,,0.82,,0.82,,0.82,,0.74,,0.74,,0.74,,0.74,,0.67,,0.7,,0.77,,0.77,,0.76,,0.76,,0.72,,0.72,,0.73,,0.7,,0.7,,0.7,,0.71,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3/2023,6/30/2023,0.95,1.27,,1.01,,1.02,,1.02,,1.01,,0.99,,1,,0.99,,0.99,,0.88,,0.86,,0.86,,0.86,,0.86,,,,0.71,,0.82,,0.82,,0.83,,0.8,,0.8,,0.8,,0.71,,0.71,,0.72,,0.72,,0.65,,0.67,,0.73,,0.73,,0.73,,0.73,,0.69,,0.69,,0.7,,0.68,,0.68,,0.68,,0.68,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4/2023,3/30/2023,0.77,1.09,,0.96,,0.97,,0.96,,0.96,,0.96,,0.95,,0.89,,0.88,,0.88,,0.88,,0.88,,,,0.8,,0.79,,0.79,,0.79,,0.76,,0.76,,0.76,,0.71,,0.71,,0.72,,0.72,,0.69,,0.69,,0.7,,0.7,,0.69,,0.69,,0.65,,0.65,,0.65,,0.66,,0.66,,0.66,,0.65,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/9/2023,12/31/2022,0.74,1.01,,0.9,,0.9,,0.89,,0.89,,0.79,,0.74,,0.74,,0.74,,0.69,,0.69,,0.7,2/11/2022,0.87,1/17/2022,0.87,12/10/2021,0.87,11/5/2021,0.81,10/18/2021,0.81,9/15/2021,0.81,8/9/2021,0.74,7/9/2021,0.74,6/5/2021,0.74,5/7/2021,0.74,4/15/2021,0.65,3/13/2021,0.68,2/11/2021,0.77,1/12/2021,0.77,12/11/2020,0.77,11/10/2020,0.77,11/7/2020,0.71,10/17/2020,0.71,9/20/2020,0.72,8/15/2020,0.72,8/10/2020,0.72,7/6/2020,0.72,6/13/2020,0.72,5/8/2020,0.72,3/23/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/2/2022,9/30/2022,0.71,0.94,,0.87,,0.79,,0.75,,0.75,,0.75,,0.71,,0.71,,0.71,,0.87,,0.87,,0.87,,0.82,,0.82,,0.82,,0.74,,0.74,,0.74,,0.74,,0.67,,0.7,,0.77,,0.77,,0.76,,0.76,,0.72,,0.72,,0.73,,0.7,,0.7,,0.7,,0.71,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/8/2022,6/30/2022,0.67,0.89,,0.79,,0.79,,0.79,,0.71,,0.71,,0.71,,0.82,,0.82,,0.83,,0.8,,0.8,,0.8,,0.71,,0.71,,0.72,,0.72,,0.65,,0.67,,0.73,,0.73,,0.73,,0.73,,0.69,,0.69,,0.7,,0.68,,0.68,,0.68,,0.68,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4/2022,3/31/2022,0.64,0.89,,0.8,,0.8,,0.8,,0.79,,0.79,,0.79,,0.76,,0.76,,0.76,,0.71,,0.71,,0.72,,0.72,,0.69,,0.69,,0.7,,0.7,,0.69,,0.69,,0.65,,0.65,,0.65,,0.66,,0.66,,0.66,,0.65,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/10/2022,12/31/2021,0.55,0.84,,0.8,,0.8,,0.8,,0.74,,0.74,,0.74,,0.64,,0.64,,0.64,,0.65,4/15/2021,0.65,3/13/2021,0.68,2/11/2021,0.77,1/12/2021,0.77,12/11/2020,0.77,11/10/2020,0.77,11/7/2020,0.71,10/17/2020,0.71,9/20/2020,0.72,8/15/2020,0.72,8/10/2020,0.72,7/6/2020,0.72,6/13/2020,0.72,5/8/2020,0.72,3/23/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/3/2021,9/30/2021,0.7,0.86,,0.79,,0.79,,0.79,,0.66,,0.66,,0.66,,0.67,,0.67,,0.7,,0.77,,0.77,,0.76,,0.76,,0.72,,0.72,,0.73,,0.7,,0.7,,0.7,,0.71,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/9/2021,6/30/2021,0.53,0.79,,0.68,,0.68,,0.68,,0.65,,0.65,,0.67,,0.73,,0.73,,0.73,,0.73,,0.69,,0.69,,0.7,,0.68,,0.68,,0.68,,0.68,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/5/2021,3/31/2021,0.01,0.74,,0.69,,0.69,,0.69,,0.7,,0.7,,0.69,,0.69,,0.65,,0.65,,0.65,,0.66,,0.66,,0.66,,0.65,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/10/2021,12/31/2020,0.59,0.71,,0.7,,0.7,,0.7,,0.69,3/23/2020,0.59,3/23/2020,0.59,3/23/2020,0.59,3/23/2020,0.59,3/23/2020,0.59,3/23/2020,0.59,3/23/2020,0.62,3/23/2020,0.68,3/23/2020,0.67,2/13/2020,0.65,2/10/2020,0.65,1/11/2020,0.6,9/23/2019,0.6,,0.59,,0.59,,0.6,0.59,0.582887701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/4/2020,9/30/2020,0.56,0.77,,0.67,,0.67,,0.67,,0.61,,0.61,,0.61,,0.63,,0.69,,0.68,,0.67,,0.67,,0.6,,0.6,,0.57,,0.57,,0.58,0.582887701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/10/2020,6/30/2020,0.64,0.74,,0.64,,0.64,,0.63,,0.63,,0.62,,0.61,,0.61,,0.57,,0.57,,0.54,,0.54,,0.53,0.52459893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/7/2020,3/31/2020,0.46,0.65,,0.61,,0.59,,0.57,,0.57,,0.53,,0.53,,0.51,,0.51,,0.49,0.489625668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/12/2020,12/31/2019,0.5,0.64,,0.58,,0.59,,0.5,,0.49,,0.49,,0.49,,0.5,0.48,0.47,0.46,0.47,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/30/2019,9/30/2019,0.47,0.66,,0.53,,0.53,,0.48,,0.48,,0.49,0.5,0.49,0.47,0.46,0.45,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/31/2019,6/28/2019,0.390849988,0.55,,0.47,,0.45,,0.44,,0.43,0.42,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/1/2019,3/29/2019,0.319308718,0.49,,0.42,,0.41,,0.4,,0.39,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/12/2019,12/31/2018,0.346320346,0.51,,0.4,,0.38,,0.37,,0.39,0.4,0.39,0.32,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/30/2018,9/28/2018,0.556176979,0.49,,0.38,,0.37,,0.32,,0.26,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/31/2018,6/29/2018,0.243823286,0.39,,0.34,,0.29,,0.24,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/1/2018,3/29/2018,0.218009253,0.36,,0.33,,0.26,,0.27,,0.26,0.23,0.24,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/12/2018,12/29/2017,0.069343952,,,0.28,,0.23,,0.24,,0.25,0.24,0.26,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/31/2017,9/29/2017,0.209732251,,,0.22,,0.21,,0.22,,0.24,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/2/2017,6/30/2017,0.1821677,,,0.2,,0.22,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/2/2017,3/31/2017,0.564551422,,,0.18,,0.21,,0.2,,0.21,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2016,0.151453772,,,0.18,,0.19,,0.2,,0.21,0.22,0.2,0.19,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2016,0.12905559,,,0.19,,0.2,,0.21,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2016,0.092756207,,,0.17,,0.18,,0.19,,0.17,0.16,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2016,0.126407315,,,0.15,,0.18,,0.16,,0.15,0.16,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2015,0.142190531,,,0.17,,0.12,,0.11,,0.15,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2015,0.108677316,,,0.13,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2015,0.086185835,,,0.11,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2015,0.07851445,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2014,0.684825937,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2014,0.086515642,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/27/2014,0.046309618,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2014,-0.0135318,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2013,0.001226894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/27/2013,0.036113334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/27/2013,0.024665894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/27/2013,-0.019146504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/28/2012,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
