CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-GAAP,,12/31/2026,,1.71,6/25/2025,1.7,5/12/2025,1.62,4/23/2025,1.63,3/23/2025,1.63,2/12/2025,1.52,12/19/2024,1.52,11/8/2024,1.47,9/28/2024,1.46,8/10/2024,1.44,6/27/2024,1.44,5/11/2024,1.28,4/4/2024,1.29,2/10/2024,1.35,12/29/2023,1.29,11/3/2023,1.27,9/25/2023,1.27,8/6/2023,1.23,6/19/2023,1.24,5/7/2023,,3/23/2023,1.08,2/11/2023,1.03,1/17/2023,1.04,12/10/2022,1.03,11/3/2022,1.03,9/17/2022,0.92,8/14/2022,0.87,7/14/2022,0.88,6/12/2022,0.88,5/11/2022,0.88,4/20/2022,,3/18/2022,0.7,2/11/2022,0.87,1/17/2022,0.87,12/10/2021,0.87,11/5/2021,0.81,10/18/2021,0.81,9/15/2021,0.81,8/9/2021,0.74,7/9/2021,0.74,6/5/2021,0.74,5/7/2021,0.74,4/15/2021,0.65,3/13/2021,0.68,2/11/2021,0.77,1/12/2021,0.77,12/11/2020,0.77,11/10/2020,0.77,11/7/2020,0.71,10/17/2020,0.71,9/20/2020,0.72,8/15/2020,0.72,8/10/2020,0.72,7/6/2020,0.72,6/13/2020,0.72,5/8/2020,0.72,3/23/2020
,,9/30/2026,,1.66,,1.64,,1.59,,1.59,,1.59,,1.58,,1.58,,1.45,,1.45,,1.42,,1.42,,1.3,,1.32,,1.39,,1.3,,1.25,,1.25,,1.19,,1.2,,,,1.06,,1.03,,1.03,,1.03,,1.01,,0.91,,0.89,,0.89,,0.89,,0.89,,,,0.71,,0.87,,0.87,,0.87,,0.82,,0.82,,0.82,,0.74,,0.74,,0.74,,0.74,,0.67,,0.7,,0.77,,0.77,,0.76,,0.76,,0.72,,0.72,,0.73,,0.7,,0.7,,0.7,,0.71,,0.71,
,,6/30/2026,,1.62,,1.61,,1.54,,1.54,,1.54,,1.53,,1.53,,1.46,,1.46,,1.4,,1.4,,1.29,,1.3,,1.33,,1.29,,1.26,,1.26,,1.15,,1.14,,,,1.01,,0.99,,1,,0.99,,0.99,,0.88,,0.86,,0.86,,0.86,,0.86,,,,0.71,,0.82,,0.82,,0.83,,0.8,,0.8,,0.8,,0.71,,0.71,,0.72,,0.72,,0.65,,0.67,,0.73,,0.73,,0.73,,0.73,,0.69,,0.69,,0.7,,0.68,,0.68,,0.68,,0.68,,0.68,
,,3/30/2026,,1.64,,1.62,,1.53,,1.53,,1.53,,1.47,,1.47,,1.4,,1.4,,1.39,,1.38,,1.3,,1.3,,1.25,,1.22,,1.18,,1.18,,1.13,,1.13,,,,0.97,,0.96,,0.96,,0.96,,0.95,,0.89,,0.88,,0.88,,0.88,,0.88,,,,0.8,,0.79,,0.79,,0.79,,0.76,,0.76,,0.76,,0.71,,0.71,,0.72,,0.72,,0.69,,0.69,,0.7,,0.7,,0.69,,0.69,,0.65,,0.65,,0.65,,0.66,,0.66,,0.66,,0.65,,0.65,
,,12/31/2025,,1.54,12/19/2024,1.53,12/19/2024,1.47,12/19/2024,1.48,12/19/2024,1.47,12/19/2024,1.52,12/19/2024,1.52,11/8/2024,1.47,9/28/2024,1.46,8/10/2024,1.44,6/27/2024,1.44,5/11/2024,1.28,4/4/2024,1.29,2/10/2024,1.35,12/29/2023,1.29,11/3/2023,1.27,9/25/2023,1.27,8/6/2023,1.23,6/19/2023,1.24,5/7/2023,,3/23/2023,1.08,2/11/2023,1.03,1/17/2023,1.04,12/10/2022,1.03,11/3/2022,1.03,9/17/2022,0.92,8/14/2022,0.87,7/14/2022,0.88,6/12/2022,0.88,5/11/2022,0.88,4/20/2022,,3/18/2022,0.7,2/11/2022,0.87,1/17/2022,0.87,12/10/2021,0.87,11/5/2021,0.81,10/18/2021,0.81,9/15/2021,0.81,8/9/2021,0.74,7/9/2021,0.74,6/5/2021,0.74,5/7/2021,0.74,4/15/2021,0.65,3/13/2021,0.68,2/11/2021,0.77,1/12/2021,0.77,12/11/2020,0.77,11/10/2020,0.77,11/7/2020,0.71,10/17/2020,0.71,9/20/2020,0.72,8/15/2020,0.72,8/10/2020,0.72,7/6/2020,0.72,6/13/2020,0.72,5/8/2020,0.72,3/23/2020
,,9/30/2025,,1.5,,1.49,,1.45,,1.45,,1.45,,1.58,,1.58,,1.45,,1.45,,1.42,,1.42,,1.3,,1.32,,1.39,,1.3,,1.25,,1.25,,1.19,,1.2,,,,1.06,,1.03,,1.03,,1.03,,1.01,,0.91,,0.89,,0.89,,0.89,,0.89,,,,0.71,,0.87,,0.87,,0.87,,0.82,,0.82,,0.82,,0.74,,0.74,,0.74,,0.74,,0.67,,0.7,,0.77,,0.77,,0.76,,0.76,,0.72,,0.72,,0.73,,0.7,,0.7,,0.7,,0.71,,0.71,
,,6/30/2025,,1.47,,1.47,,1.43,,1.43,,1.43,,1.53,,1.53,,1.46,,1.46,,1.4,,1.4,,1.29,,1.3,,1.33,,1.29,,1.26,,1.26,,1.15,,1.14,,,,1.01,,0.99,,1,,0.99,,0.99,,0.88,,0.86,,0.86,,0.86,,0.86,,,,0.71,,0.82,,0.82,,0.83,,0.8,,0.8,,0.8,,0.71,,0.71,,0.72,,0.72,,0.65,,0.67,,0.73,,0.73,,0.73,,0.73,,0.69,,0.69,,0.7,,0.68,,0.68,,0.68,,0.68,,0.68,
,5/6/2025,3/30/2025,1.29,1.67,,1.47,,1.47,,1.47,,1.47,,1.47,,1.4,,1.4,,1.39,,1.38,,1.3,,1.3,,1.25,,1.22,,1.18,,1.18,,1.13,,1.13,,,,0.97,,0.96,,0.96,,0.96,,0.95,,0.89,,0.88,,0.88,,0.88,,0.88,,,,0.8,,0.79,,0.79,,0.79,,0.76,,0.76,,0.76,,0.71,,0.71,,0.72,,0.72,,0.69,,0.69,,0.7,,0.7,,0.69,,0.69,,0.65,,0.65,,0.65,,0.66,,0.66,,0.66,,0.65,,0.65,,,
,2/6/2025,12/31/2024,1.19,1.6,4/4/2024,1.35,4/4/2024,1.35,4/4/2024,1.28,4/4/2024,1.28,4/4/2024,1.22,4/4/2024,1.23,4/4/2024,1.28,4/4/2024,1.29,2/10/2024,1.35,12/29/2023,1.29,11/3/2023,1.27,9/25/2023,1.27,8/6/2023,1.23,6/19/2023,1.24,5/7/2023,,3/23/2023,1.08,2/11/2023,1.03,1/17/2023,1.04,12/10/2022,1.03,11/3/2022,1.03,9/17/2022,0.92,8/14/2022,0.87,7/14/2022,0.88,6/12/2022,0.88,5/11/2022,0.88,4/20/2022,,3/18/2022,0.7,2/11/2022,0.87,1/17/2022,0.87,12/10/2021,0.87,11/5/2021,0.81,10/18/2021,0.81,9/15/2021,0.81,8/9/2021,0.74,7/9/2021,0.74,6/5/2021,0.74,5/7/2021,0.74,4/15/2021,0.65,3/13/2021,0.68,2/11/2021,0.77,1/12/2021,0.77,12/11/2020,0.77,11/10/2020,0.77,11/7/2020,0.71,10/17/2020,0.71,9/20/2020,0.72,8/15/2020,0.72,8/10/2020,0.72,7/6/2020,0.72,6/13/2020,0.72,5/8/2020,0.72,3/23/2020,,,,,,,,
,11/5/2024,9/30/2024,1.24,1.56,,1.33,,1.33,,1.27,,1.27,,1.3,,1.32,,1.39,,1.3,,1.25,,1.25,,1.19,,1.2,,,,1.06,,1.03,,1.03,,1.03,,1.01,,0.91,,0.89,,0.89,,0.89,,0.89,,,,0.71,,0.87,,0.87,,0.87,,0.82,,0.82,,0.82,,0.74,,0.74,,0.74,,0.74,,0.67,,0.7,,0.77,,0.77,,0.76,,0.76,,0.72,,0.72,,0.73,,0.7,,0.7,,0.7,,0.71,,0.71,,,,,,,,,,,,,
