Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
,12/31/2020,0.76,3/26/2020,0.86,2/25/2020,0.85,1/23/2020,0.88,1/22/2020,0.88,,0.97,,0.91,,1.05,1.04,1.06,1.11,1.26,1.227666667,1.243355049,,,,,,
,9/30/2020,0.79,,0.98,,1.02,,1.0,,1.0,,1.04,,1.1,,1.13,1.17,1.24,1.42,1.527333333,1.458371336,,,,,,,
,6/30/2020,0.79,,1.03,,1.1,,1.09,,1.09,,1.06,,1.09,,1.24,1.21,1.25,1.36,1.51,1.5853333330000001,1.551856678,,,,,,
,3/31/2020,0.94,,0.85,,0.9,,0.91,,0.91,,0.89,,0.97,,1.12,1.15,1.16,1.35,1.45,1.5466666669999998,1.523811075,,,,,,
,12/31/2019,0.35,,0.31,,0.31,,0.31,,0.68,,0.74,,0.98,1.04,1.06,1.21,1.27,1.29,1.33,1.23,1.24,1.34,1.36,1.38,1.5,1.45,1.5
,9/30/2019,0.9018001179999999,,0.8,,1.07,,1.17,,1.23,1.42,1.58,1.55,1.56,1.48,1.49,1.55,1.59,1.56,1.54,1.6,1.54,1.5,,,,,
,6/28/2019,1.263214491,,1.29,,1.35,,1.54,,1.64,1.63,1.66,1.59,1.64,1.68,1.64,1.65,1.73,1.59,1.5,,,,,,,,
,3/29/2019,1.633589426,,1.5,,1.52,,1.63,,1.67,1.72,1.79,1.73,1.69,1.7,1.68,1.6,1.5,,,,,,,,,,
,12/31/2018,2.083379772,,1.94,,1.98,,2.01,,2.08,2.04,1.92,1.64,1.5,1.23,1.04,1.07,1.17,1.1,,,,,,,,,
,9/28/2018,2.135922575,,2.35,,2.14,,1.83,,1.66,1.35,1.11,1.26,1.16,,,,,,,,,,,,,,
,6/29/2018,2.138923764,,2.09,,1.68,,1.72,,1.42,1.15,1.1,1.28,,,,,,,,,,,,,,,
,3/29/2018,1.1014871720000001,,1.1,,1.11,,1.04,,1.02,1.16,1.2,0.55,,,,,,,,,,,,,,,
,12/29/2017,1.199783103,,0.55,,0.77,,0.81,,0.98,1.01,0.91,0.81,0.78,,,,,,,,,,,,,,
,9/29/2017,0.83701443,,0.78,,1.07,,1.15,,1.08,0.97,1.06,,,,,,,,,,,,,,,,
,6/30/2017,1.0056720190000001,,1.06,,1.22,,1.16,,1.06,1.13,,,,,,,,,,,,,,,,,
,3/31/2017,1.111329426,,1.13,,0.76,,,,,,,,,,,,,,,,,,,,,,
,12/30/2016,0.49825528399999996,,0.34,,,,,,,,,,,,,,,,,,,,,,,,
,9/30/2016,0.843788668,,0.9,,,,,,,,,,,,,,,,,,,,,,,,
,7/1/2016,0.7623178070000001,,,,0.7,,,,,,,,,,,,,,,,,,,,,,
,4/1/2016,0.221595144,,,,0.27,,,,,,,,,,,,,,,,,,,,,,
,12/31/2015,-0.584728768,,0.23,,,,,,,,,,,,,,,,,,,,,,,,
,10/2/2015,0.7077781240000001,,,,0.49,,,,,,,,,,,,,,,,,,,,,,
,7/2/2015,0.388998715,,,,0.26,,,,,,,,,,,,,,,,,,,,,,
,4/2/2015,0.211555683,,,,0.15,,,,,,,,,,,,,,,,,,,,,,
,12/31/2014,0.656662995,,0.55,,,,,,,,,,,,,,,,,,,,,,,,
,10/3/2014,0.766214955,,,,0.74,,,,,,,,,,,,,,,,,,,,,,
,7/3/2014,0.45953041,,,,0.41,,,,,,,,,,,,,,,,,,,,,,
,4/4/2014,0.347223612,,,,0.37,,,,,,,,,,,,,,,,,,,,,,
,12/31/2013,0.533373794,,0.4,,0.39,,,,,,,,,,,,,,,,,,,,,,
,9/27/2013,0.461924851,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/28/2013,0.26689298300000003,,0.3,,,,,,,,,,,,,,,,,,,,,,,,
,3/28/2013,0.26592795199999997,,0.24,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2012,0.429699981,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/28/2012,0.346314203,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/29/2012,0.353097095,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/30/2012,0.45661922299999996,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/30/2011,0.43169419600000003,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/30/2011,0.572094035,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/1/2011,0.945590527,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/1/2011,0.504430783,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2010,-0.035908816,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/1/2010,0.074173812,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/2/2010,0.287519907,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/1/2010,0.09791669300000001,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2009,0.18656806199999998,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/2/2009,-0.09371995699999999,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/2/2009,-0.423625585,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/3/2009,-0.603352009,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2008,0.33697059999999995,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/26/2008,2.317223584,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/27/2008,1.944480159,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/28/2008,1.4163391580000002,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2007,1.258445491,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/28/2007,1.29219474,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/29/2007,1.136880625,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/30/2007,1.255524216,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/29/2006,1.335192235,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/29/2006,1.696084902,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/30/2006,1.4379415569999998,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/31/2006,1.2084889779999999,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/30/2005,1.090032154,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/30/2005,0.928149406,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/1/2005,1.012782691,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/1/2005,1.099766816,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2004,1.061775005,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/1/2004,1.296229147,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/2/2004,0.791335163,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/2/2004,0.35750637700000004,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2003,0.065318922,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/3/2003,0.05110731599999999,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/3/2003,0.026894249,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/4/2003,0.056850007,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2002,0.137114246,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/27/2002,0.125079946,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/28/2002,0.190624983,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/28/2002,0.064836212,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2001,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/28/2001,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/29/2001,0.1075,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/30/2001,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/29/2000,0.2575,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/29/2000,0.212692541,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/30/2000,0.245944516,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/31/2000,0.235325035,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/1999,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/30/1999,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/30/1999,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/31/1999,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/1998,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/30/1998,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/30/1998,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/31/1998,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/1997,0.2175,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/30/1997,0.2275,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/30/1997,0.2075,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/31/1997,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/1996,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/30/1996,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/28/1996,0.1575,,,,,,,,,,,,,,,,,,,,,,,,,,
