CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Adjusted,,12/31/2026,,10.75,1/17/2026,10.8,12/14/2025,10.77,11/3/2025,10.65,10/1/2025,10.65,8/29/2025,10.56,7/26/2025,10.53,7/7/2025,,,,,,,
,,9/30/2026,,10.53,,10.52,,10.54,,10.37,,10.37,,10.28,,10.18,,,,,,,,
,,6/30/2026,,10.29,,10.29,,10.29,,10.09,,10.09,,10.01,,9.92,,,,,,,,
,,3/30/2026,,10.18,,10.19,,10.14,,10.01,,10.01,,10.02,,9.93,,,,,,,,
,,12/31/2025,,10.33,12/31/2024,10.19,12/31/2024,10.16,12/31/2024,9.8,12/31/2024,9.74,12/31/2024,9.73,12/31/2024,9.37,12/31/2024,,,,,,,
,10/30/2025,9/30/2025,9.33,9.87,,9.55,,9.56,,9.51,,9.14,,,,,,,,,,,,
,7/24/2025,6/30/2025,10.73,9.11,,8.88,,8.88,,8.93,,,,,,,,,,,,,,
,4/24/2025,3/30/2025,5.83,9.5,,9.06,,9.11,,9.25,,,,,,,,,,,,,,
,1/29/2025,12/31/2024,10.58,9.36,3/9/2024,9.19,3/9/2024,9.21,3/9/2024,9.03,3/9/2024,,,,,,,,,,,,,
,10/23/2024,9/30/2024,5,8.1,,8.83,,8.86,,8.89,,,,,,,,,,,,,,
,7/24/2024,6/30/2024,8.02,8.72,,8.52,,8.54,,8.55,,,,,,,,,,,,,,
,4/22/2024,3/30/2024,9.46,8.39,,8.22,,8.23,,8.02,,,,,,,,,,,,,,
,1/24/2024,12/31/2023,3.57,7.2,,7.69,,7.66,,7.63,,,,,,,,,,,,,,
,10/25/2023,9/30/2023,8.14,6.96,,7.64,,7.68,,7.63,,,,,,,,,,,,,,
,7/26/2023,6/30/2023,8.21,7.44,,7.44,,7.55,,7.51,,,,,,,,,,,,,,
,4/24/2023,3/30/2023,3.79,7.25,,7.18,,7.3,,7.22,,,,,,,,,,,,,,
,1/25/2023,12/31/2022,5.83,6.94,,6.47,,6.46,,6.44,,,,,,,,,,,,,,
,10/25/2022,9/30/2022,4.86,6.43,,5.87,,5.94,,5.87,,,,,,,,,,,,,,
,7/26/2022,6/30/2022,5.37,5.81,,5.9,,5.93,,6.04,,,,,,,,,,,,,,
,4/25/2022,3/30/2022,6.55,5.97,,5.97,,6.05,,5.97,,,,,,,,,,,,,,
,1/26/2022,12/31/2021,5.96,6.15,,5.67,,5.69,,5.64,,,,,,,,,,,,,,
,10/26/2021,9/30/2021,8.65,5.91,,5.5,,5.5,,5.46,,,,,,,,,,,,,,
,7/26/2021,6/30/2021,4.88,5.27,,5.14,,5.11,,4.95,,,,,,,,,,,,,,
,4/26/2021,3/31/2021,3.58,5.43,,4.64,,4.64,,4.61,,,,,,,,,,,,,,
,1/27/2021,12/31/2020,1.43,4.53,,4.41,,4.34,,4.3,3/28/2020,,,,,,,,,,,,,
,10/28/2020,9/30/2020,-1.14,1.47,,3.42,,4.12,,4.1,,,,,,,,,,,,,,
,7/29/2020,6/30/2020,-4.31,2.64,,3.59,,3.57,,4.18,,,,,,,,,,,,,,
,5/6/2020,3/31/2020,15.88,5.41,,4.18,,4.31,,4.3,,,,,,,,,,,,,,
,1/29/2020,12/31/2019,3.53,4.2,,4.28,,4.27,,4.24,,,,,,,,,,,,,,
,10/23/2019,9/30/2019,4.04,4.12,,3.433447099,,4.1,,4.11,,,,,,,,,,,,,,
,7/24/2019,6/28/2019,3.565217391,4.06,,4.04,,4,,3.78,,,,,,,,,,,,,,
,4/24/2019,3/29/2019,2.819414704,3.75,,3.65,,3.58,,3.88,,,,,,,,,,,,,,
,1/30/2019,12/31/2018,3.76396648,3.8,,3.58,,3.84,,3.81,,,,,,,,,,,,,,
,10/23/2018,9/28/2018,3.433447099,3.74,,3.69,,3.66,,3.62,,,,,,,,,,,,,,
,7/24/2018,6/29/2018,3.100671141,3.6,,3.48,,3.59,,2.98,,,,,,,,,,,,,,
,4/23/2018,3/29/2018,3.905325444,3.7,,3.46,,3.5,,2.91,,,,,,,,,,,,,,
,1/24/2018,12/29/2017,1.176853056,,,0.94,,2.84,,2.8,,,,,,,,,,,,,,
,10/24/2017,9/29/2017,3.236808237,,,2.7,,2.71,,2.69,,,,,,,,,,,,,,
,7/25/2017,6/30/2017,2.495238095,,,2.63,,2.61,,2.55,,,,,,,,,,,,,,
,4/24/2017,3/31/2017,2.517176765,,,2.52,,2.47,,2.51,,,,,,,,,,,,,,
,2/1/2017,12/30/2016,2.463054187,,,2.43,,2.44,,2.49,,,,,,,,,,,,,,
,10/25/2016,9/30/2016,1.296743064,,,2.42,,2.49,,,,,,,,,,,,,,,,
,7/26/2016,6/30/2016,1.969429747,,,2.26,,2.37,,,,,,,,,,,,,,,,
,4/17/2016,3/31/2016,2.087155963,,,2.29,,2.31,,,,,,,,,,,,,,,,
,,12/31/2015,1.995528228,,,2.35,,,,,,,,,,,,,,,,,,
,,9/30/2015,2.172961138,,,2.33,,,,,,,,,,,,,,,,,,
,,6/30/2015,2.22639485,,,2.28,,,,,,,,,,,,,,,,,,
,,3/31/2015,2.078265468,,,2.33,,,,,,,,,,,,,,,,,,
,,12/31/2014,2.222803347,,,2.22,,,,,,,,,,,,,,,,,,
,,9/30/2014,2.168301497,,,1.95,,,,,,,,,,,,,,,,,,
,,6/30/2014,1.906218145,,,2.01,,,,,,,,,,,,,,,,,,
,,3/31/2014,2.009040683,,,1.88,,,,,,,,,,,,,,,,,,
,,12/31/2013,1.463173505,,,1.81,,,,,,,,,,,,,,,,,,
,,9/30/2013,1.862506095,,,1.73,,,,,,,,,,,,,,,,,,
,,6/28/2013,1.538830297,,,1.62,,,,,,,,,,,,,,,,,,
,,3/28/2013,1.577955723,,,1.57,,,,,,,,,,,,,,,,,,
,,12/31/2012,1.808461181,,,1.47,,,,,,,,,,,,,,,,,,
,,9/28/2012,0.789593793,,,1.19,,,,,,,,,,,,,,,,,,
,,6/29/2012,0.988475177,,,1.32,,,,,,,,,,,,,,,,,,
,,3/30/2012,1.053085887,,,1.4,,,,,,,,,,,,,,,,,,
,,12/30/2011,1.006396588,,,,,,,,,,,,,,,,,,,,,
,,9/30/2011,1.338842975,,,,,,,,,,,,,,,,,,,,,
,,6/30/2011,1.25498008,,,,,,,,,,,,,,,,,,,,,
,,3/31/2011,0.935195964,,,,,,,,,,,,,,,,,,,,,
,,12/31/2010,1.081498648,,,,,,,,,,,,,,,,,,,,,
,,9/30/2010,1.323585995,,,,,,,,,,,,,,,,,,,,,
,,6/30/2010,0.976253298,,,,,,,,,,,,,,,,,,,,,
,,3/31/2010,0.80754717,,,,,,,,,,,,,,,,,,,,,
,,12/31/2009,0.900113938,,,,,,,,,,,,,,,,,,,,,
,,9/30/2009,0.997314921,,,,,,,,,,,,,,,,,,,,,
,,6/30/2009,0.413043478,,,,,,,,,,,,,,,,,,,,,
,,3/31/2009,0.581655481,,,,,,,,,,,,,,,,,,,,,
,,12/31/2008,-1.674988652,,,,,,,,,,,,,,,,,,,,,
,,9/30/2008,-0.315741994,,,,,,,,,,,,,,,,,,,,,
,,6/30/2008,0.92920354,,,,,,,,,,,,,,,,,,,,,
,,3/31/2008,0.825053996,,,,,,,,,,,,,,,,,,,,,
,,12/31/2007,1.083262532,,,,,,,,,,,,,,,,,,,,,
,,9/28/2007,0.827759197,,,,,,,,,,,,,,,,,,,,,
,,6/29/2007,0.813278008,,,,,,,,,,,,,,,,,,,,,
,,3/30/2007,0.675952478,,,,,,,,,,,,,,,,,,,,,
,,12/29/2006,0.66,,,,,,,,,,,,,,,,,,,,,
,,9/29/2006,0.71,,,,,,,,,,,,,,,,,,,,,
,,6/30/2006,0.57,,,,,,,,,,,,,,,,,,,,,
