CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,
N,,12/31/2024,,3.32,1/14/2024,3.34,12/7/2023,3.34,10/28/2023,3.21,9/25/2023,3.16,7/27/2023,3.12,7/6/2023,3.12,7/5/2023,,,,,
,,9/30/2024,,3.58,,3.66,,3.66,,3.47,,3.43,,3.39,,3.39,,,,,,
,,6/28/2024,,3.41,,3.49,,3.49,,3.43,,3.37,,3.3,,3.3,,,,,,
,,3/28/2024,,2.84,,2.9,,2.9,,2.81,,2.76,,2.76,,2.79,,,,,,
,,12/29/2023,,2.85,,2.88,,2.88,,2.78,,2.71,,2.68,,2.7,,3.05,,,,
,10/25/2023,9/29/2023,3.09,3.09,,2.83,,2.78,,2.81,,2.84,,3.3,,,,,,,,
,7/26/2023,6/30/2023,2.65,2.65,,2.66,,2.68,,3.34,,,,,,,,,,,,
,4/26/2023,3/31/2023,2.58,2.7,,2.7,,2.77,,,,,,,,,,,,,,
,2/1/2023,12/30/2022,2.92,2.68,,2.68,,2.74,,2.32,,,,,,,,,,,,
,10/26/2022,9/30/2022,3.36,3.08,,3.08,,3.06,,2.53,,,,,,,,,,,,
,7/27/2022,6/30/2022,3.3,3.14,,3.14,,3.12,,2.51,,,,,,,,,,,,
,4/27/2022,3/31/2022,2.603045706,2.39,,2.39,,2.02,,,,,,,,,,,,,,
,2/2/2022,12/31/2021,2.410075985,2.26,,2.26,,2.1,,1.66,,1.52,,1.38,,,,,,,,
,10/27/2021,9/30/2021,2.467253473,2.37,,2.37,,2.34,,1.86,,1.68,,1.48,,,,,,,,
,7/28/2021,6/30/2021,2.312947214,2.16,,2.16,,1.76,,1.6,,1.34,,,,,,,,,,
,4/22/2021,3/31/2021,1.700556277,1.58,,1.58,,1.45,,1.27,,1.25,,,,,,,,,,
,2/4/2021,12/31/2020,1.610016372,1.57,,1.57,,1.55,,1.41,,1.24,,1.38,,2.03,,2.09,,2.01,,
,10/27/2020,9/30/2020,1.711982623,1.53,,1.53,,1.48,,1.22,,1.48,,2.26,,2.32,,2.29,,,,
,7/30/2020,6/30/2020,1.248733904,1.08,,1.08,,1.06,,1.37,,2.27,,2.3,,2.28,,,,,,
,4/23/2020,3/31/2020,1.111801378,1.12,,1.12,,1.13,,1.71,,1.79,,1.75,,,,,,,,
,,12/31/2019,1.202013372,1.18,,1.18,,1.83,,1.97,,1.99,,1.85,,,,,,,,
,,9/30/2019,1.367680619,1.41,,1.41,,2.11,,2.15,,2.19,,,,,,,,,,
,,6/28/2019,1.438991583,1.406666667,,1.406666667,,1.42,,1.433333333,,,,,,,,,,,,
,,3/29/2019,1.095367354,1.053333333,,1.053333333,,1.06,,,,,,,,,,,,,,
,,12/31/2018,1.30297719,1.166666667,,1.166666667,,1.16,,0.793333333,,,,,,,,,,,,
,,9/28/2018,1.410514282,1.313333333,,1.313333333,,0.913333333,,,,,,,,,,,,,,
,,6/29/2018,1.325989948,1.22,,1.22,,0.906666667,,,,,,,,,,,,,,
,,3/29/2018,0.885043278,0.866666667,,0.866666667,,0.646666667,,,,,,,,,,,,,,
,,12/29/2017,1.596338739,0.746666667,,0.746666667,,0.72,,0.64,,0.646666667,,0.653333333,,,,,,,,
,,9/29/2017,0.827974731,0.773333333,,0.773333333,,0.74,,0.733333333,,0.74,,,,,,,,,,
,,6/30/2017,0.795991895,0.733333333,,0.733333333,,0.713333333,,0.72,,0.713333333,,0.72,,,,,,,,
,,3/31/2017,0.532010694,0.526666667,,0.526666667,,0.54,,0.533333333,,0.526666667,,,,,,,,,,
,,12/30/2016,0.553959976,0.573333333,,0.573333333,,0.586666667,,0.626666667,,0.64,,0.66,,0.666666667,,0.686666667,,0.68,,0.693333333
,,9/30/2016,0.688963355,0.646666667,,0.646666667,,0.666666667,,0.713333333,,0.726666667,,0.76,,0.766666667,,0.786666667,,,,
,,6/30/2016,0.650731781,0.633333333,,0.633333333,,0.7,,0.706666667,,0.726666667,,0.753333333,,0.76,,0.773333333,,0.753333333,,
,,3/31/2016,0.478549071,0.506666667,,0.506666667,,0.513333333,,0.533333333,,0.553333333,,0.56,,0.566666667,,0.56,,,,
,,12/31/2015,0.569241985,0.56,,0.56,,0.566666667,,0.586666667,,0.593333333,,0.6,,0.613333333,,0.566666667,,0.533333333,,
,,9/30/2015,0.659792524,0.673333333,,0.673333333,,0.68,,0.673333333,,0.693333333,,0.68,,0.653333333,,,,,,
,,6/30/2015,0.665476843,0.653333333,,0.653333333,,0.66,,0.653333333,,0.64,,,,,,,,,,
,,3/31/2015,0.484846629,0.473333333,,0.473333333,,0.46,,0.44,,0.46,,,,,,,,,,
,,12/31/2014,0.540652011,0.48,,0.48,,0.46,,0.446666667,,0.453333333,,0.58,,,,,,,,
,,9/30/2014,0.602789803,0.58,,0.58,,0.54,,0.533333333,,0.526666667,,0.546666667,,,,,,,,
,,6/30/2014,0.571377173,0.553333333,,0.553333333,,0.54,,0.513333333,,0.333333333,,,,,,,,,,
,,3/31/2014,0.355032354,0.326666667,,0.326666667,,0.36,,0.353333333,,0.393333333,,,,,,,,,,
,,12/31/2013,0.364850384,0.393333333,,0.393333333,,0.46,,,,,,,,,,,,,,
,,9/30/2013,0.465378889,0.46,,0.46,,0.433333333,,0.433333333,,,,,,,,,,,,
,,6/28/2013,0.45072482,0.426666667,,0.426666667,,0.42,,0.273333333,,,,,,,,,,,,
,,3/28/2013,0.313762657,0.28,,0.28,,0.286666667,,0.333333333,,,,,,,,,,,,
,,12/31/2012,0.305468191,0.333333333,,0.333333333,,0.36,,,,,,,,,,,,,,
,,9/28/2012,0.394932204,0.36,,0.36,,,,,,,,,,,,,,,,
,,6/29/2012,0.370082807,,,nan,,,,,,,,,,,,,,,,
,,3/30/2012,0.24058632,,,nan,,,,,,,,,,,,,,,,
,,12/30/2011,0.308580293,,,nan,,,,,,,,,,,,,,,,
,,9/30/2011,0.29889171,,,nan,,,,,,,,,,,,,,,,
,,6/30/2011,0.304710005,,,nan,,,,,,,,,,,,,,,,
,,3/31/2011,0.170435244,,,nan,,,,,,,,,,,,,,,,
,,12/31/2010,0.175276142,,,nan,,,,,,,,,,,,,,,,
,,9/30/2010,0.193752626,,,nan,,,,,,,,,,,,,,,,
,,6/30/2010,0.170960915,,,nan,,,,,,,,,,,,,,,,
,,3/31/2010,0.06119881,,,nan,,,,,,,,,,,,,,,,
,,12/31/2009,0.075555556,,,nan,,,,,,,,,,,,,,,,
,,9/30/2009,0.084444444,,,nan,,,,,,,,,,,,,,,,
,,6/30/2009,0.056296296,,,nan,,,,,,,,,,,,,,,,
,,3/31/2009,0.020740741,,,nan,,,,,,,,,,,,,,,,
,,12/31/2008,0.088888889,,,nan,,,,,,,,,,,,,,,,
,,9/30/2008,0.186666667,,,nan,,,,,,,,,,,,,,,,
,,6/30/2008,0.18962963,,,nan,,,,,,,,,,,,,,,,
,,3/31/2008,0.082962963,,,nan,,,,,,,,,,,,,,,,
,,12/31/2007,0.124444444,,,nan,,,,,,,,,,,,,,,,
,,9/28/2007,0.16,,,nan,,,,,,,,,,,,,,,,
,,6/29/2007,0.177777778,,,nan,,,,,,,,,,,,,,,,
,,3/30/2007,0.106666667,,,nan,,,,,,,,,,,,,,,,
,,12/29/2006,0.142222222,,,nan,,,,,,,,,,,,,,,,
,,9/29/2006,0.16,,,nan,,,,,,,,,,,,,,,,
,,6/30/2006,0.171851852,,,nan,,,,,,,,,,,,,,,,
,,3/31/2006,0.103703704,,,nan,,,,,,,,,,,,,,,,
,,12/30/2005,0.115555556,,,nan,,,,,,,,,,,,,,,,
,,9/30/2005,0.127407407,,,nan,,,,,,,,,,,,,,,,
,,6/30/2005,0.10962963,,,nan,,,,,,,,,,,,,,,,
,,3/31/2005,0.074074074,,,nan,,,,,,,,,,,,,,,,
,,12/31/2004,0.084274608,,,nan,,,,,,,,,,,,,,,,
,,9/30/2004,0.098018235,,,nan,,,,,,,,,,,,,,,,
,,6/30/2004,0.085698006,,,nan,,,,,,,,,,,,,,,,
,,3/31/2004,0.046796823,,,nan,,,,,,,,,,,,,,,,
,,12/31/2003,0.063314746,,,nan,,,,,,,,,,,,,,,,
,,9/30/2003,0.074698031,,,nan,,,,,,,,,,,,,,,,
,,6/30/2003,0.053368356,,,nan,,,,,,,,,,,,,,,,
,,3/31/2003,0.034852328,,,nan,,,,,,,,,,,,,,,,
,,12/31/2002,0.050084058,,,nan,,,,,,,,,,,,,,,,
,,9/30/2002,0.067469709,,,nan,,,,,,,,,,,,,,,,
,,6/28/2002,0.046009055,,,nan,,,,,,,,,,,,,,,,
,,3/28/2002,0.023663462,,,nan,,,,,,,,,,,,,,,,
,,12/31/2001,0.042133417,,,nan,,,,,,,,,,,,,,,,
,,9/28/2001,0.038632844,,,nan,,,,,,,,,,,,,,,,
,,6/29/2001,0.032704704,,,nan,,,,,,,,,,,,,,,,
,,3/30/2001,0.010571512,,,nan,,,,,,,,,,,,,,,,
,,12/29/2000,0.026337449,,,nan,,,,,,,,,,,,,,,,
,,9/29/2000,0.045651578,,,nan,,,,,,,,,,,,,,,,
,,6/30/2000,0.048285322,,,nan,,,,,,,,,,,,,,,,
,,3/31/2000,0.024581619,,,nan,,,,,,,,,,,,,,,,
,,12/31/1999,0.035994513,,,nan,,,,,,,,,,,,,,,,
,,9/30/1999,0.044773663,,,nan,,,,,,,,,,,,,,,,
,,6/30/1999,0.044773663,,,nan,,,,,,,,,,,,,,,,
,,3/31/1999,0.026337449,,,nan,,,,,,,,,,,,,,,,
,,12/31/1998,0.023703704,,,nan,,,,,,,,,,,,,,,,
,,9/30/1998,0.035994513,,,nan,,,,,,,,,,,,,,,,
,,6/30/1998,0.037750343,,,nan,,,,,,,,,,,,,,,,
,,3/31/1998,0.020192044,,,nan,,,,,,,,,,,,,,,,
,,12/31/1997,0.022825789,,,nan,,,,,,,,,,,,,,,,
,,9/30/1997,0.035116598,,,nan,,,,,,,,,,,,,,,,
,,6/30/1997,0.033360768,,,nan,,,,,,,,,,,,,,,,
,,3/31/1997,0.014924554,,,nan,,,,,,,,,,,,,,,,
,,12/31/1996,0.017558299,,,nan,,,,,,,,,,,,,,,,
,,9/30/1996,0.022825789,,,nan,,,,,,,,,,,,,,,,
,,6/28/1996,0.017558299,,,nan,,,,,,,,,,,,,,,,
,,3/29/1996,0.00702332,,,nan,,,,,,,,,,,,,,,,
,,12/29/1995,0.00175583,,,nan,,,,,,,,,,,,,,,,
,,9/29/1995,0.009657064,,,nan,,,,,,,,,,,,,,,,
,,6/30/1995,0.021069959,,,nan,,,,,,,,,,,,,,,,
