Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,7/30/2021,0.75,3/14/2020,0.74,3/8/2020,0.74,,0.780930233,,,,,,
,4/30/2021,0.71,,0.7,,0.7,,0.684651163,,,,,,
,1/29/2021,0.63,,0.63,,0.63,,0.6311627910000001,,,,,,
,10/30/2020,0.68,,0.66,,0.66,,0.673953488,,,,,,
,7/31/2020,0.7,,0.7,,0.7,,0.73,,0.68,,0.67,,
,4/30/2020,0.62,,0.63,,0.63,,0.64,,0.61,,0.63,,
,1/31/2020,0.62,,0.58,,0.59,,0.57,,0.58,,,,
,10/31/2019,0.68,,0.63,,0.62,,,,,,,,
,7/31/2019,0.68,,0.61,,0.62,,,,,,,,
,4/30/2019,0.650355273,,0.56,,0.58,,,,,,,,
,1/31/2019,0.549317746,,0.52,,0.61,,,,,,,,
,10/31/2018,0.562880018,,0.52,,0.55,,,,,,,,
,7/31/2018,0.663773786,,0.52,,0.54,,,,,,,,
,4/30/2018,0.493087295,,0.5,,0.53,,0.5,,,,,,
,1/31/2018,0.081052372,,0.44,,0.55,,0.46,,,,,,
,10/31/2017,0.493213447,,0.48,,0.49,,,,,,,,
,7/31/2017,0.48374856299999996,,0.46,,0.47,,0.48,,,,,,
,4/28/2017,0.432041532,,0.43,,0.44,,,,,,,,
,1/31/2017,0.48691149899999997,,0.35,,,,,,,,,,
,10/31/2016,0.438305315,,0.44,,0.43,,0.45,,0.44,,,,
,7/29/2016,0.49447220399999997,,0.37,,0.32,,0.35,,0.48,,,,
,4/29/2016,0.415424215,,0.34,,0.33,,0.42,,,,,,
,1/29/2016,0.301893498,,0.23,,0.21,,0.33,,,,,,
,10/30/2015,0.366086633,,0.28,,0.4,,0.47,,0.48,,,,
,7/31/2015,-0.76765984,,0.34,,0.45,,0.47,,0.45,,0.56,,
,4/30/2015,0.33455782300000003,,0.37,,0.39,,0.44,,0.43,,0.48,,0.34
,1/30/2015,0.22559788100000003,,0.3,,0.31,,0.3,,0.35,,0.4,,
,10/31/2014,0.264728237,,0.4,,0.49,,0.48,,0.54,,0.49,,
,7/31/2014,-2.154321951,,0.49,,0.46,,0.52,,0.5,,0.38,,
,4/30/2014,0.463230769,,0.38,,0.48,,0.37,,,,,,
,1/31/2014,0.312892902,,0.36,,0.37,,0.39,,0.48,,,,
,10/31/2013,0.456475705,,0.48,,0.5,,,,,,,,
,7/31/2013,-3.4295691539999997,,0.51,,0.61,,0.59,,,,,,
,4/30/2013,0.081339713,,0.6,,0.61,,0.49,,,,,,
,1/30/2013,-0.16968560100000002,,0.48,,0.51,,0.55,,,,,,
,10/31/2012,0.529856564,,0.55,,,,,,,,,,
,7/30/2012,0.22229637,,0.52,,,,,,,,,,
,4/30/2012,0.521706319,,,,,,,,,,,,
,1/31/2012,-1.7151409990000002,,,,,,,,,,,,
,10/31/2011,0.6181213879999999,,,,,,,,,,,,
,7/29/2011,0.554684717,,,,,,,,,,,,
,4/29/2011,0.5360069000000001,,,,,,,,,,,,
,1/31/2011,0.45612877700000004,,,,,,,,,,,,
,10/29/2010,0.49765196,,,,,,,,,,,,
,7/30/2010,0.40781173299999995,,,,,,,,,,,,
,4/30/2010,0.448149339,,,,,,,,,,,,
,1/29/2010,0.28252599100000003,,,,,,,,,,,,
,10/30/2009,0.40927034700000003,,,,,,,,,,,,
,7/31/2009,0.363220217,,,,,,,,,,,,
,4/30/2009,0.34148381899999997,,,,,,,,,,,,
,1/30/2009,-0.079274117,,,,,,,,,,,,
,10/31/2008,0.7009425229999999,,,,,,,,,,,,
,7/31/2008,0.64,,,,,,,,,,,,
,4/30/2008,0.63,,,,,,,,,,,,
,1/31/2008,0.48,,,,,,,,,,,,
,10/31/2007,0.66,,,,,,,,,,,,
,7/31/2007,0.48,,,,,,,,,,,,
,4/30/2007,0.53,,,,,,,,,,,,
,1/31/2007,0.36,,,,,,,,,,,,
,10/31/2006,0.63,,,,,,,,,,,,
,7/31/2006,0.43,,,,,,,,,,,,
,4/28/2006,0.61,,,,,,,,,,,,
,1/31/2006,0.43,,,,,,,,,,,,
,10/31/2005,0.6,,,,,,,,,,,,
,7/29/2005,0.32,,,,,,,,,,,,
,4/29/2005,0.5,,,,,,,,,,,,
,1/31/2005,0.41,,,,,,,,,,,,
