CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,
Adjusted,,12/31/2026,,3.65,1/14/2026,3.65,12/5/2025,3.65,11/2/2025,3.64,9/29/2025,3.64,8/27/2025,3.63,7/24/2025,3.6,6/23/2025
,,9/30/2026,,3.22,,3.22,,3.23,,3.25,,3.25,,3.26,,3.32,
,,6/30/2026,,3.02,,3.02,,3.02,,3.04,,3.04,,3.04,,3.04,
,,3/30/2026,,2.95,,2.94,,2.95,,2.92,,2.93,,2.92,,2.93,
,,12/31/2025,,3.4,12/14/2024,3.39,12/14/2024,3.4,12/14/2024,3.4,12/14/2024,3.4,12/14/2024,3.39,12/14/2024,3.33,12/14/2024
,10/28/2025,9/30/2025,1.93,3,,2.97,,2.97,,2.98,,3.04,,,,,
,7/22/2025,6/30/2025,1.54,2.81,,2.77,,2.78,,2.84,,,,,,,
,5/6/2025,3/30/2025,1.4,2.7,,2.64,,2.65,,2.58,,,,,,,
,2/6/2025,12/31/2024,2.42,3.12,4/5/2024,3.11,4/5/2024,3.13,4/5/2024,3.21,4/5/2024,,,,,,
,10/31/2024,9/30/2024,1.55,2.84,,2.81,,2.81,,2.81,,,,,,,
,7/22/2024,6/30/2024,1.97,2.64,,2.57,,2.58,,2.67,,,,,,,
,5/2/2024,3/30/2024,1.56,2.54,,2.48,,2.52,,2.52,,,,,,,
,2/14/2024,12/31/2023,2.54,2.84,3/24/2023,2.82,3/24/2023,2.82,3/24/2023,2.84,3/24/2023,,,,,,
,11/1/2023,9/30/2023,1.63,2.49,,2.44,,2.45,,2.47,,,,,,,
,8/1/2023,6/30/2023,1.59,2.43,,2.37,,2.37,,2.39,,,,,,,
,4/27/2023,3/30/2023,1.53,2.45,,2.41,,2.42,,2.57,,,,,,,
,2/10/2023,12/30/2022,1.2,2.78,,2.77,,2.77,,2.77,,,,,,,
,10/26/2022,9/30/2022,1.49,2.48,,2.39,,2.39,,2.41,,,,,,,
,7/21/2022,6/30/2022,1.34,2.44,,2.39,,2.39,,2.41,,,,,,,
,4/27/2022,3/31/2022,1.68,2.47,,2.43,,2.44,,2.44,,,,,,,
,2/15/2022,12/31/2021,1.63,2.65,,2.43,,2.43,,2.43,,,,,,,
,10/21/2021,9/30/2021,1.33640553,2.17,,2.12,,1.88,,1.82,,,,,,,
,7/27/2021,6/30/2021,0.897896357,2.13,,2.08,,1.74,,1.54,,,,,,,
,4/22/2021,3/31/2021,1.087737301,2.18,,1.85,,1.75,,1.69,,,,,,,
,2/10/2021,12/31/2020,0.61025641,2.11,,2,,1.97,,1.89,,,,,,,
,10/20/2020,9/30/2020,0.518214469,1.63,,1.54,,1.53,,1.43,,,,,,,
,7/22/2020,6/30/2020,-0.120481928,1.18,,1.06,,1.05,,1.52,,,,,,,
,4/28/2020,3/31/2020,0.419008687,1.5,,1.48,,1.6,,1.73,,,,,,,
,2/12/2020,12/31/2019,0.081177067,1.74,,1.72,,1.75,,1.72,,,,,,,
,10/30/2019,9/30/2019,0.286432161,1.6,,1.57,,1.6,,1.57,,,,,,,
,7/24/2019,6/28/2019,0.299102692,1.53,,1.49,,1.48,,,,,,,,,
,5/1/2019,3/29/2019,0.287555776,1.53,,1.51,,1.49,,,,,,,,,
,2/14/2019,12/31/2018,0.338069574,1.5,,1.47,,1.5,,,,,,,,,
,10/22/2018,9/28/2018,0.290135397,1.42,,1.39,,1.34,,,,,,,,,
,7/24/2018,6/29/2018,0.290614578,1.29,,1.23,,1.27,,,,,,,,,
,5/2/2018,3/29/2018,0.325471698,1.34,,1.27,,,,,,,,,,,
,,12/29/2017,5.02334267,,,1.34,,1.29,,1.2,,,,,,,
,,9/29/2017,0.383561644,,,1.14,,1.16,,1.15,,,,,,,
,,6/30/2017,0.337381916,,,1.05,,1.08,,1.1,,,,,,,
,,3/31/2017,0.315027671,,,0.96,,1.08,,,,,,,,,
,,12/30/2016,-0.745393635,,,1.05,,1.06,,1.02,,,,,,,
,,9/30/2016,0.818506719,,,0.99,,0.97,,,,,,,,,
,,6/30/2016,0.713954196,,,0.9,,0.93,,,,,,,,,
,,3/31/2016,0.87837415,,,0.86,,,,,,,,,,,
,,12/31/2015,0.848837587,,,0.87,,,,,,,,,,,
,,9/30/2015,0.887880069,,,0.81,,,,,,,,,,,
,,6/30/2015,0.671358349,,,0.7,,,,,,,,,,,
,,3/31/2015,0.67787594,,,0.71,,,,,,,,,,,
,,12/31/2014,0.687465987,,,0.67,,,,,,,,,,,
,,9/30/2014,0.709307489,,,0.64,,,,,,,,,,,
,,6/30/2014,0.644643371,,,0.61,,,,,,,,,,,
,,3/31/2014,0.6778638,,,0.6,,,,,,,,,,,
,,12/31/2013,0.549416307,,,0.55,,,,,,,,,,,
,,9/30/2013,0.501016756,,,0.51,,,,,,,,,,,
,,6/28/2013,0.304294585,,,0.47,,,,,,,,,,,
